# Weber - VEF - FASY - ITRDB CHE567
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41821
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41821.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che567-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che567.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che567.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Weber - VEF - FASY - ITRDB CHE567
#--------------------
# Investigators
#   Investigators: Weber, Pascale; Lévesque, Mathieu; Walthert, Lorenz; Heiri, Caroline; Trotsiuk, Volodymyr; Sanders,Tanja
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Lorenz Walthert; Pascale Weber
#   Published_Date_or_Year: 2016
#   Published_Title: Soil nutrients influence growth response of temperate tree species to drought
#   Journal_Name: Journal of Ecology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/1365-2745.12519
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Weber, Pascale; Caroline Heiri; Mathieu Lévesque; Tanja Sanders; Volodymyr Trotsiuk; Lorenz Walthert
#   Published_Date_or_Year: 2015
#   Published_Title: Zuwachs und Klimasensitivität von Baumarten im Ökogramm der kollinen und submontanen Stufe
#   Journal_Name: Missing Journal Name
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3188/szf.2015.0380
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: VEF
#   Location: Switzerland
#   Northernmost_Latitude: 46.25193
#   Southernmost_Latitude: 46.25193
#   Easternmost_Longitude: 7.24981
#   Westernmost_Longitude: 7.24981
#   Elevation_m: 1280
#--------------------
# Data_Collection
#   Collection_Name: CHE567
#   First_Year: 1773
#   Last_Year: 2007
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## VEF01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VEF01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VEF02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VEF02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VEF03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VEF03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VEF04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VEF04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VEF05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VEF05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VEF06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VEF06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VEF07a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VEF07a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VEF08b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VEF08b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VEF09a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VEF09a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VEF10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VEF10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	VEF01a_raw	VEF02a_raw	VEF03a_raw	VEF04a_raw	VEF05a_raw	VEF06a_raw	VEF07a_raw	VEF08b_raw	VEF09a_raw	VEF10a_raw
1773	NA	NA	NA	NA	0.81	NA	NA	NA	NA	NA
1774	NA	NA	NA	NA	0.54	NA	NA	NA	NA	NA
1775	NA	NA	NA	NA	0.4	NA	NA	NA	NA	NA
1776	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA
1777	NA	NA	NA	NA	0.36	NA	NA	NA	NA	NA
1778	NA	NA	NA	NA	0.18	NA	NA	NA	NA	NA
1779	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA
1780	NA	NA	NA	NA	0.18	NA	NA	NA	NA	NA
1781	NA	NA	NA	NA	0.13	NA	NA	NA	NA	NA
1782	NA	NA	NA	NA	0.16	NA	NA	NA	NA	NA
1783	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA
1784	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA
1785	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA
1786	NA	NA	NA	NA	0.52	NA	NA	NA	NA	NA
1787	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA
1788	NA	NA	NA	NA	1.58	NA	NA	NA	NA	NA
1789	NA	NA	NA	NA	0.95	NA	NA	NA	NA	NA
1790	NA	NA	NA	NA	0.34	NA	NA	NA	NA	NA
1791	NA	NA	NA	NA	0.37	NA	NA	NA	NA	NA
1792	NA	NA	NA	NA	0.45	NA	NA	NA	NA	NA
1793	NA	NA	NA	NA	0.33	NA	NA	NA	NA	NA
1794	NA	NA	NA	NA	0.58	NA	NA	NA	NA	NA
1795	NA	NA	NA	NA	0.54	NA	NA	NA	NA	NA
1796	NA	NA	NA	NA	0.62	NA	NA	NA	NA	NA
1797	NA	NA	NA	NA	0.54	NA	NA	NA	NA	NA
1798	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA
1799	NA	NA	NA	NA	0.48	NA	NA	NA	NA	NA
1800	NA	NA	NA	NA	0.34	NA	NA	NA	NA	NA
1801	NA	NA	NA	NA	0.28	NA	NA	NA	NA	NA
1802	NA	NA	NA	NA	0.18	NA	NA	NA	NA	NA
1803	NA	NA	NA	NA	0.4	NA	NA	NA	NA	NA
1804	NA	NA	NA	NA	0.35	NA	NA	NA	NA	NA
1805	NA	NA	NA	NA	0.46	NA	NA	NA	NA	NA
1806	NA	NA	NA	NA	0.25	NA	NA	NA	NA	NA
1807	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA
1808	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA
1809	NA	NA	NA	NA	0.44	NA	NA	NA	NA	NA
1810	NA	NA	NA	NA	0.56	NA	NA	NA	NA	NA
1811	NA	NA	NA	NA	0.44	NA	NA	NA	NA	NA
1812	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA
1813	NA	NA	NA	NA	0.95	NA	NA	NA	NA	NA
1814	NA	NA	NA	NA	1.32	NA	NA	NA	NA	NA
1815	NA	NA	NA	NA	1.24	NA	NA	NA	NA	NA
1816	NA	NA	NA	NA	1.16	NA	NA	NA	NA	NA
1817	NA	NA	NA	NA	0.78	NA	NA	NA	NA	NA
1818	NA	NA	NA	NA	0.26	NA	NA	NA	NA	NA
1819	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA
1820	NA	NA	NA	NA	0.62	NA	NA	NA	NA	NA
1821	NA	NA	NA	NA	0.2	NA	NA	NA	NA	NA
1822	NA	NA	NA	NA	0.46	NA	NA	NA	NA	NA
1823	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA
1824	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA
1825	NA	NA	NA	NA	0.13	NA	NA	NA	NA	NA
1826	NA	NA	NA	NA	0.23	NA	NA	NA	NA	NA
1827	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA
1828	NA	NA	NA	NA	0.36	NA	NA	NA	NA	NA
1829	NA	NA	NA	NA	0.42	NA	NA	NA	NA	NA
1830	NA	NA	NA	NA	0.42	NA	NA	NA	NA	NA
1831	NA	NA	NA	NA	0.42	NA	NA	NA	NA	NA
1832	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA
1833	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA
1834	NA	NA	NA	NA	0.36	NA	NA	NA	NA	NA
1835	NA	NA	NA	NA	0.36	NA	NA	NA	NA	NA
1836	NA	NA	NA	NA	0.34	NA	NA	NA	NA	NA
1837	NA	NA	NA	NA	0.44	NA	NA	NA	NA	NA
1838	NA	NA	NA	NA	0.28	NA	NA	NA	NA	NA
1839	NA	NA	NA	NA	0.46	NA	NA	NA	NA	NA
1840	NA	NA	NA	NA	0.49	NA	NA	NA	NA	NA
1841	NA	NA	NA	NA	0.47	NA	NA	NA	NA	NA
1842	NA	NA	NA	NA	0.54	NA	NA	NA	NA	NA
1843	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA
1844	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA
1845	NA	NA	0.5	NA	0.51	NA	NA	NA	NA	NA
1846	NA	NA	0.38	NA	1.06	NA	NA	NA	NA	NA
1847	NA	NA	0.48	NA	1.41	NA	NA	NA	NA	NA
1848	NA	NA	1.86	NA	1.16	NA	NA	NA	NA	NA
1849	NA	NA	1.96	NA	0.83	NA	NA	NA	NA	NA
1850	NA	NA	2.94	NA	0.96	NA	NA	NA	NA	NA
1851	NA	NA	1.42	NA	0.5	NA	NA	NA	NA	NA
1852	NA	NA	1.48	NA	0.54	NA	NA	NA	0.68	NA
1853	NA	NA	1.05	NA	0.42	NA	NA	NA	0.59	NA
1854	NA	NA	1.06	NA	0.38	NA	NA	NA	0.56	NA
1855	NA	NA	1.9	NA	0.42	NA	NA	NA	0.31	NA
1856	NA	NA	2.25	NA	0.4	NA	NA	NA	0.32	NA
1857	NA	NA	0.7	NA	0.24	NA	NA	NA	0.62	NA
1858	NA	NA	0.86	NA	0.56	NA	NA	NA	0.58	NA
1859	NA	NA	1.04	NA	0.52	NA	NA	NA	0.62	NA
1860	NA	NA	0.64	NA	0.6	NA	NA	NA	0.96	NA
1861	NA	NA	0.49	NA	0.38	NA	NA	NA	0.42	NA
1862	NA	NA	0.43	NA	0.36	NA	NA	NA	0.72	NA
1863	NA	NA	0.38	NA	0.4	NA	NA	NA	0.85	NA
1864	NA	NA	0.36	NA	0.98	NA	NA	NA	0.3	NA
1865	NA	NA	0.48	NA	0.58	NA	NA	NA	0.49	NA
1866	NA	NA	0.86	NA	1.6	0.62	NA	NA	0.84	NA
1867	NA	NA	2.26	NA	1.76	0.98	NA	NA	0.64	NA
1868	NA	NA	1.6	NA	1.28	1.28	NA	NA	0.84	0.6
1869	NA	NA	0.98	NA	1.02	0.68	NA	NA	0.23	1.16
1870	NA	NA	0.86	NA	0.52	0.35	NA	NA	0.6	0.33
1871	NA	NA	0.99	NA	0.44	0.39	NA	NA	0.48	0.1
1872	NA	NA	1.13	NA	0.86	0.4	NA	NA	0.54	0.3
1873	NA	NA	0.94	NA	0.88	1.11	NA	NA	0.4	0.63
1874	NA	NA	1.19	NA	0.88	0.8	NA	NA	0.8	0.62
1875	NA	NA	1.42	NA	0.88	0.89	NA	NA	0.58	0.81
1876	NA	NA	1.28	NA	0.8	0.6	NA	NA	0.71	0.47
1877	NA	NA	1.42	NA	1.09	1.04	NA	NA	0.67	0.3
1878	NA	NA	1.72	0.54	1.9	0.92	NA	NA	0.68	0.49
1879	NA	NA	1.56	0.72	1.82	0.84	NA	NA	0.54	1.09
1880	NA	NA	0.84	0.72	1.06	1.3	NA	NA	0.45	1.04
1881	NA	NA	0.7	0.81	0.84	1.98	NA	NA	0.35	0.66
1882	NA	NA	1.23	0.7	1.19	1.56	NA	NA	0.48	0.54
1883	NA	NA	1.3	0.71	0.88	1.16	NA	NA	0.46	0.4
1884	NA	NA	1.07	0.86	0.65	1.6	NA	NA	0.48	0.59
