# Weber - REI - ABAL - ITRDB CHE555
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41809
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41809.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che555-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che555.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che555.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Weber - REI - ABAL - ITRDB CHE555
#--------------------
# Investigators
#   Investigators: Weber, Pascale; Lévesque, Mathieu; Walthert, Lorenz; Heiri, Caroline; Trotsiuk, Volodymyr; Sanders, Tanja
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Lorenz Walthert; Pascale Weber
#   Published_Date_or_Year: 2016
#   Published_Title: Soil nutrients influence growth response of temperate tree species to drought
#   Journal_Name: Journal of Ecology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/1365-2745.12519
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Weber, Pascale; Caroline Heiri; Mathieu Lévesque; Tanja Sanders; Volodymyr Trotsiuk; Lorenz Walthert
#   Published_Date_or_Year: 2015
#   Published_Title: Zuwachs und Klimasensitivität von Baumarten im Ökogramm der kollinen und submontanen Stufe
#   Journal_Name: Missing Journal Name
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3188/szf.2015.0380
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: REI
#   Location: Switzerland
#   Northernmost_Latitude: 47.14957
#   Southernmost_Latitude: 47.14957
#   Easternmost_Longitude: 7.84269
#   Westernmost_Longitude: 7.84269
#   Elevation_m: 680
#--------------------
# Data_Collection
#   Collection_Name: CHE555
#   First_Year: 1913
#   Last_Year: 2008
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Abies alba Mill.
#   Common_Name: silver fir
#   Tree_Species_Code: ABAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## rei04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei07a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei07a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei08a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei08a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei13a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei13a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei16a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei16a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei19a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei19a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei23a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei23a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei24a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei24a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei27a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei27a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	rei04a_raw	rei07a_raw	rei08a_raw	rei13a_raw	rei16a_raw	rei19a_raw	rei23a_raw	rei24a_raw	rei27a_raw
1913	NA	NA	NA	NA	NA	NA	1.71	NA	NA
1914	NA	NA	NA	NA	NA	NA	2.54	NA	NA
1915	NA	NA	NA	NA	NA	NA	1.9	NA	NA
1916	NA	NA	NA	NA	NA	NA	1.9	NA	NA
1917	NA	NA	NA	NA	NA	NA	1.45	NA	NA
1918	NA	NA	1.75	NA	NA	NA	1.57	NA	NA
1919	NA	NA	2.64	NA	NA	NA	1.94	NA	NA
1920	NA	NA	3.78	NA	NA	NA	1.76	NA	NA
1921	NA	NA	3.39	NA	NA	NA	1.52	NA	NA
1922	0.48	NA	1.22	NA	NA	NA	1.1	NA	NA
1923	0.4	NA	1.84	NA	NA	NA	1.95	NA	NA
1924	0.77	NA	1.27	NA	NA	NA	1.63	NA	NA
1925	0.85	NA	1.57	NA	NA	NA	1.36	NA	NA
1926	1.05	NA	1.62	NA	NA	NA	1.15	NA	NA
1927	0.77	NA	1.26	NA	NA	NA	1.02	NA	NA
1928	1.02	NA	1	NA	NA	NA	1.56	NA	NA
1929	0.74	NA	0.93	NA	NA	NA	1.31	NA	NA
1930	1.09	NA	0.56	NA	NA	NA	1.35	NA	1.09
1931	1.05	NA	0.75	NA	NA	NA	1.34	NA	1.15
1932	1.42	NA	1.31	NA	NA	NA	1.5	NA	0.92
1933	1.4	NA	1.08	NA	NA	NA	1.35	NA	0.92
1934	0.91	NA	1.45	3.08	NA	NA	0.89	NA	1.13
1935	1.33	NA	2.08	2.81	NA	NA	1.58	0.82	1.92
1936	1.04	NA	1.47	2.2	NA	NA	1.3	1.53	2.3
1937	1.08	NA	1.96	2.65	NA	NA	1.73	2.24	1.81
1938	0.71	NA	1.59	2.4	NA	NA	1.78	1.96	2.2
1939	0.82	NA	1.41	2.2	NA	NA	1.55	1.96	2.55
1940	0.59	NA	0.7	1.86	2.25	NA	0.74	1.45	2.05
1941	1.38	NA	1.14	3.29	2.44	NA	1.31	2.39	2
1942	1.28	NA	1.49	2.66	2.41	1.35	1.04	2.05	2.85
1943	2.24	2.36	2.83	1.36	2.1	2.76	1.59	2.39	3.24
1944	2.18	1.75	2.49	3.93	1.99	3.25	1.06	1.77	2.88
1945	2.23	2.87	2.54	5.6	3.03	4.12	1.29	2.07	4.45
1946	1.77	2.33	1.91	4.17	4.15	3.57	1.01	1.89	3.58
1947	2.48	2.29	1.22	3.39	4.42	2.11	0.96	1.78	3.35
1948	2.79	1.99	0.74	2.29	3.16	1.42	0.75	1.8	1.86
1949	2.39	1.81	1.35	2.41	2.91	1.4	1.51	2.65	1.98
1950	2.26	2.12	1.53	2.46	2.93	1.29	1.73	2.16	1.56
1951	2.88	2.65	1.83	2.51	2.97	2.19	2.1	2.44	1.16
1952	2.54	2.34	1.24	3.13	2.73	2.75	2.94	3.34	1.21
1953	2.2	2.23	0.94	3.07	2.52	3.55	3.65	3.11	1.88
1954	2.3	2.62	1.17	2.6	2.5	2.6	3.28	3.11	1.89
1955	2.36	2.86	1.6	3.85	2.86	3.01	2.95	3.26	2.41
1956	1.75	2.24	1.02	3.33	0.66	2.17	1.38	1.97	2.18
1957	1.85	2.72	0.85	3.56	2.82	2.74	2.48	3.11	2.38
1958	2.2	2.59	0.63	3	1.61	2.59	1.85	2.18	2.13
1959	2.78	3.17	0.82	2.68	2.16	2.92	2.32	2.62	2.25
1960	2.48	3.03	0.66	2.71	2.21	2.86	1.85	2.08	2.01
1961	2.08	3.38	1.1	2.56	3.15	2.68	2.07	2.52	2.49
1962	2.14	2.61	1.41	2.34	1.93	2.19	1.59	2.37	2.48
1963	1.96	1.71	2.56	2.76	0.6	1.88	1.41	2.49	3.05
1964	2.15	2.37	2.55	2.42	1.87	1.89	1.41	2.66	2.9
1965	2.19	2.37	2.12	2.59	1.51	2.15	1.19	2.43	2.43
1966	2.47	2.51	2.55	3.03	1.54	2.1	1.29	2.31	2.18
1967	2.49	2.63	3.37	3.68	0.95	2.16	1.03	2.82	2.38
1968	1.26	2.46	1.86	2.8	0.57	2	0.82	1.83	1.84
1969	2.1	2.59	2.55	2.65	0.92	2.24	0.67	3.4	2.53
1970	1.9	2.02	1.81	2.86	1.23	2.84	0.9	2.9	2.15
1971	1.87	2.01	1.86	3.3	1.08	3.37	0.74	3.31	2.02
1972	1.84	1.76	1.52	2.43	1.44	3.24	0.73	2.57	2.01
1973	1.22	1.34	1.25	2.09	1.3	2.55	0.55	2.05	1.28
1974	1.39	1.59	1.11	1.77	1.28	2.26	0.51	2.38	1.14
1975	1.81	1.7	1.09	2.64	1.17	2.68	0.43	3.54	1.46
1976	1.09	1.17	0.65	1.68	1.04	1.97	0.73	2.9	0.81
1977	1.82	1.32	1.19	2.64	1.26	2.34	0.94	4.73	1.75
1978	2.53	1.66	1.56	2.52	1.27	2.45	1.26	4.69	1.32
1979	3.19	2.58	1.68	2.51	1.22	3.02	1.22	4.64	1.27
1980	3.64	2.9	1.81	2.21	1.26	3.57	0.97	4.53	0.99
1981	3.38	2.74	1.7	2.85	1.14	3.98	1.13	4.96	1.27
1982	3.33	2.62	2.22	3.76	2.3	4.66	1.62	5.43	2.35
1983	3.83	2.82	2.58	4.16	2.03	4.94	2.05	5.16	3.28
1984	3.23	4.7	2.16	3.91	1.64	5.1	1.69	5.5	2.42
1985	3.33	5.19	2.67	3.15	0.73	6.05	1.61	6.13	2.16
1986	3.09	4.61	2.31	2.63	1.88	5.59	2.08	4	2.18
1987	3.45	4.71	1.83	2.03	1.6	6.42	1.13	4.08	2
