# Häfelfinger - Felsberg Mitte - FASY - ITRDB CHE589
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41843
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41843.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che589-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che589.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che589.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Häfelfinger - Felsberg Mitte - FASY - ITRDB CHE589
#--------------------
# Investigators
#   Investigators: Häfelfinger, Thomas; Rigling, Andreas
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Häfelfinger T (2013) Growth response to climate of beech trees (Fagus sylvatica) in Grisons. Bachelor thesis, ETH Zurich.
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Felsberg Mitte
#   Location: Switzerland
#   Northernmost_Latitude: 46.8584693
#   Southernmost_Latitude: 46.8584693
#   Easternmost_Longitude: 9.4720716
#   Westernmost_Longitude: 9.4720716
#   Elevation_m: 1330
#--------------------
# Data_Collection
#   Collection_Name: CHE589
#   First_Year: 1823
#   Last_Year: 2012
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## FMB01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB03A1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB03A1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB04B1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB04B1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB06A1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB06A1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB08A1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB08A1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB12An_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB12An; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB17a1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB17a1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB18a1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB18a1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMB20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMB20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	FMB01A_raw	FMB03A1_raw	FMB04B1_raw	FMB05B_raw	FMB06A1_raw	FMB07A_raw	FMB08A1_raw	FMB09B_raw	FMB10A_raw	FMB11A_raw	FMB12An_raw	FMB13B_raw	FMB14B_raw	FMB15B_raw	FMB16B_raw	FMB17a1_raw	FMB18a1_raw	FMB19A_raw	FMB20B_raw
1823	NA	NA	NA	NA	NA	NA	2.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1824	NA	NA	NA	NA	NA	NA	2.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1825	NA	NA	NA	NA	NA	NA	2.46	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1826	NA	NA	NA	NA	NA	NA	2.02	0.23	NA	NA	NA	NA	NA	NA	NA	0.92	NA	NA	NA
1827	NA	NA	NA	NA	NA	NA	1.78	0.46	NA	NA	NA	NA	NA	NA	NA	0.17	NA	NA	NA
1828	NA	NA	NA	NA	NA	NA	2.5	0.5	NA	NA	NA	NA	NA	NA	NA	0.56	NA	NA	NA
1829	NA	NA	NA	NA	NA	NA	2.48	0.81	NA	NA	NA	NA	NA	NA	NA	0.78	0.79	0.68	NA
1830	NA	NA	NA	NA	NA	NA	2.78	0.92	NA	NA	NA	NA	NA	NA	NA	0.6	0.53	0.71	NA
1831	NA	NA	NA	NA	NA	NA	2.73	1.28	NA	NA	NA	NA	NA	NA	NA	1.42	0.79	0.56	NA
1832	NA	NA	NA	NA	NA	NA	2.24	1.17	NA	NA	NA	NA	0.37	NA	NA	1.12	1.14	0.83	NA
1833	NA	NA	NA	NA	NA	NA	1.44	1.12	NA	NA	NA	NA	0.61	NA	NA	0.43	1.12	0.83	NA
1834	NA	NA	NA	NA	NA	NA	1.29	0.75	NA	NA	NA	NA	1.24	NA	NA	0.64	0.91	1.32	NA
1835	NA	NA	NA	NA	NA	NA	0.99	1.21	NA	NA	NA	NA	1.4	NA	NA	0.91	0.64	0.73	NA
1836	NA	NA	NA	NA	NA	NA	0.9	0.61	NA	NA	NA	NA	0.89	NA	NA	0.62	0.71	0.41	NA
1837	NA	NA	NA	NA	NA	NA	1.25	0.95	NA	NA	NA	NA	1.01	NA	NA	0.8	0.84	0.49	NA
1838	NA	NA	NA	NA	NA	NA	1.24	0.7	NA	NA	NA	NA	0.71	NA	NA	0.41	0.41	0.61	NA
1839	NA	NA	NA	NA	NA	NA	1.39	1.35	NA	NA	NA	NA	1.51	NA	NA	0.58	0.79	0.73	NA
1840	NA	NA	NA	NA	NA	NA	0.38	0.61	NA	NA	NA	NA	1.11	NA	NA	0.05	0.55	0.53	NA
1841	NA	NA	NA	NA	NA	NA	1.06	1.12	NA	NA	NA	NA	0.93	NA	NA	0.24	0.55	0.54	NA
1842	NA	NA	NA	NA	NA	NA	1.41	1.83	NA	NA	NA	NA	1.46	NA	NA	0.81	0.63	0.42	NA
1843	NA	NA	NA	NA	NA	NA	1.53	1.38	NA	NA	NA	NA	2.27	NA	3.09	1.03	0.48	0.28	NA
1844	NA	NA	NA	NA	NA	NA	1.65	1.1	NA	NA	NA	NA	2.56	NA	2.24	1.37	1.58	0.3	NA
1845	NA	NA	NA	NA	NA	NA	1.74	0.63	NA	NA	NA	NA	1.81	NA	1.75	1.69	1.76	0.46	NA
1846	NA	NA	NA	NA	NA	NA	1.32	1.19	NA	NA	NA	NA	2.33	NA	2.76	1.57	1.64	0.44	NA
1847	NA	NA	NA	NA	NA	NA	1.78	1.52	NA	NA	NA	NA	2.66	NA	3.18	1.28	0.75	0.35	NA
1848	NA	NA	NA	NA	NA	NA	1.82	1.09	NA	NA	NA	NA	2.23	NA	2.4	1.1	1.18	0.52	NA
1849	NA	NA	NA	NA	NA	NA	1.42	0.85	NA	NA	NA	NA	1.7	NA	2.4	1.03	1.1	0.46	1.12
1850	NA	NA	NA	NA	1.5	NA	1.04	0.88	NA	NA	NA	NA	1.5	NA	2.25	1.03	1.76	0.73	1.29
1851	NA	NA	1.09	NA	1.01	NA	0.82	0.89	NA	NA	NA	NA	1.53	NA	1.88	1.1	1.82	0.79	1.7
1852	NA	NA	1.22	NA	0.82	NA	0.95	0.93	NA	NA	NA	NA	1.71	NA	1.78	1.33	1.83	0.85	1.81
1853	NA	NA	1.07	NA	0.83	NA	0.8	1.14	NA	NA	NA	NA	1.75	NA	1.66	0.99	1.44	0.65	1.07
1854	NA	NA	0.9	0.3	1.08	NA	0.69	1.47	NA	NA	0.77	NA	1.36	NA	1.45	1.17	1.22	0.5	1.12
1855	NA	NA	1.01	0.48	1.05	NA	0.66	0.95	NA	NA	0.47	0.52	1.39	NA	1.17	1.24	1.88	0.48	1.14
1856	NA	NA	1.19	0.37	0.88	NA	0.73	0.83	NA	NA	0.3	0.43	1.68	NA	1.05	1.15	1.45	0.69	1.63
1857	NA	NA	1	0.39	1.28	NA	0.61	0.53	NA	NA	0.32	0.59	1.23	NA	0.91	1.03	1.29	0.92	1.16
1858	NA	NA	0.79	0.43	0.72	NA	0.24	0.4	NA	NA	0.4	0.37	0.82	NA	0.62	0.61	0.89	0.82	0.96
1859	NA	NA	1	0.44	0.57	NA	0.46	0.62	NA	NA	0.38	0.51	1.1	NA	0.74	0.61	1.1	1.21	0.79
1860	NA	NA	1.07	0.33	0.46	NA	0.48	0.36	NA	NA	0.25	0.74	1.32	NA	0.66	0.39	0.96	0.91	0.92
1861	NA	NA	1.18	0.28	0.72	NA	0.55	0.53	NA	NA	0.57	0.5	1.33	NA	0.94	0.56	1.17	0.97	0.95
1862	NA	NA	1.09	0.26	0.94	NA	0.41	0.42	NA	NA	0.55	0.49	1.11	NA	0.87	0.39	0.69	1.28	0.87
1863	NA	NA	1.27	0.54	0.53	NA	0.68	0.6	NA	NA	0.5	0.55	1.21	NA	0.92	0.64	0.93	1.13	0.78
1864	NA	NA	1.05	0.43	0.77	NA	0.78	0.72	NA	NA	0.52	0.5	1.47	NA	1	0.63	0.82	1.29	0.99
1865	NA	NA	0.89	0.26	0.95	NA	0.38	0.62	NA	NA	0.49	0.31	1.34	NA	0.79	0.59	0.7	0.98	0.76
1866	NA	NA	0.92	0.33	0.91	NA	0.39	1.1	NA	NA	0.46	0.33	1.33	NA	0.65	0.62	1.1	0.86	0.65
1867	0.37	NA	0.29	0.19	1.75	0.4	0.36	0.7	NA	NA	0.37	0.3	0.78	NA	0.39	0.23	0.25	0.61	0.39
1868	0.97	NA	0.94	0.64	2.3	0.53	0.43	2.18	NA	NA	0.56	0.61	0.67	NA	1	0.3	0.74	0.8	0.61
1869	1.25	3.26	1.56	0.75	2.69	0.37	0.71	3.21	NA	NA	0.9	1	0.99	NA	2.09	0.66	1.24	1.01	0.48
1870	1.02	2.19	0.97	0.43	1.14	0.71	0.35	1.69	NA	NA	0.57	0.42	0.54	NA	1.48	0.64	0.77	0.9	0.36
1871	1.12	3.25	1.23	0.53	1.55	1.15	0.71	1.81	NA	NA	0.65	1.04	1.07	NA	1.55	0.48	1.31	1.57	0.36
1872	1.2	2.84	1.06	0.59	1.27	0.66	0.83	1.4	NA	NA	0.79	0.73	1.46	NA	1.55	0.72	1.36	1.21	0.58
1873	1.8	3.21	1.18	0.5	1.71	0.7	0.96	1.6	NA	NA	0.78	0.69	1.72	NA	2.11	0.95	1.51	1.37	0.74
