# Gillerot - CreteRond - FASY - ITRDB CHE556
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41810
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41810.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che556-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che556.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che556.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Gillerot - CreteRond - FASY - ITRDB CHE556
#--------------------
# Investigators
#   Investigators: Gillerot, Loïc; Forrester, David I.; Bottero, Alessandra; Rigling, Andreas; Lévesque, Mathieu
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Gillerot, Loïc; David I. Forrester; Alessandra Bottero; Andreas Rigling; Mathieu Lévesque
#   Published_Date_or_Year: 2020
#   Published_Title: Tree Neighbourhood Diversity Has Negligible Effects on Drought Resilience of European Beech, Silver Fir and Norway Spruce
#   Journal_Name: Ecosystems
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1007/s10021-020-00501-y
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: CreteRond
#   Location: Switzerland
#   Northernmost_Latitude: 46.883333
#   Southernmost_Latitude: 46.883333
#   Easternmost_Longitude: 6.559444
#   Westernmost_Longitude: 6.559444
#   Elevation_m: 970
#--------------------
# Data_Collection
#   Collection_Name: CHE556
#   First_Year: 1787
#   Last_Year: 2018
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## RB9903_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB9903; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB220_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB220; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB340_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB340; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB472_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB472; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB565_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB565; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB1100_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB1100; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB1135_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB1135; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB1213_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB1213; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB1286_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB1286; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB1515_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB1515; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB1635_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB1635; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB1705_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB1705; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB1836_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB1836; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB1858_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB1858; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB1866_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB1866; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB1884_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB1884; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB2090_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB2090; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB2158_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB2158; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB2676_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB2676; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB2830_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB2830; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB2860_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB2860; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB2987_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB2987; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB3021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB3021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB3135_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB3135; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB9900_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB9900; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB9901_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB9901; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB9904_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB9904; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB9902_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB9902; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	RB9903_raw	RB20_raw	RB220_raw	RB340_raw	RB472_raw	RB565_raw	RB1100_raw	RB1135_raw	RB1213_raw	RB1286_raw	RB1515_raw	RB1635_raw	RB1705_raw	RB1836_raw	RB1858_raw	RB1866_raw	RB1884_raw	RB2090_raw	RB2158_raw	RB2676_raw	RB2830_raw	RB2860_raw	RB2987_raw	RB3021_raw	RB3135_raw	RB9900_raw	RB9901_raw	RB9904_raw	RB9902_raw
1787	NA	NA	NA	NA	NA	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.44	NA	NA	NA
1788	NA	NA	NA	NA	NA	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	1.07	NA	NA	NA
1789	NA	NA	NA	NA	NA	1.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.37	NA	NA	NA	NA	NA	NA	NA	NA	1.08	NA	NA	NA
1790	NA	NA	NA	NA	NA	2.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.45	NA	NA	NA	NA	NA	NA	NA	NA	0.92	NA	NA	NA
1791	NA	NA	NA	NA	NA	1.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.54	NA	NA	NA	NA	NA	NA	NA	NA	1.13	NA	NA	NA
1792	NA	NA	NA	NA	NA	1.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.23	NA	NA	NA	NA	NA	NA	NA	NA	1.46	NA	NA	NA
1793	NA	NA	NA	NA	NA	1.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01	NA	NA	NA	NA	NA	NA	NA	NA	1.8	NA	NA	NA
1794	NA	NA	NA	NA	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.98	NA	NA	NA	NA	NA	NA	NA	NA	1.08	NA	NA	NA
1795	NA	NA	NA	NA	NA	1.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.71	NA	NA	NA	NA	NA	1.69	NA	NA	2.05	NA	NA	NA
1796	NA	NA	NA	NA	NA	0.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18	NA	NA	NA	NA	NA	1.39	NA	NA	1.16	NA	NA	NA
1797	NA	NA	NA	NA	NA	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	NA	NA	NA	NA	NA	1.72	NA	NA	1.77	NA	NA	NA
1798	NA	NA	NA	NA	NA	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	2.52	NA	NA	0.1	NA	NA	NA
1799	NA	NA	NA	NA	NA	1.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	NA	NA	NA	NA	NA	1.98	NA	NA	1.43	NA	NA	NA
1800	NA	NA	NA	NA	NA	1.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26	NA	NA	NA	NA	NA	2.6	NA	NA	1.56	NA	NA	NA
1801	NA	NA	NA	NA	NA	1.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96	NA	NA	NA	NA	NA	2.09	NA	NA	1.55	NA	NA	NA
1802	NA	NA	NA	NA	NA	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.03	NA	NA	NA	NA	NA	1.82	NA	NA	1.05	NA	NA	NA
1803	NA	NA	NA	NA	NA	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11	NA	NA	NA	NA	NA	1.52	NA	NA	0.61	NA	NA	NA
1804	NA	NA	NA	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	NA	NA	NA	NA	NA	1.93	NA	NA	0.85	NA	NA	NA
1805	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04	NA	NA	NA	NA	NA	2.07	NA	NA	0.56	NA	NA	NA
1806	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35	NA	NA	NA	NA	NA	1.88	NA	NA	0.59	NA	NA	NA
1807	NA	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	NA	NA	NA	NA	NA	1.77	NA	NA	0.75	NA	NA	NA
1808	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	NA	NA	NA	NA	NA	2.43	NA	NA	0.96	NA	NA	NA
1809	NA	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27	NA	NA	NA	NA	NA	2.33	NA	NA	1.39	NA	NA	NA
1810	NA	NA	NA	NA	NA	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.98	NA	NA	NA	NA	NA	1.82	NA	NA	1.32	NA	NA	NA
1811	NA	NA	NA	NA	NA	0.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91	NA	NA	NA	NA	NA	1.95	NA	NA	0.99	NA	NA	NA
1812	NA	NA	NA	NA	NA	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27	NA	NA	NA	NA	NA	2.1	NA	NA	1.3	NA	NA	NA
1813	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25	NA	NA	NA	NA	NA	1.82	NA	NA	1.33	NA	NA	NA
1814	NA	NA	NA	NA	NA	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	NA	NA	NA	NA	NA	1.75	NA	NA	1.36	NA	NA	NA
1815	NA	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	1.65	NA	NA	1.45	NA	NA	NA
1816	NA	NA	NA	NA	NA	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46	NA	NA	NA	NA	NA	1.49	NA	NA	1.15	NA	NA	NA
1817	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	NA	NA	NA	NA	NA	1.64	NA	NA	1.31	NA	NA	NA
1818	NA	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74	NA	NA	NA	NA	NA	1.46	NA	NA	1.36	NA	NA	NA
1819	NA	NA	NA	NA	NA	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61	NA	NA	NA	NA	NA	1.27	NA	NA	0.74	NA	NA	NA
1820	NA	NA	NA	NA	NA	0.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA	1.49	NA	NA	1.36	NA	NA	NA
1821	NA	NA	NA	NA	NA	0.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92	NA	NA	NA	NA	NA	1.34	NA	NA	1.55	NA	NA	NA
1822	NA	NA	NA	NA	NA	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	NA	NA	NA	NA	NA	0.95	NA	NA	1.45	NA	NA	NA
1823	NA	NA	NA	NA	NA	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	1.12	NA	NA	1.12	NA	NA	NA
1824	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	NA	NA	NA	NA	NA	1.4	NA	NA	1.38	NA	NA	NA
1825	NA	NA	NA	NA	NA	0.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	NA	NA	NA	NA	NA	1.38	NA	NA	1.35	NA	NA	NA
1826	NA	NA	NA	NA	NA	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	NA	NA	NA	NA	NA	1.34	NA	NA	1.01	NA	NA	NA
1827	NA	NA	NA	NA	NA	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	NA	NA	NA	NA	NA	0.88	NA	NA	1.27	NA	NA	NA
1828	NA	NA	NA	NA	NA	0.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	NA	NA	NA	NA	NA	1.05	NA	NA	1	NA	NA	NA
1829	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	1.03	NA	NA	1.22	NA	NA	NA
1830	NA	NA	NA	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	NA	NA	NA	NA	NA	1.11	NA	NA	1.33	NA	NA	NA
1831	NA	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96	NA	NA	NA	NA	NA	1.04	NA	NA	0.98	NA	NA	NA
1832	NA	NA	NA	NA	NA	0.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85	NA	NA	NA	NA	NA	1.05	NA	NA	1.16	NA	NA	NA
1833	NA	NA	NA	NA	NA	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58	NA	NA	NA	NA	NA	0.95	NA	NA	0.89	NA	NA	NA
