# Vanoni - Leihubel - PCAB - ITRDB CHE434
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41246
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41246.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che434-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che434.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che434.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-02
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-02
#--------------------
# Title
#   Study_Name: Vanoni - Leihubel - PCAB - ITRDB CHE434
#--------------------
# Investigators
#   Investigators: Vanoni, Marco; Nötzli, Magdalena; Bigler, Christof
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Vanoni, Marco; Harald Bugmann; Magdalena Nötzli; Christof Bigler
#   Published_Date_or_Year: 2016
#   Published_Title: Drought and frost contribute to abrupt growth decreases before tree mortality in nine temperate tree species
#   Journal_Name: Forest Ecology and Management
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1016/j.foreco.2016.10.001
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Vanoni, Marco; Harald Bugmann; Magdalena Nötzli; Christof Bigler
#   Published_Date_or_Year: 2016
#   Published_Title: Quantifying the effects of drought on abrupt growth decreases of major tree species in Switzerland
#   Journal_Name: Ecology and Evolution
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1002/ece3.2146
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Swiss National Science Foundation
#   Grant: 140968
#--------------------
# Site_Information
#   Site_Name: Leihubel
#   Location: Switzerland
#   Northernmost_Latitude: 46.868888899
#   Southernmost_Latitude: 46.868888899
#   Easternmost_Longitude: 8.143055564
#   Westernmost_Longitude: 8.143055564
#   Elevation_m: 1200
#--------------------
# Data_Collection
#   Collection_Name: CHE434
#   First_Year: 1744
#   Last_Year: 2013
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 12470_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 12470; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 12471_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 12471; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 12472_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 12472; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 12473_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 12473; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 12474_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 12474; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 12475_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 12475; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 12476_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 12476; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 12477_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 12477; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 12478_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 12478; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 12479_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 12479; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 12481_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 12481; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	12470_raw	12471_raw	12472_raw	12473_raw	12474_raw	12475_raw	12476_raw	12477_raw	12478_raw	12479_raw	12481_raw
1744	NA	NA	NA	NA	NA	1.61	NA	NA	NA	NA	NA
1745	NA	NA	NA	NA	NA	1.48	NA	NA	NA	NA	NA
1746	NA	NA	NA	NA	NA	1.19	NA	NA	NA	NA	NA
1747	NA	NA	NA	NA	NA	0.95	NA	NA	NA	NA	NA
1748	NA	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA
1749	NA	NA	NA	NA	NA	0.88	NA	NA	NA	NA	NA
1750	NA	NA	NA	NA	NA	1.94	NA	NA	NA	NA	NA
1751	NA	NA	NA	NA	NA	0.59	NA	NA	NA	NA	NA
1752	NA	NA	NA	NA	NA	0.54	NA	NA	NA	NA	NA
1753	NA	NA	NA	NA	NA	0.49	NA	NA	NA	NA	NA
1754	NA	NA	NA	NA	NA	0.46	NA	NA	NA	NA	NA
1755	NA	NA	NA	NA	NA	0.35	NA	NA	NA	NA	NA
1756	NA	NA	NA	NA	NA	0.53	NA	NA	NA	NA	NA
1757	NA	NA	NA	NA	NA	0.55	NA	NA	NA	NA	NA
1758	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA
1759	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA
1760	NA	NA	NA	NA	NA	0.74	NA	NA	NA	NA	NA
1761	NA	NA	NA	NA	NA	0.57	NA	NA	NA	NA	NA
1762	NA	NA	NA	NA	NA	0.62	NA	NA	NA	NA	NA
1763	NA	NA	NA	NA	NA	0.49	NA	NA	NA	NA	NA
1764	NA	NA	NA	NA	NA	0.65	NA	NA	NA	NA	NA
1765	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA
1766	NA	NA	NA	NA	NA	0.59	NA	NA	NA	NA	NA
1767	NA	NA	NA	NA	NA	0.51	NA	NA	NA	NA	NA
1768	NA	NA	NA	NA	NA	0.34	NA	NA	NA	NA	NA
1769	NA	NA	NA	NA	NA	0.37	NA	NA	NA	NA	NA
1770	NA	NA	NA	NA	NA	0.35	NA	NA	NA	NA	NA
1771	NA	NA	NA	NA	NA	0.14	NA	NA	NA	NA	NA
1772	NA	NA	NA	NA	NA	0.18	NA	NA	NA	NA	NA
1773	NA	NA	NA	NA	NA	0.11	NA	NA	1.19	NA	NA
1774	NA	NA	NA	NA	NA	0.13	NA	NA	1.35	NA	NA
1775	NA	NA	NA	NA	NA	0.11	NA	NA	1.06	NA	NA
1776	NA	NA	NA	NA	NA	0.15	NA	NA	1.2	NA	NA
1777	NA	NA	NA	NA	NA	0.25	NA	NA	0.94	NA	NA
1778	NA	NA	NA	NA	NA	0.28	NA	NA	0.99	NA	NA
1779	NA	NA	NA	NA	NA	0.3	NA	NA	1.03	NA	NA
1780	NA	NA	NA	NA	NA	0.39	NA	NA	0.98	NA	NA
1781	NA	NA	NA	NA	NA	0.56	NA	NA	0.98	NA	NA
1782	NA	NA	NA	NA	NA	0.54	NA	NA	0.97	NA	NA
1783	NA	NA	NA	NA	NA	0.68	NA	NA	0.94	NA	NA
1784	NA	NA	NA	NA	NA	0.57	1.14	NA	0.82	NA	NA
1785	NA	NA	NA	NA	NA	0.75	1.33	NA	0.71	NA	NA
1786	NA	NA	NA	NA	NA	0.91	2.35	1.85	0.79	NA	NA
1787	NA	NA	NA	NA	NA	0.76	2.06	1.54	0.59	NA	NA
1788	NA	NA	NA	NA	NA	0.54	1.8	1.53	0.65	NA	NA
1789	NA	NA	NA	NA	NA	0.45	0.92	1.56	0.56	NA	NA
1790	NA	NA	NA	NA	NA	0.4	1.49	1.36	0.58	NA	NA
1791	NA	NA	NA	NA	NA	0.33	1.63	1.42	0.63	NA	NA
1792	NA	NA	NA	NA	NA	0.39	1.43	1.31	0.65	NA	NA
1793	NA	NA	NA	NA	NA	0.31	0.73	0.89	0.55	0.59	NA
1794	NA	NA	NA	NA	NA	0.14	0.72	1.03	0.63	0.57	NA
1795	NA	NA	NA	NA	NA	0.23	0.95	1.07	0.67	0.85	NA
1796	NA	1.35	NA	NA	NA	0.23	0.92	0.88	0.59	0.63	NA
1797	NA	1.65	NA	NA	NA	0.17	1.38	1.01	0.47	0.73	NA
1798	NA	1.8	NA	NA	NA	0.26	1.64	1.12	0.44	0.96	NA
1799	NA	1.72	NA	NA	NA	0.3	1.26	1.2	0.31	0.94	NA
1800	NA	1.87	NA	NA	NA	0.28	1.41	1.34	0.26	0.9	NA
1801	NA	1.45	NA	NA	NA	0.34	0.82	1.31	0.2	0.72	NA
1802	NA	1.63	NA	NA	NA	0.33	0.97	1.41	0.25	0.76	NA
1803	NA	1.91	NA	NA	NA	0.36	0.58	1.2	0.26	0.41	NA
1804	NA	2.17	NA	NA	NA	0.35	0.78	1	0.28	0.54	NA
1805	NA	1.9	NA	NA	NA	0.45	1.04	0.8	0.36	0.75	NA
1806	NA	2.2	NA	NA	NA	0.36	1.51	0.77	0.66	0.7	NA
1807	NA	1.98	NA	NA	NA	0.37	1.27	0.63	0.66	0.62	NA
1808	1.39	1.89	NA	NA	NA	0.34	1.07	0.81	0.73	0.61	NA
1809	1.27	1.81	NA	NA	NA	0.54	1	0.85	0.97	0.49	NA
1810	0.66	0.42	NA	NA	NA	0.44	0.76	0.54	0.61	0.01	NA
1811	0.83	1.12	NA	NA	NA	0.55	1.3	0.54	0.55	0.13	NA
1812	0.61	0.84	NA	NA	NA	0.42	1.45	0.53	0.48	0.16	NA
1813	0.96	1.76	1.12	NA	NA	0.58	2.03	0.63	0.68	0.28	NA
1814	0.81	1.51	1.5	NA	NA	0.67	2.08	0.66	0.79	0.28	NA
1815	0.72	1.55	1.34	NA	NA	0.5	1.8	0.68	0.71	0.33	NA
1816	0.57	1.37	0.97	NA	NA	0.4	1.24	0.56	0.4	0.19	NA
1817	0.67	1.6	1.33	NA	NA	0.5	1.18	0.5	0.63	0.3	NA
1818	0.92	2.11	2.06	NA	NA	0.38	0.97	0.53	1.23	0.37	NA
1819	1.14	2.21	2.15	NA	NA	0.41	0.85	0.59	1.22	0.3	NA
1820	1.12	1.98	2.65	NA	NA	0.34	0.72	0.44	1.28	0.25	NA
1821	0.98	2.09	2.11	NA	NA	0.37	0.53	0.4	1.27	0.22	NA
1822	1.13	1.93	2.28	NA	NA	0.43	0.55	0.42	1.34	0.31	NA
1823	1.33	1.83	2.24	NA	NA	0.38	0.58	0.83	1.66	0.37	NA
1824	1.15	1.49	1.91	NA	NA	0.36	0.46	0.83	1.64	0.47	NA
1825	1.15	1.64	2.14	NA	NA	0.55	0.55	0.9	1.7	0.58	NA
1826	0.9	1.1	1.73	NA	NA	0.61	0.47	0.86	1.65	0.54	NA
1827	1.24	1.48	2.04	NA	NA	0.57	0.56	0.71	1.65	0.6	NA
1828	1.52	1.31	2.38	NA	NA	0.59	0.5	0.86	1.92	0.63	NA
1829	1.53	1.6	2.27	NA	NA	0.78	0.58	0.99	1.71	0.74	NA
1830	1.04	1.3	2.01	NA	NA	0.65	0.64	0.96	1.46	0.8	NA
1831	0.93	1.26	2.06	NA	NA	0.91	0.42	0.9	1.36	0.89	NA
1832	0.94	0.89	1.98	NA	NA	0.76	0.45	0.82	1.54	0.57	NA
1833	0.97	1.12	1.93	NA	NA	0.7	0.53	0.73	1.78	0.66	NA
1834	0.81	1.27	1.98	NA	NA	0.65	0.59	0.47	1.63	0.61	NA
1835	1.04	1.62	1.34	NA	NA	0.77	0.96	0.66	1.49	0.65	NA
1836	1.03	1.49	1.41	NA	NA	0.66	1.21	0.73	1.29	0.93	NA
1837	0.93	1.54	1.86	NA	NA	0.75	1.59	0.79	1.27	1.12	NA
1838	1.55	1.89	2.23	NA	NA	0.85	2.27	1.05	1.22	1.46	NA
1839	1.59	2.06	1.87	NA	NA	0.78	2.11	0.76	1.32	1.21	NA
1840	1.53	2.42	2.1	NA	NA	1.12	2.37	0.83	1.63	1.22	NA
1841	1.49	2.65	2.34	NA	NA	2	2.01	1.49	1.51	1.28	NA
1842	1.87	2.84	3.01	NA	NA	1.83	2.05	2.02	2.09	0.99	NA
1843	1.63	2.48	2.42	NA	NA	1.33	2.03	1.65	1.54	1.17	NA
1844	1.99	2.6	2.56	NA	NA	1.27	1.76	1.26	1.63	1.1	NA
1845	1.55	2.29	2.56	NA	NA	1.26	1.77	0.95	2.26	1.57	NA
1846	1.63	2.59	2.73	NA	NA	1.31	1.96	1.07	2.86	1.62	NA
1847	1.68	2.38	2.24	NA	NA	2.12	2.5	1.11	2.38	1.33	NA
1848	1.54	2.13	2.04	NA	NA	1.99	2.34	1.21	2.29	1.2	NA
1849	1.69	2.82	1.88	NA	NA	1.58	2.04	0.77	2.79	1.37	NA
1850	1.31	2.82	1.33	1.05	NA	1.4	1.84	0.69	2.26	1.53	NA
1851	1.57	2.66	1.36	1.14	NA	1.31	1.58	0.91	1.61	1.33	NA
1852	1.38	2.72	1.35	1.01	NA	1.15	1.48	0.89	1.32	1.09	NA
1853	1.37	2.77	1.43	1	NA	1.26	1.37	1.06	1.23	1.34	NA
1854	1.47	3.02	1.71	0.94	NA	1.19	1.39	1.01	1.31	1.28	NA
1855	1.49	3.29	2.34	0.64	NA	1.27	1.31	1.26	1.65	1.21	NA
1856	1.38	3.57	2.73	0.8	NA	1.17	1.69	1.47	1.46	1.02	NA
1857	1.87	2.66	2.5	1.12	NA	0.79	1.82	1.34	1.71	1.5	NA
1858	1.51	1.85	1.78	1.5	NA	0.68	1.08	0.8	1.11	1.62	NA
1859	1.59	1.87	1.86	1.21	NA	0.85	1.05	1.21	1.24	1.82	NA
1860	1.14	1.56	1.24	0.81	NA	0.73	0.91	1.08	0.82	1.79	NA
1861	1.15	2.35	1.23	0.47	NA	0.55	0.61	1.21	0.62	1.39	NA
1862	1.03	2.92	1.18	0.48	NA	0.54	0.43	1.01	0.41	0.92	NA
1863	1.31	2.59	1.24	0.66	NA	0.9	0.49	1.02	0.61	1.27	NA
1864	0.89	2.54	1.41	0.75	NA	0.77	0.51	1.46	0.74	1.23	NA
1865	1.36	2.43	1.18	0.56	NA	0.79	0.59	1.3	0.86	1.01	NA
1866	1.29	1.99	0.97	0.52	NA	0.85	0.55	1.5	1	1.21	NA
1867	1.95	2.37	1.09	0.71	NA	0.81	0.6	1.3	1.1	1.6	NA
1868	1.5	2.21	0.98	0.76	NA	0.68	0.63	1.39	0.79	1.66	NA
1869	1.21	2.32	1.25	1.14	NA	0.8	0.66	1.42	0.65	1.82	NA
1870	1.47	2.16	1.69	0.96	NA	0.9	0.77	0.95	0.69	1.47	NA
1871	1.15	1.86	1.44	0.82	NA	0.76	0.64	1.15	0.59	1.68	NA
1872	1.22	1.77	1	0.82	NA	0.89	0.7	1.4	0.57	1.21	NA
1873	1.08	1.73	1.32	0.84	NA	0.88	0.8	1.52	0.58	1.32	NA
1874	0.91	1.6	1.16	1	NA	0.82	0.82	1.72	0.58	1.11	NA
1875	1.08	1.81	1.28	1.05	NA	0.79	0.69	1.37	0.57	1.22	NA
1876	1.17	1.54	1.12	0.85	NA	0.66	0.59	1.27	0.49	0.77	NA
1877	0.94	1.62	1.19	1.05	NA	0.56	0.62	1.76	0.52	0.77	NA
1878	1.18	1.65	1.35	1.12	NA	0.78	0.98	2.33	0.64	0.93	NA
1879	1.07	1.44	1.33	0.9	NA	0.82	1.12	2.27	0.6	0.94	NA
1880	0.98	1.31	1	0.91	NA	0.7	1	2.13	0.53	0.75	NA
1881	1.07	1.64	1.31	0.88	NA	0.72	1.06	2	0.74	0.91	NA
1882	1.25	1.59	1.13	0.86	NA	0.54	0.88	1.53	0.71	0.59	NA
1883	1.28	1.66	1.35	0.8	NA	0.53	0.92	1.91	0.77	0.73	NA
1884	1.15	1.56	1.18	0.72	NA	0.6	0.81	1.94	0.68	0.74	NA
1885	1.03	1.58	1.24	0.68	NA	0.53	0.78	1.19	0.54	0.56	NA
1886	0.87	1.62	1.16	0.69	NA	0.46	0.6	1.13	0.5	0.57	NA
1887	0.93	1.63	1.79	0.64	NA	0.52	0.8	1.33	0.5	0.65	NA
1888	1	1.63	1.58	0.99	NA	0.55	0.8	1.33	0.55	0.79	NA
1889	0.96	1.59	1.3	0.89	NA	0.6	0.82	1.23	0.61	0.68	NA
1890	1.47	1.74	1.37	1.04	NA	0.66	0.79	1.34	0.52	0.71	NA
1891	1.45	1.44	1.17	0.64	NA	0.52	0.56	1.24	0.59	0.7	NA
1892	0.87	1.23	0.99	0.57	NA	0.36	0.45	1.15	0.46	0.54	NA
1893	1.04	1.43	0.99	0.53	NA	0.31	0.56	1.11	0.49	0.47	NA
1894	1.09	1.56	1.03	0.54	NA	0.33	0.62	1.14	0.56	0.5	NA
1895	1.49	1.85	1.01	0.43	NA	0.46	0.67	1.4	0.79	0.73	NA
1896	1.1	1.79	0.89	0.51	NA	0.52	0.57	1.5	0.66	0.7	NA
1897	0.93	1.53	0.57	0.54	NA	0.49	0.69	1.55	0.82	0.72	NA
1898	0.62	1.16	0.58	0.5	0.74	0.43	0.42	1.1	0.67	0.24	NA
1899	1.04	1.56	0.73	0.4	1.03	0.34	0.54	1.52	0.73	0.33	NA
1900	0.84	1.37	1.03	0.48	0.48	0.32	0.47	1.31	0.58	0.42	NA
1901	0.99	1.73	1.01	0.56	0.79	0.29	0.65	1.15	0.55	0.39	NA
1902	0.87	1.64	0.92	0.36	0.71	0.37	0.62	1.07	0.49	0.42	NA
1903	0.84	1.41	1.32	0.4	0.63	0.51	0.53	1.07	0.59	0.26	NA
