# Lévesque - Biel - LADE - ITRDB CHE531
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41785
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41785.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che531-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che531.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che531.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Lévesque - Biel - LADE - ITRDB CHE531
#--------------------
# Investigators
#   Investigators: Lévesque, Mathieu; Rigling, Andreas; Bugmann, Harald; Weber, Pascale; Brang, Peter; Saurer, Matthias; Siegwolf, Rolf; Eilmann, Britta
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Andreas Rigling; Harald Bugmann; Pascale Weber; Peter Brang
#   Published_Date_or_Year: 2014
#   Published_Title: Growth response of five co-occurring conifers to drought across a wide climatic gradient in Central Europe
#   Journal_Name: Agricultural and Forest Meteorology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1016/j.agrformet.2014.06.001
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Biel
#   Location: Switzerland
#   Northernmost_Latitude: 47.16657
#   Southernmost_Latitude: 47.16657
#   Easternmost_Longitude: 7.27029
#   Westernmost_Longitude: 7.27029
#   Elevation_m: 750
#--------------------
# Data_Collection
#   Collection_Name: CHE531
#   First_Year: 1911
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Larix decidua Mill.
#   Common_Name: European larch
#   Tree_Species_Code: LADE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BL01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BL01_raw	BL02_raw	BL03_raw	BL04_raw	BL05_raw	BL06_raw	BL07_raw	BL08_raw	BL09_raw	BL10_raw	BL11_raw	BL12_raw	BL13_raw	BL14_raw	BL15_raw
1911	NA	NA	NA	6.26	NA	3.9	NA	NA	NA	NA	5.19	NA	NA	NA	NA
1912	NA	NA	NA	3.85	0.6	2.33	NA	8.62	NA	NA	4.3	NA	NA	NA	NA
1913	NA	NA	NA	4.69	6.69	2.9	NA	3.81	NA	NA	7.19	NA	NA	NA	NA
1914	NA	7.18	3.64	7.32	7.69	20.42	8.35	10.51	NA	NA	12.76	NA	NA	NA	NA
1915	0.76	6.01	3.4	6.42	7.06	12.59	7.75	7.83	7.12	NA	11.43	3.91	NA	NA	2.87
1916	0.76	5.71	1.53	5.44	5.97	6.01	7.99	7.8	2.59	NA	13.77	1.27	NA	NA	3.09
1917	3.29	3.99	3.58	6.99	7.31	4.61	6.56	8.82	5.62	NA	16.35	1.7	NA	NA	3.86
1918	2.69	3.43	3.18	6.05	5.69	3.53	5.55	8.63	4.63	NA	7.68	1.86	NA	NA	4.05
1919	3.33	4.74	3.4	4.78	4.4	3.36	4.82	6.48	5.02	NA	5.62	1.22	NA	NA	2.2
1920	4.02	4.61	3.32	6.29	6.38	1.95	4.77	5.88	5.48	NA	5.27	1.55	NA	NA	2.22
1921	6.71	3.15	2.39	5.53	5.14	1.95	2.67	7.17	5.05	NA	6.11	1.49	NA	NA	2.42
1922	8.27	2.23	3.27	6.36	4.93	4.17	3.16	8.62	5.29	6.49	5.57	1.31	NA	2.96	4.61
1923	6.13	2.92	4.24	4.86	4.8	4.58	3.1	7.47	5.07	4.85	4.76	1.67	NA	2.76	4.05
1924	8.65	2.7	4.37	5.45	4.53	3.87	2.25	7.88	6.43	6.72	6.25	1.53	1.99	4.17	4.16
1925	8.27	3.23	4.36	5.98	4.43	5.4	4.25	9.19	7.53	8.61	6.36	1.83	2.19	5.06	4.08
1926	5.72	3.53	5.2	7.12	5.28	5.79	4.75	8.38	7.9	7.22	8.38	2.06	2.47	4.22	4.96
1927	6.53	3.27	5.87	6.35	6.02	4.37	5.23	9.03	7.48	7.67	5.45	2.35	2.32	4.27	5.6
1928	3.58	2.61	3.94	4.16	4.1	2.96	3	4.58	4.78	4.65	4.62	1.65	1.53	2.48	3.62
1929	4.3	2.76	3.42	5.15	3.34	2.95	3.34	5.79	4.91	4.83	4.89	2.15	1.54	3.35	3.96
1930	2.97	2.24	3.22	3.82	2.53	1.59	1.84	3.81	3.44	4.6	2.23	1.57	1.16	2.77	3.63
1931	3.49	3.37	4.66	4.91	3.64	3.98	2.55	5.73	6.27	7.6	4.96	1.88	2.45	4.35	5.37
1932	3.95	3.16	3.3	5.57	2.11	3.26	2.71	4.65	6.43	6.35	6.43	2.06	2.01	3.92	3.92
1933	2.87	1.45	3.79	3.43	1.52	1.59	2.32	3.97	4.66	3.69	5.26	1.86	1.54	3.54	2.7
1934	2.2	2.06	3	3.3	2.11	2.46	3	3.87	4.74	3.46	3.83	1.56	1.55	2.34	3.52
1935	2.28	2.31	2.29	3.61	1.45	2.36	2.19	2.74	3.18	2.32	2.81	2.32	2.14	1.84	3.42
1936	2.76	2.12	2.22	3.26	1.68	1.97	2.66	2.32	3.66	3.48	3.46	1.94	2.18	1.94	3.23
1937	2.48	1.76	2.58	3.7	1.78	2.22	3.43	2.93	3.87	4.54	3.79	2.17	2.47	2.95	3.1
1938	3	1.97	2.93	3.24	1.13	2.45	3.05	2.34	4.43	5.83	2.6	2.2	2.81	3.13	2.9
1939	1.97	1.58	2.39	3.31	0.63	1.94	2.38	2.46	3.65	6	3.61	2.25	3.02	3.58	2.25
1940	2.32	2.17	2.03	3.45	1.02	1.37	2.73	3.02	3.7	5.59	4.9	1.72	2.76	2.64	2.15
1941	1.84	1.79	1.71	2.42	0.63	1.48	1.88	2.06	2.57	3.84	2.55	1.69	2.14	1.92	1.71
1942	2.36	2.01	1.88	2.47	1.08	1.58	1.58	1.78	2.18	3.5	1.49	1.77	2.09	1.95	1.9
1943	1.72	1.78	1.92	2.22	1.14	1.69	1.23	1.56	2.12	3.82	3.24	1.5	2.6	2.15	2.22
1944	1.81	1.58	1.67	1.86	2.06	1.3	1.02	1.49	1.75	2.83	2.91	1.07	2.39	1.67	2.99
1945	0.9	1.21	1.01	1.32	1.61	0.92	0.34	1.04	0.89	1.19	1.16	0.75	1.61	0.92	2.02
1946	1.26	1.93	1.46	1.96	2.08	1.33	0.78	1.98	1.46	2.49	2.8	0.97	2.32	1.61	3.02
1947	1.14	1.44	1.13	1.51	1.71	1.17	0.84	1.6	1.19	1.74	1.82	0.79	1.63	0.91	2.04
1948	1.46	1.82	1.57	1.72	1.53	1.22	1.83	1.29	1.38	2.27	1.12	1.02	1.84	1.52	3.28
1949	1.74	1.49	1.63	1.73	1.62	1.38	1.54	0.07	2.14	2.3	1.82	1.08	1.67	1.62	2.71
1950	1.38	1.56	1.56	1.46	0.98	1.06	1.32	0.36	1.39	1.87	1.43	0.94	1.93	1.51	3.43
1951	2.54	2.47	1.75	1.57	0.99	1.38	1.58	0.98	2.01	3.09	2.19	1.75	3.98	2.48	4.25
1952	1.82	2.15	1.36	1.27	0.8	1.39	1.73	0.63	2.13	2.51	1.51	1.48	2.52	2.34	2.46
1953	2.08	2.93	1.77	1.65	1.19	1.72	1.68	0.79	2.07	2.43	1.54	2.39	2.92	2.87	3.66
1954	1.8	2.73	1.35	1.23	1.36	1.84	1.55	1.17	1.89	1.88	2.25	1.4	2.45	2.1	3.47
1955	3.13	3.67	2.24	2.68	1.54	2.78	1.83	1.63	3.22	4.79	3.73	2.95	4.03	2.53	4.75
1956	2.94	3.93	2.31	3	1.13	1.82	2.78	1.32	3.59	4.21	4.42	2.87	3.95	2.9	3.31
1957	3.46	2.29	2.14	3.25	0.86	1.74	2.48	1.06	3.92	4.1	3.61	2.11	3.49	2.58	2.1
1958	2.93	1.8	2.13	2.69	1.46	1.44	2.17	1.2	3.08	4.9	3.35	2.12	2.97	2.34	2.03
1959	2.1	1.28	1.1	1.82	0.91	0.91	1.47	0.97	2.2	2.71	2.72	1.68	2.2	1.82	2.11
1960	1.56	0.91	1.15	1.57	1.32	0.88	0.83	0.83	1.57	1.51	1.25	1.66	2.09	1.23	2.41
