# Zumbrunn - DM - ABAL - ITRDB CHE550
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41804
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41804.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che550-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che550.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che550.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Zumbrunn - DM - ABAL - ITRDB CHE550
#--------------------
# Investigators
#   Investigators: Zumbrunn, Christina; Rigling, Andreas
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Zumbrunn C (2013) Klima-Wachstumsbeziehungen von Fichte, Föhre, Lärche und Tanne entlang von Höhengradienten im Kanton Graubünden. Master thesis, ETH Zürich.
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: DM
#   Location: Switzerland
#   Northernmost_Latitude: 46.8048829
#   Southernmost_Latitude: 46.8048829
#   Easternmost_Longitude: 9.4354123
#   Westernmost_Longitude: 9.4354123
#   Elevation_m: 1230
#--------------------
# Data_Collection
#   Collection_Name: CHE550
#   First_Year: 1892
#   Last_Year: 2011
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Abies alba Mill.
#   Common_Name: silver fir
#   Tree_Species_Code: ABAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DMF02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMF02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMF04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMF04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMF06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMF06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMF12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMF12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMF14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMF14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMF16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMF16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMF17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMF17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMF18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMF18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMF19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMF19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMF21B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMF21B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMF22A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMF22A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMF23B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMF23B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMF25A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMF25A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMF26A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMF26A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DMF30A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DMF30A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DMF02B_raw	DMF04A_raw	DMF06A_raw	DMF12A_raw	DMF14A_raw	DMF16A_raw	DMF17B_raw	DMF18A_raw	DMF19A_raw	DMF21B_raw	DMF22A_raw	DMF23B_raw	DMF25A_raw	DMF26A_raw	DMF30A_raw
1892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	NA	NA	NA	NA
1893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.33	NA	NA	NA	NA
1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.54	NA	NA	NA	NA
1895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.71	NA	NA	NA	NA
1896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.63	NA	NA	NA	NA
1897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.77	NA	NA	NA	NA
1898	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8	2.89	NA	NA	NA	NA
1899	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.71	2.58	NA	NA	NA	NA
1900	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.75	2.39	NA	NA	NA	NA
1901	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.19	2.65	NA	NA	NA	NA
1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.39	2.59	NA	NA	NA	NA
1903	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.68	2.37	NA	NA	NA	NA
1904	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.91	1.53	NA	NA	NA	NA
1905	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.91	1.32	NA	NA	NA	NA
1906	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.57	2.25	NA	NA	NA	NA
1907	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.78	3.76	NA	NA	NA	NA
1908	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.9	3.81	NA	NA	NA	NA
1909	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.13	2.99	NA	4.63	NA	NA
1910	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.83	2.87	NA	4.8	NA	NA
1911	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.49	2.81	NA	4.59	NA	NA
1912	NA	NA	NA	NA	NA	1.56	NA	NA	NA	2.38	2.28	NA	4.11	2.51	NA
1913	NA	NA	NA	NA	2.32	1.29	NA	NA	NA	2.81	2.09	NA	3.2	2.57	NA
1914	NA	NA	NA	NA	3.15	2.03	NA	NA	NA	3.72	2.86	NA	4.33	3.97	NA
1915	NA	NA	NA	NA	2.91	3.08	NA	NA	NA	3.2	2.13	NA	3.42	2.45	1.43
1916	NA	NA	NA	NA	3.43	3.24	NA	NA	3.3	3.7	3.04	NA	4.23	3.31	2.05
1917	NA	NA	NA	NA	2.96	3.2	NA	NA	2.68	3.31	2.63	NA	3.04	2.54	2.1
1918	NA	NA	NA	NA	3.3	2.43	3.95	NA	3.28	3.35	2.78	NA	3.46	2.71	1.58
1919	NA	NA	3.79	NA	2.23	1.8	2.62	NA	3	2.95	2.34	NA	2.83	2.49	1.45
1920	NA	NA	4.25	NA	2.43	2.16	3.02	NA	3.01	2.44	2.33	NA	2.82	1.98	1.23
1921	NA	NA	4.57	NA	2.45	2.27	2.64	NA	3.59	2.68	2.29	NA	3.47	1.94	1.58
1922	NA	NA	3.17	NA	1.86	1.8	2.09	NA	2.49	2.27	2.15	1	2.88	1.52	1.54
1923	2.01	NA	3.41	2.11	2.27	2.38	1.86	NA	3.12	2.88	2.63	1.26	3.56	2.06	1.54
1924	0.8	NA	2.4	1.6	1.88	1.91	1.86	NA	2.87	2.23	1.89	1.27	3.3	1.4	1.17
1925	1	NA	3.2	1.71	2.01	2.02	1.92	NA	2.7	2.59	1.92	1.23	4.01	1.68	1.87
1926	1.42	NA	3.07	2.16	2.07	2.28	1.44	2.38	2.98	3.03	2.41	1.33	3.94	1.95	1.85
1927	1.87	NA	2.65	1.95	1.83	2.33	1.14	2.1	3.26	2.57	1.88	1.24	4.06	1.44	1.63
1928	2.85	NA	2.74	1.88	1.89	2.27	1.7	2.24	3.55	2.76	2.03	1.35	4.07	1.6	1.76
1929	1.75	NA	2.12	1.36	1.55	2.03	1.72	1.85	2.54	2.34	1.69	1.41	3.8	1.64	1.22
1930	1.85	NA	2.15	1.69	1.78	2.06	1.82	1.48	3.09	2.38	1.61	1.47	3.88	1.55	1.14
1931	2.62	NA	2.27	1.63	1.55	2.21	1.73	1.73	3.16	2.14	1.69	1.64	3.99	1.32	1.06
1932	2.11	NA	2.58	1.59	1.69	2.21	2.17	1.88	3.28	3.07	2.07	2.03	4.21	1.9	1.39
1933	2.24	NA	2.46	1.5	1.75	2.38	1.9	1.51	3.21	2.27	1.91	1.8	3.73	2.04	1.09
1934	2.7	NA	2.42	1.17	1.77	1.93	1.55	1.59	2.65	1.64	1.41	1.76	3.06	1.46	1.1
1935	2.82	NA	2.52	1.6	2.15	2.49	1.4	1.78	2.64	1.68	1.5	1.86	3.52	2.05	2.22
1936	2.66	NA	1.51	1.68	2.11	2.54	1.61	1.59	2.77	2.06	1.41	1.68	3.58	2.11	2.71
1937	3.07	NA	1.61	1.57	1.98	2.52	1.48	1.7	2.42	2.08	0.93	1.85	3.77	2.1	1.51
1938	2.95	3.67	2.23	1.29	1.84	2.62	1.7	1.68	2.38	1.84	0.89	2.05	3.5	1.7	2.23
1939	3.12	3.45	1.84	1.38	1.86	2.02	1.41	1.58	2.32	1.89	0.68	2.06	3.38	1.52	2.67
1940	3.08	2.97	2.11	1.27	1.82	1.97	1.47	1.34	2.07	1.66	0.73	1.4	3.45	1.22	3.33
1941	3.39	2.8	2.06	1.71	1.59	2.24	1.61	1.47	2.14	1.41	0.62	0.93	3.77	1.33	2.78
1942	3.23	2.32	2.07	1.74	1.49	2.23	1.87	1.32	1.97	1.75	0.63	0.57	3.57	1.04	2.65
1943	3.26	2.37	2.22	2.16	2.01	2.45	1.62	1.39	2.24	1.9	0.53	0.44	4.04	1.01	2.49
1944	2.43	1.96	1.75	2.24	1.35	1.82	1.56	0.9	1.91	1.69	0.31	0.32	3.31	0.76	1.82
1945	3.36	1.53	1.4	2.38	0.94	1.41	1.66	0.96	1.58	1.42	0.27	0.37	2.94	0.58	1.71
1946	3.27	2.68	1.49	2.57	1.53	1.74	2.16	1.34	2.06	1.91	0.28	0.45	3.54	0.73	2.14
