# Lévesque - Biel - PCAB - ITRDB CHE490
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41744
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41744.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che490-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che490.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che490.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Lévesque - Biel - PCAB - ITRDB CHE490
#--------------------
# Investigators
#   Investigators: Lévesque, Mathieu; Rigling, Andreas; Bugmann, Harald; Weber, Pascale; Brang, Peter; Saurer, Matthias; Siegwolf, Rolf; Eilmann, Britta
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Andreas Rigling; Harald Bugmann; Pascale Weber; Peter Brang
#   Published_Date_or_Year: 2014
#   Published_Title: Growth response of five co-occurring conifers to drought across a wide climatic gradient in Central Europe
#   Journal_Name: Agricultural and Forest Meteorology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1016/j.agrformet.2014.06.001
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Biel
#   Location: Switzerland
#   Northernmost_Latitude: 47.16657
#   Southernmost_Latitude: 47.16657
#   Easternmost_Longitude: 7.27029
#   Westernmost_Longitude: 7.27029
#   Elevation_m: 750
#--------------------
# Data_Collection
#   Collection_Name: CHE490
#   First_Year: 1907
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BP01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BP01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BP02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BP02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BP03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BP03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BP04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BP04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BP05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BP05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BP06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BP06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BP07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BP07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BP08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BP08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BP09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BP09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BP10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BP10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BP11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BP11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BP12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BP12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BP13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BP13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BP14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BP14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BP15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BP15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BP01_raw	BP02_raw	BP03_raw	BP04_raw	BP05_raw	BP06_raw	BP07_raw	BP08_raw	BP09_raw	BP10_raw	BP11_raw	BP12_raw	BP13_raw	BP14_raw	BP15_raw
1907	3.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1908	3.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1909	4.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1910	3.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1911	4.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.97	NA	NA	NA
1912	3.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.3	NA	NA	NA
1913	3.09	NA	NA	NA	NA	NA	NA	NA	NA	2.66	NA	3.56	NA	NA	NA
1914	3.36	NA	NA	NA	NA	NA	NA	NA	NA	4.25	NA	4.9	NA	NA	NA
1915	4	NA	NA	NA	NA	NA	NA	NA	NA	4.92	NA	4.7	NA	NA	NA
1916	3.53	NA	NA	NA	NA	NA	NA	NA	NA	3.96	NA	4.09	NA	NA	NA
1917	2.63	NA	NA	NA	7.04	6.31	NA	NA	NA	4.93	NA	6.2	NA	NA	NA
1918	2.79	NA	NA	NA	5.4	4.51	NA	NA	5.69	4.17	NA	4.2	NA	4.93	NA
1919	2.81	NA	NA	NA	3.77	3.95	NA	NA	3.75	3.37	NA	3.45	NA	4.48	NA
1920	2.95	1.34	NA	NA	4.57	4.39	NA	NA	2.99	3.62	NA	4.34	5.1	4.92	NA
1921	2.73	0.97	NA	4.8	3.84	4.86	NA	NA	3.09	4.19	NA	4.33	4.69	3.77	NA
1922	2.16	0.98	NA	5.79	4.8	3.5	NA	NA	3.27	3.84	NA	4.21	4.62	4.56	NA
1923	2.81	1.46	NA	4.98	4.82	3.43	NA	5.5	3.42	4.23	NA	4.73	4.68	3.18	NA
1924	3.34	1.89	NA	5.83	6.02	3.67	NA	7.07	3.98	4.61	NA	5.82	6.06	5.12	NA
1925	3.22	1.9	NA	6.71	5.54	3.93	NA	9.61	5.93	7.04	NA	7.14	6.19	7.6	NA
1926	3.96	2.55	NA	6.03	5.08	3.97	NA	8.35	5.43	6.29	NA	6.3	5.03	6.68	NA
1927	3.56	2.26	3.58	6.83	3.75	3.8	NA	9.75	5.32	6.64	NA	6.29	5.46	8.88	NA
1928	2.33	1.47	2.51	4.42	2.81	2.77	2.98	6.69	3.74	5.27	NA	3.76	3.89	5.99	NA
1929	1.72	1.55	3.16	4.04	2.94	1.88	2.82	6.65	3.44	5.05	NA	3.52	2.9	4.67	NA
1930	2.35	1.71	4.98	4.46	3.33	2.67	3.56	6.54	4.24	5.71	NA	4.83	4.5	5.9	3.87
1931	2.38	1.12	4.45	6.32	3.16	2.75	3.61	8.78	4.36	5.43	NA	6.04	4.74	5.74	3.4
1932	3.04	1.68	4.49	4.68	3.49	3.43	3.67	8.76	5.3	6.53	NA	6.44	5.38	5.95	4.05
1933	2.73	1.3	3.85	3.64	2.16	2.48	2.87	7.47	4.9	4.89	6.02	5.32	5.25	5.74	3.08
1934	1.46	0.78	1.84	1.86	1.47	1.47	1.8	5.7	4.07	4.17	4.35	3.45	4.04	4.24	2.31
1935	1.89	1.63	2.78	2.08	1.33	1.22	2.24	5.93	4	4.39	4.66	3.81	3.6	3.79	4.33
1936	2.34	2.01	3.34	2.7	1.92	1.4	2.21	6.66	5.39	5.48	5.86	4.97	4.09	6.1	4
1937	2.76	2.34	3.14	2.87	1.96	1.79	1.69	5.18	5.5	4.95	5.23	5.18	4.15	5.91	4.81
1938	2.05	2.03	2.68	2.76	2.42	1.96	1.85	4.96	5.45	4.27	4.46	4.54	4.83	5.07	4.12
1939	2.21	1.52	2.77	2.83	3.57	2.15	2.07	5.26	6.63	4.8	4.28	4.5	4.1	5.71	5.59
1940	2.35	2.09	2.72	2.95	4.66	2.66	2.26	5.32	6.56	5.39	4.17	4.07	4.01	4.05	4.12
1941	2	2.04	2.49	2	2.94	2.15	2.04	4.03	4.34	3.96	3.36	3.4	3.42	3.76	3.8
1942	1.63	2.04	2.52	2.18	2.19	1.9	2.53	2.33	3.15	3.1	2.6	3.14	3.51	4.76	4.88
1943	2.06	2.19	2.57	2.47	1.75	1.8	2.73	3.14	3.99	3.63	3.69	3.78	3.32	3.47	4.12
1944	0.98	1.02	1.62	1.73	1.15	1.28	1.42	2.87	3.21	2.36	2.34	2.92	2.51	2.64	2.92
1945	0.63	0.99	1.81	1.12	1.01	1.3	1.15	1.82	2.37	2.81	2.2	2.09	2.14	2.02	2.21
1946	0.93	2.03	2.79	1.92	1.82	1.44	2.02	1.97	2.58	2.05	2.13	1.83	2.23	2.69	2.74
1947	0.58	1.5	1.98	1.33	1.3	1.3	1.67	1.86	2.1	2.04	2.31	2.07	2.19	1.76	1.92
1948	0.97	2.19	2.81	1.12	1.4	1.2	2.77	2.24	2.2	2.4	2	2.55	3.21	2.25	2.65
1949	1.18	1.4	1.88	1.38	1.32	1.23	1.69	1.95	1.83	1.41	2.14	2.22	2.88	1.81	3
1950	1.6	2.06	2.97	1.99	1.8	1.43	2.69	3.02	2.29	2.47	3.59	2.87	3.5	3.63	4.21
1951	1.7	1.98	2.91	2.12	1.55	1.94	2.42	1.56	2.19	2.34	3.53	2.57	3.67	3.3	5.34
1952	1.18	1.25	1.69	1.63	1.17	1.77	2.41	1.49	1.77	1.72	2.32	2.28	3.13	2.24	4.2
1953	1.27	1.83	2.21	1.71	1.5	1.73	2.99	1.83	2.54	2.56	2.41	2.23	3.89	2.59	4.55
1954	0.73	0.96	1.63	1.27	1.18	1.92	2.17	2.25	1.99	1.9	2.27	2.27	2.23	1.57	2.71
1955	1.23	1.49	2.48	1.65	2.42	2.44	2.21	3.28	2.85	2.34	3.16	2.63	3.55	3.12	5.36
1956	1.22	1.61	2.82	1.74	3.63	3.06	2.16	2.57	2.85	2.11	2.92	2.43	3.41	3.34	5.52
1957	2.17	1.53	2.82	2.16	4.07	3.38	2.46	3.38	2.94	2.91	2.38	2.31	3.5	3.96	6.35
1958	1.7	1.21	2.56	1.84	3.18	2.2	2.08	1.79	2.51	1.67	2.59	2.08	2.93	3.64	5.58
1959	0.95	0.97	1.93	1.3	1.92	2.04	2.16	1.72	2.81	1.46	1.79	1.94	2.68	2.38	4.71
