# Weber - ERM - FASY - ITRDB CHE580
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41834
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41834.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che580-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che580.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che580.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Weber - ERM - FASY - ITRDB CHE580
#--------------------
# Investigators
#   Investigators: Weber, Pascale; Lévesque, Mathieu; Walthert, Lorenz; Heiri, Caroline; Trotsiuk, Volodymyr; Sanders,Tanja
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Lorenz Walthert; Pascale Weber
#   Published_Date_or_Year: 2016
#   Published_Title: Soil nutrients influence growth response of temperate tree species to drought
#   Journal_Name: Journal of Ecology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/1365-2745.12519
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Weber, Pascale; Caroline Heiri; Mathieu Lévesque; Tanja Sanders; Volodymyr Trotsiuk; Lorenz Walthert
#   Published_Date_or_Year: 2015
#   Published_Title: Zuwachs und Klimasensitivität von Baumarten im Ökogramm der kollinen und submontanen Stufe
#   Journal_Name: Missing Journal Name
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3188/szf.2015.0380
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: ERM
#   Location: Switzerland
#   Northernmost_Latitude: 47.646
#   Southernmost_Latitude: 47.646
#   Easternmost_Longitude: 9.08456
#   Westernmost_Longitude: 9.08456
#   Elevation_m: 550
#--------------------
# Data_Collection
#   Collection_Name: CHE580
#   First_Year: 1928
#   Last_Year: 2006
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## erm01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: erm01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## erm02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: erm02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## erm03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: erm03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## erm05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: erm05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## erm08a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: erm08a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## erm10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: erm10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## erm11b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: erm11b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## erm12a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: erm12a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## erm14a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: erm14a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## erm15a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: erm15a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## erm16a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: erm16a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	erm01a_raw	erm02a_raw	erm03a_raw	erm05a_raw	erm08a_raw	erm10a_raw	erm11b_raw	erm12a_raw	erm14a_raw	erm15a_raw	erm16a_raw
1928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.98
1929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4
1930	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.98
1931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75
1932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97
1933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.36
1934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02
1935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15
1936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.77
1937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.69
1938	NA	NA	NA	NA	NA	NA	NA	NA	1.49	NA	0.6
1939	2.02	NA	NA	NA	NA	NA	NA	NA	0.69	NA	0.73
1940	1.85	NA	1.3	NA	NA	NA	NA	NA	0.58	NA	0.44
1941	0.44	1.22	1.52	NA	NA	0.57	NA	NA	0.62	NA	2.06
1942	1.4	1.75	1.52	NA	NA	0.65	NA	NA	0.82	2.42	2.37
1943	1.01	1.82	1.74	NA	NA	1.08	NA	2.2	0.81	3.84	1.9
1944	0.68	0.99	1.76	1.29	NA	1.7	NA	2.19	0.84	2.87	2.18
1945	2.17	2.08	2.26	1.83	NA	2.13	NA	3.24	1.78	2.64	1.34
1946	2.68	1.28	2.08	1.13	NA	2.06	4.46	3.59	2.14	2.05	0.72
1947	1.97	1.25	2.02	1.07	4.97	2.09	3.44	3.24	2.39	1.35	0.51
1948	1.23	1.71	1.61	1.11	4.22	2.16	2.97	3.7	2.41	0.92	0.24
1949	1.28	1.81	2	1.6	2.48	1.17	2.08	2.17	1.61	0.98	0.28
1950	1.96	2.22	2.17	1.16	3.49	1.46	3.24	3.68	2.49	0.59	0.54
1951	1.59	2.5	2.03	1.53	3.62	1.27	2.69	3.72	2.21	1.16	1.56
1952	1.51	2.28	1.43	1.45	2.66	0.88	2.33	2.81	1.59	1.07	1.48
1953	1.41	2.01	1.48	1.79	2.93	1.24	2.57	2.73	2.08	1.41	2.31
1954	1.1	0.88	1.2	1.58	1.83	0.57	2.65	2.05	0.88	0.93	1.02
1955	1.49	1.13	1.85	2.17	2.11	1	3.06	2.42	0.9	1.57	1.09
1956	1.5	1.53	1.59	2.61	1.46	1.85	2.8	3.49	0.76	0.88	0.63
1957	1.4	1.31	1.08	2.86	0.74	1.19	2.25	2.06	0.84	0.96	0.31
1958	1.67	1.21	1	2.98	1.2	2.02	3.46	2.76	1.2	1.11	0.91
1959	2.03	1.1	2.33	2.48	2.83	0.71	1.21	6.87	0.55	1.45	2.2
1960	1.72	1.1	2.52	2.23	2.51	0.91	1.9	3.43	0.75	1.23	2.04
1961	2.29	1.6	3.05	2.58	3.34	1.12	3.27	4.04	0.98	1.61	3.43
1962	1.85	1.06	2.68	2.62	1.83	1.17	3.39	3.4	0.8	1.27	2.18
1963	1.39	1.12	2.24	2.25	0.9	1.51	3.14	3.05	0.47	1.01	1.94
1964	1.13	1.09	1.72	1.98	1.15	1	2.29	2.3	0.53	0.84	1.41
1965	1.61	1.44	1.89	3.07	1.55	1.76	1.85	2.32	0.67	0.94	2.07
1966	1.82	1.67	2.13	2.46	2.06	1.7	2.2	2.19	0.62	1.06	1.87
1967	2.7	2.16	2.39	3.03	1.94	1.82	2.59	2.68	0.56	1.32	1.99
1968	2.67	2.5	2.83	2.46	1.97	2.21	3.06	3.03	0.8	1.26	3.08
1969	2.98	2.51	3.31	2.9	2.56	2.15	3.58	2.82	0.49	2.24	3.52
1970	2.5	2.23	2.82	2.76	1.83	1.95	3.21	2.09	0.55	2.39	3.11
1971	1.73	1.87	2.37	1.32	0.74	1.72	1.75	2.25	0.24	1.8	3.21
1972	2.13	2.28	2.29	1.7	1.58	2.29	1.71	2.09	0.47	2.2	2.44
1973	2.21	2.02	1.95	2.78	1.88	2.59	1.84	2.55	0.37	2.81	2.86
1974	2.78	1.93	2.53	2.71	1.79	2.53	1.91	2.83	0.3	2.07	2.41
1975	3.99	2.35	4.02	2.86	2.14	2.48	1.92	5.36	1.83	3.05	2.53
1976	2.57	1.97	2.65	2.29	1.72	2.22	1.85	4.35	3.99	3.03	1.82
1977	2.98	2.71	3.25	2.99	2.44	2.58	1.97	3.9	3.9	3.77	1.91
1978	3.36	2.97	3.19	2.56	2.04	2.18	1.78	3.67	4.4	2.76	2.65
1979	2.53	2.96	3.41	2.45	1.43	2.2	1.44	2.7	3.68	1.87	2.31
1980	3.1	2.52	3.16	2.07	1.03	2.53	1.32	2.38	4.07	1.97	2.15
1981	2.67	2.41	2.5	1.91	0.76	2.07	1	1.73	3.33	2.2	1.57
1982	3.93	2.99	2.99	1.96	1.8	2.03	1.15	1.63	3.15	2.52	1.47
1983	3.75	2.33	2.74	3.16	2.14	2.89	1.35	2.45	2.53	2.68	1.43
1984	4.83	2.84	2.41	2.18	2.59	2.66	1.25	2.22	3.61	3.07	2.52
1985	3.05	2.66	2.01	1.83	1.87	2.24	0.78	1.14	2.22	2.03	1.77
1986	3.69	3.36	2.41	2.03	2.96	2.43	1.08	2.25	3.06	1.93	1.91
1987	4.28	2.66	1.78	2.24	2.06	2.76	1.02	1.84	1.86	1.92	2.47
1988	4.35	3.38	3.79	2.37	3.2	3.05	1.54	2.84	2.65	1.9	4.26
1989	3.55	3.38	2.79	2.14	2.35	2.75	1.58	2.28	2.68	1.11	2.7
1990	3.29	3.8	2.24	2.87	3.08	2.86	1.94	2.31	2.04	1.2	2.07
1991	3.41	4.26	2.75	4.63	2.47	2.98	3.14	3.16	2.19	1.4	1.63
1992	3.39	4.61	2.76	4.67	3.07	2.58	3.5	3.2	2.85	1.87	1.49
1993	4.34	5.04	3.84	5.6	3.96	2.71	2.92	4.16	2.74	2.34	1.06
