# Rohner - Weidwald - QUSP - ITRDB CHE459
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41271
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41271.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che459-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che459.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che459.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-02
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-02
#--------------------
# Title
#   Study_Name: Rohner - Weidwald - QUSP - ITRDB CHE459
#--------------------
# Investigators
#   Investigators: Rohner, Brigitte; Ringwald, Veronique; Bigler, Christof
#--------------------
# Description_Notes_and_Keywords
#   Description: Elevation range: 610 - 640 m a.s.l.
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Rohner B.E. 2012. Growth and mortality of oak (Quercus spp.): a combined analysis of monitoring and tree-ring data from Swiss forest reserves. PhD thesis. ETH Zurich, Zurich. doi:10.3929/ethz-a-007594406
#   Abstract:
#--------------------
# Publication
#   Authors: Rohner, Brigitte; Harald Bugmann; Christof Bigler
#   Published_Date_or_Year: 2013
#   Published_Title: Estimating the age–diameter relationship of oak species in Switzerland using nonlinear mixed-effects models
#   Journal_Name: Eur J Forest Res
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1007/s10342-013-0710-5
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Swiss Federal Office for the Environment (FOEN)
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Weidwald
#   Location: Switzerland
#   Northernmost_Latitude: 47.4130556
#   Southernmost_Latitude: 47.4130556
#   Easternmost_Longitude: 7.9925
#   Westernmost_Longitude: 7.9925
#   Elevation_m: 625
#--------------------
# Data_Collection
#   Collection_Name: CHE459
#   First_Year: 1852
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Quercus spp. L.
#   Common_Name: oak
#   Tree_Species_Code: QUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## WwE061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WwE062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WwE063_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE063; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WwE064_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE064; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WwE065_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE065; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WwE066_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE066; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WwE067_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE067; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WwE068_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE068; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WwE069_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE069; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WwE070_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE070; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WwE071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WwE072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WwE073_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE073; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WwE074_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE074; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WwE075_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE075; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WwE076_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE076; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WwE077_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE077; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WwE078_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE078; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WwE079_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE079; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WwE080_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE080; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WwE081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WwE082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WwE083_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE083; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WwE084_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE084; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WwE085_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE085; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WwE086_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE086; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WwE087_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE087; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WwE088_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE088; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WwE089_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE089; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WwE090_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE090; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WwE091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WwE091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	WwE061_raw	WwE062_raw	WwE063_raw	WwE064_raw	WwE065_raw	WwE066_raw	WwE067_raw	WwE068_raw	WwE069_raw	WwE070_raw	WwE071_raw	WwE072_raw	WwE073_raw	WwE074_raw	WwE075_raw	WwE076_raw	WwE077_raw	WwE078_raw	WwE079_raw	WwE080_raw	WwE081_raw	WwE082_raw	WwE083_raw	WwE084_raw	WwE085_raw	WwE086_raw	WwE087_raw	WwE088_raw	WwE089_raw	WwE090_raw	WwE091_raw
1852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.61	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1853	NA	NA	NA	NA	NA	NA	1.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3	NA	2.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1854	NA	NA	NA	NA	NA	NA	1.49	NA	NA	NA	NA	NA	NA	NA	2.09	NA	NA	NA	1.69	NA	1.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1855	NA	NA	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	2.2	NA	NA	NA	1.34	NA	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1856	NA	NA	NA	NA	NA	NA	0.71	1.44	NA	NA	NA	NA	NA	NA	1.5	NA	NA	NA	1.37	NA	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1857	NA	NA	NA	NA	NA	NA	0.57	0.88	0.86	NA	NA	NA	NA	2.44	1.35	NA	NA	NA	0.97	NA	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1858	NA	NA	1.97	3.74	NA	NA	0.46	0.67	0.56	NA	NA	NA	NA	2.93	1.41	NA	NA	NA	0.61	NA	0.78	NA	NA	NA	0.51	NA	1.4	NA	NA	NA	NA
1859	NA	NA	2.37	2.44	NA	NA	0.97	1.14	1.5	NA	NA	NA	NA	2.84	3.13	2.1	3.32	NA	1.33	NA	1.67	NA	NA	NA	2.1	1.64	4.22	NA	NA	NA	NA
1860	NA	NA	1.36	2.18	NA	NA	0.9	1.19	1.65	NA	NA	2.21	NA	2.49	2.29	2.49	2.57	NA	1.2	NA	1.64	NA	NA	NA	1.72	2.99	2.37	NA	NA	NA	NA
1861	NA	3.16	1.55	1.6	NA	NA	1.03	1.08	1.91	NA	NA	1.57	NA	1.79	2.51	2.12	1.01	1.82	0.83	NA	1.12	NA	NA	1.48	1.58	2.92	1.82	NA	NA	NA	NA
1862	NA	1.76	0.6	1.27	NA	1.81	0.72	1.16	0.79	NA	NA	1.72	NA	0.86	1.59	2.08	1.01	1.4	0.71	NA	0.64	NA	1.25	1.2	1.42	4.15	2.15	NA	NA	NA	NA
1863	NA	2.67	1.55	2.21	NA	2.33	1.14	2.07	1.2	NA	1.86	2.55	NA	1.47	2.23	2.27	1.05	1.63	1.05	NA	1.21	NA	1.16	1.72	1.46	3.71	2.2	NA	NA	NA	NA
1864	NA	1.89	1.21	0.38	NA	1.55	1.26	1.73	1.27	NA	2.19	2.13	NA	1.23	1.63	1.88	0.8	1.45	1.12	NA	0.96	NA	0.68	1.87	2.36	4.03	2.17	NA	NA	NA	NA
1865	NA	1.11	0.81	0.67	NA	0.81	0.79	0.68	0.67	NA	1.31	1.06	NA	0.59	1.3	1.34	0.68	0.98	0.75	NA	0.45	0.87	0.43	1.38	2.01	3.01	1.6	1.33	NA	NA	NA
1866	NA	1.78	0.99	0.79	NA	1.63	1.11	1.17	1.3	2.22	2.14	1.56	NA	0.78	1.48	1.69	0.82	1.27	0.98	NA	0.84	1.15	0.72	1.93	2.4	4.37	2.41	1.47	NA	NA	NA
1867	NA	2.52	1.05	1.33	NA	1.97	1.09	1.05	1.31	1.49	2.53	2.11	1.57	1.35	1.58	1.98	1.03	1.82	1.34	NA	0.95	1.4	1.32	2.18	1.99	4.11	2.59	1.47	NA	NA	NA
1868	NA	1.23	0.38	0.7	NA	0.85	0.67	0.52	0.45	0.92	1.42	1.02	1.15	0.7	0.55	0.96	0.54	0.83	0.77	NA	0.48	0.65	0.7	1.22	1.01	1.87	1.36	0.91	NA	NA	0.79
1869	NA	2.68	1.27	1.6	NA	2.53	1.5	1.56	2	1.69	2.91	2.34	2.62	1.67	2.08	1.9	1.22	2.28	1.91	NA	0.98	1.61	1.56	1.64	2.91	3.81	2.54	2.2	NA	NA	2.27
1870	NA	1	0.44	0.9	0.52	0.71	0.68	0.59	0.3	0.72	1.13	0.78	0.74	0.64	0.75	0.69	0.55	0.92	0.75	NA	0.46	0.62	0.59	0.74	0.99	1.52	1.44	0.77	NA	NA	0.45
1871	NA	1.93	1.12	2.01	0.7	1.79	0.84	1.06	0.62	0.87	2.25	1.86	2.04	1.51	0.84	1.57	1.2	1.61	1.45	NA	0.9	1.42	1.32	1.04	2.27	2.62	2.15	1.45	NA	NA	1.3
1872	NA	1.43	0.58	1.55	0.72	1.7	0.89	1.09	0.61	1.04	1.62	1.15	1.48	1.2	1.07	1.2	1.22	1.66	1.14	NA	0.87	1.02	1	1.34	1.44	1.62	1.79	1.11	NA	NA	1.27
1873	NA	1.48	1.03	1.78	0.78	1.65	1.12	1.07	0.78	0.79	1.59	1.33	1.44	1.07	1.2	1.77	1.1	1.69	1.34	NA	0.75	1.08	1.11	1.31	1.45	1.61	2.49	1.27	NA	NA	1.11
1874	NA	1.17	0.54	1.01	0.55	1.55	0.76	0.77	0.49	0.6	1.55	1.22	0.78	0.61	0.85	1.56	0.9	1.05	0.9	NA	0.54	0.66	0.91	0.99	1.24	1.01	2.06	0.89	NA	NA	0.73
1875	NA	1.19	0.81	1.09	0.43	1.53	0.66	0.54	0.56	0.6	1	1.24	1.28	0.72	0.95	1.49	0.86	1.24	0.85	NA	0.45	0.71	1.23	0.99	1.34	1.24	2.29	1.13	NA	NA	0.57
1876	NA	1.53	0.99	1.31	0.55	1.62	0.83	0.94	0.52	0.92	1.12	1.22	1.81	1.19	1.16	1.52	1.08	1.17	1.14	NA	0.66	0.86	0.97	1.22	1.03	1.46	2.37	0.89	NA	NA	0.99
1877	NA	0.82	0.91	0.96	0.51	1.09	0.64	0.55	0.35	0.62	1.12	0.76	1.21	0.78	0.88	1.43	0.66	0.91	0.89	NA	0.37	0.71	0.81	0.87	1.14	1.43	1.65	0.96	NA	NA	0.6
1878	NA	1.37	1.33	1.82	0.76	2.11	1.07	1.28	0.86	1.03	1.91	1.27	2.05	1.97	1.79	2.28	1.1	1.54	1.59	NA	0.63	1.48	1.16	1.33	1.41	1.83	2.01	1.25	NA	NA	0.71
1879	NA	1.6	1.3	2.14	0.74	1.99	1.22	1.63	1.17	0.97	1.99	1.27	2.85	1.58	1.47	2.1	1.24	1.46	1.89	NA	0.55	1.35	1.05	1.16	1.33	1.74	1.78	1.16	NA	NA	0.76
1880	NA	2.04	0.92	1.64	0.61	1.23	0.98	1.3	1.09	0.79	1.08	1	2.81	1.23	1.37	1.63	0.9	1.11	1.42	NA	0.47	1	0.75	1	0.81	1.2	1.17	1.12	NA	NA	0.42
1881	NA	1.44	0.8	1.27	0.59	0.96	0.94	1.07	0.76	0.7	0.9	0.83	1.65	1.11	0.69	1.39	0.92	1.07	1.34	NA	0.42	0.85	0.68	0.85	0.58	1.32	1.1	0.94	NA	NA	0.48
1882	NA	1.03	0.93	0.71	0.31	0.61	0.75	0.48	0.21	0.38	0.49	0.59	1	1.03	0.51	1.2	0.34	0.73	1.07	NA	0.28	0.42	0.34	0.39	0.57	0.92	0.62	0.68	NA	NA	0.25
1883	NA	1.29	0.93	1.01	0.43	0.51	0.77	0.77	0.35	0.35	0.57	1.05	0.9	1.23	0.42	1.2	0.41	0.81	1.31	NA	0.21	0.7	0.37	0.55	0.42	0.84	0.51	0.8	NA	NA	0.21
1884	NA	1.06	0.61	0.72	0.16	0.44	0.57	0.48	0.26	0.17	0.3	0.74	0.54	0.85	0.32	0.71	0.31	0.57	0.91	NA	0.14	0.45	0.21	0.3	0.19	0.59	0.33	0.53	NA	NA	0.16
1885	NA	0.67	0.5	0.78	0.32	0.27	0.55	0.49	0.28	0.24	0.3	0.54	0.43	0.6	0.36	0.49	0.31	0.56	0.7	NA	0.2	0.41	0.2	0.37	0.17	0.5	0.35	0.35	NA	NA	0.2
1886	NA	0.91	0.93	0.79	0.46	0.55	0.76	0.65	0.93	0.22	0.39	0.94	0.53	0.79	0.4	0.85	0.36	0.83	0.97	NA	0.19	0.72	0.3	0.53	0.36	0.74	0.5	0.94	NA	NA	0.25
1887	NA	0.7	0.57	0.86	0.41	0.35	0.68	0.45	0.6	0.23	0.59	0.72	0.68	0.93	0.42	0.8	0.41	0.53	0.61	NA	0.18	0.57	0.22	0.66	0.25	0.79	0.52	0.56	NA	NA	0.23
1888	NA	0.71	0.9	0.74	0.4	0.51	0.65	0.41	0.79	0.22	0.39	0.55	0.66	0.81	0.35	1.02	0.41	0.8	0.73	NA	0.13	0.55	0.18	0.51	0.33	0.61	0.54	0.75	NA	NA	0.17
1889	NA	1.18	0.72	1.57	0.63	1.04	0.94	0.81	0.99	0.46	1.01	1.06	1.6	1.52	0.63	1.61	0.91	0.84	1.21	NA	0.25	1.16	0.52	1.24	0.56	1.37	0.81	0.75	NA	0.76	0.38
1890	NA	1.14	0.53	0.86	0.48	0.74	0.86	0.7	0.75	0.29	0.83	0.9	1.1	0.95	0.61	1.22	0.57	0.76	0.84	NA	0.24	0.83	0.53	1	0.59	0.91	0.6	0.6	NA	0.56	0.22
1891	NA	0.98	0.71	1.68	0.63	1.19	1.11	1.08	1.28	0.49	1.3	1.28	1.4	1.27	0.76	1.52	1.03	1.05	1.13	NA	0.39	1.23	0.74	1.55	0.7	1.27	0.83	0.96	NA	0.71	0.43
