# Vanoni - Tariche Haute Côte - ABAL - ITRDB CHE435
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41247
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41247.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che435-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che435.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che435.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-02
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-02
#--------------------
# Title
#   Study_Name: Vanoni - Tariche Haute Côte - ABAL - ITRDB CHE435
#--------------------
# Investigators
#   Investigators: Vanoni, Marco; Nötzli, Magdalena; Bigler, Christof
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Vanoni, Marco; Harald Bugmann; Magdalena Nötzli; Christof Bigler
#   Published_Date_or_Year: 2016
#   Published_Title: Drought and frost contribute to abrupt growth decreases before tree mortality in nine temperate tree species
#   Journal_Name: Forest Ecology and Management
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1016/j.foreco.2016.10.001
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Vanoni, Marco; Harald Bugmann; Magdalena Nötzli; Christof Bigler
#   Published_Date_or_Year: 2016
#   Published_Title: Quantifying the effects of drought on abrupt growth decreases of major tree species in Switzerland
#   Journal_Name: Ecology and Evolution
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1002/ece3.2146
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Swiss National Science Foundation
#   Grant: 140968
#--------------------
# Site_Information
#   Site_Name: Tariche Haute Côte
#   Location: Switzerland
#   Northernmost_Latitude: 47.335555566
#   Southernmost_Latitude: 47.335555566
#   Easternmost_Longitude: 7.161944451
#   Westernmost_Longitude: 7.161944451
#   Elevation_m: 750
#--------------------
# Data_Collection
#   Collection_Name: CHE435
#   First_Year: 1875
#   Last_Year: 2013
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Abies alba Mill.
#   Common_Name: silver fir
#   Tree_Species_Code: ABAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 22270_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 22270; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 22271_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 22271; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 22273_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 22273; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 22274_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 22274; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 22275_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 22275; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 22276_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 22276; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 22277_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 22277; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 22278_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 22278; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 22279_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 22279; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 22280_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 22280; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 22281_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 22281; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	22270_raw	22271_raw	22273_raw	22274_raw	22275_raw	22276_raw	22277_raw	22278_raw	22279_raw	22280_raw	22281_raw
1875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.35
1876	NA	NA	NA	NA	NA	2.49	NA	NA	NA	NA	2.21
1877	NA	NA	NA	NA	NA	4.18	NA	NA	NA	NA	3.17
1878	NA	NA	NA	5.14	NA	5.54	NA	NA	NA	NA	4.32
1879	NA	NA	NA	5.75	NA	3.71	NA	NA	NA	3.89	4.89
1880	NA	NA	NA	4.41	NA	2.7	NA	NA	NA	2.82	4.37
1881	NA	NA	NA	3.86	NA	2.18	NA	NA	2.4	2.52	3.29
1882	3.11	NA	NA	3.54	NA	3.09	NA	NA	3.39	3.59	4.92
1883	2.55	NA	NA	3.81	NA	2.27	NA	2.57	3.39	2.79	3.69
1884	3.59	NA	NA	4.36	NA	1.9	NA	2.16	2.65	1.9	2.17
1885	3.38	NA	NA	3.56	NA	2.21	NA	1.84	2.13	1.84	1.94
1886	3.6	NA	NA	3.78	NA	2.61	NA	1.9	2.18	2.19	3.32
1887	3.66	NA	NA	3.07	NA	1.97	NA	2.09	2.68	2.06	2.18
1888	4.81	NA	NA	3.47	NA	2.73	3.93	2.12	3.18	2.24	3.81
1889	4.48	NA	NA	3.72	NA	2.87	4.97	2.78	4.2	2.94	3.87
1890	4.68	NA	NA	3.25	NA	3.69	4.24	2.99	3.79	3.13	4.53
1891	4.61	NA	NA	3.06	NA	4.03	3.75	3.16	4.4	3.25	3.72
1892	4.86	NA	NA	2.65	NA	4.04	3.8	3.71	4.08	3.25	2.63
1893	4.52	NA	NA	1.36	NA	3.55	1.95	2.33	3.34	2.29	1.8
1894	5.15	NA	NA	1.65	3.22	3.61	3.27	4.17	3.58	3.59	3.18
1895	5.2	1.51	NA	1.46	2.66	2.94	2.95	2.56	3.58	2.92	2.26
1896	3.74	1.81	NA	1.44	2.94	2.47	2.92	2.43	2.54	2.79	2.17
1897	4.43	2.82	NA	1.65	3.59	3.71	3.64	3.29	4.21	3.44	2.3
1898	4.13	1.92	NA	1.36	3.09	2.8	3.24	2.88	4.19	2.96	2.5
1899	4.13	1.69	NA	1.12	2.88	2.84	2.85	2.88	3.77	2.8	2.03
1900	4.16	1.8	NA	1.04	3.37	2.5	2.7	2.46	3.45	3.07	1.62
1901	4.37	1.48	NA	0.93	3.47	3.33	3.07	2.77	3.84	3.63	2.63
1902	3.51	1.81	NA	1.16	3.17	2.82	2.4	2.19	3.53	2.6	2
1903	3.32	1.67	2.79	1.43	4.11	3.58	2.62	2.7	4.43	3.03	2.33
1904	3.94	1.21	2.49	1.24	3.11	3.15	2.37	2.28	3.35	2.89	1.79
1905	4.14	1.52	2.43	1.39	3.14	3.27	2.51	2.58	3	3.39	1.91
1906	4.51	1.27	2.01	1.41	2.98	3.19	2.53	2.4	2.98	3	1.61
1907	2.89	1.1	1.55	1.03	2.27	2.74	2.14	2.15	1.96	1.98	1.55
1908	3.63	1.46	1.88	1.37	2.79	3.73	2.49	2.88	2.06	3.15	2.01
1909	3.68	1.3	2.16	1.72	2.74	3.98	2.75	2.53	0.89	3.4	2.4
1910	5.04	1.59	2.64	2.31	3.42	4.94	3.07	3.59	0.64	3.76	2.89
1911	3.53	1.53	1.81	1.92	2.6	3.04	2.45	2.55	0.01	2.7	2.38
1912	3.78	1.22	1.91	2.11	3.12	3.87	2.1	3.48	0.47	2.85	2.45
1913	5.14	1.18	2.69	2.69	3.6	5.08	3.12	3.82	1.27	3.6	3.99
1914	4.59	1.31	2.42	2.72	3.95	4.27	3.22	3.7	1.89	3.69	3.77
1915	5.55	0.89	2.51	2.35	4.25	4.33	2.9	3.06	1.73	3.09	2.93
1916	6.87	1.44	2.59	2.67	4.78	5.57	3.45	3.83	2.52	4.08	2.99
1917	6.94	1.14	2.36	2.33	4.82	4.51	3.33	3.54	1.99	3.19	2.28
1918	5.19	1.28	2.22	2.47	4.38	4.15	2.94	2.6	2.34	3.11	2.04
1919	6.16	1.8	2.17	2.67	4.45	5.14	3.44	2.77	2.74	2.96	2.03
1920	4.44	1.91	2.44	2.82	4.17	5.33	3.19	3.16	2.85	2.78	2.06
1921	4.31	1.47	2.2	2.4	3.33	3.9	2.86	2.68	2.3	2.32	2.36
1922	3.2	1	1.68	2.06	2.73	2.29	2.32	1.77	2.4	1.7	1.78
1923	3.58	1.62	2.04	2.83	4.12	3.44	2.83	1.98	2.88	2.53	2.99
1924	2.97	1.3	1.94	2.29	3.63	2.65	2.63	1.7	2.7	2.45	3.17
1925	3.98	1.94	2.74	2.73	4.74	3.84	3.42	3.08	3.75	3.23	4.49
1926	3.82	1.47	2.4	2.35	3.25	3.46	3.12	3.17	2.72	3.55	3.58
1927	3.28	1.08	2.12	2.3	3.54	3.67	2.71	3.92	2.67	3.8	3.27
1928	3.01	1.3	1.71	2.34	3.59	2.79	2.19	2.64	1.91	2.67	2.99
1929	1.94	1.24	1.16	1.98	2.52	2.39	1.49	3.26	0.89	2.27	2.83
1930	2.4	1.51	0.75	2.45	4.89	3.67	1.78	3.67	1.6	2.83	3.64
1931	1.8	1.35	1.1	1.97	2.85	3.24	1.64	2.77	1.33	2.07	3.32
1932	2.89	1.49	2	2.67	4.42	4.99	2.11	3.29	1.92	2.81	2.79
1933	2.36	1.11	2.35	2.14	3.37	3.72	1.45	2.38	1.38	1.84	1.45
1934	2.1	0.71	1.93	1.83	2.07	2.75	1.11	1.14	0.73	0.95	0.61
1935	2.12	1.34	1.78	2.19	2.79	3.01	1.41	1.71	1.3	1.51	0.9
1936	1.59	1.25	1.66	2.85	3.17	3.56	1.76	1.93	1.26	2.14	0.93
1937	2.56	1.24	1.61	3.07	3.76	3.73	1.83	2.27	1.69	2.7	1.52
1938	2.14	1.09	1.5	2.73	2.4	2.82	1.68	1.53	1.51	2.3	1.55
