# Weber - BAR - FASY - ITRDB CHE584
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41838
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41838.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che584-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che584.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che584.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Weber - BAR - FASY - ITRDB CHE584
#--------------------
# Investigators
#   Investigators: Weber, Pascale; Lévesque, Mathieu; Walthert, Lorenz; Heiri, Caroline; Trotsiuk, Volodymyr; Sanders,Tanja
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Lorenz Walthert; Pascale Weber
#   Published_Date_or_Year: 2016
#   Published_Title: Soil nutrients influence growth response of temperate tree species to drought
#   Journal_Name: Journal of Ecology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/1365-2745.12519
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Weber, Pascale; Caroline Heiri; Mathieu Lévesque; Tanja Sanders; Volodymyr Trotsiuk; Lorenz Walthert
#   Published_Date_or_Year: 2015
#   Published_Title: Zuwachs und Klimasensitivität von Baumarten im Ökogramm der kollinen und submontanen Stufe
#   Journal_Name: Missing Journal Name
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3188/szf.2015.0380
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: BAR
#   Location: Switzerland
#   Northernmost_Latitude: 47.39321
#   Southernmost_Latitude: 47.39321
#   Easternmost_Longitude: 7.46779
#   Westernmost_Longitude: 7.46779
#   Elevation_m: 650
#--------------------
# Data_Collection
#   Collection_Name: CHE584
#   First_Year: 1869
#   Last_Year: 2006
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## bar03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bar03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bar06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bar06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bar08a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bar08a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bar10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bar10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bar13a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bar13a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bar16a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bar16a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bar18a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bar18a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bar21a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bar21a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bar24a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bar24a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bar29a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bar29a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	bar03a_raw	bar06a_raw	bar08a_raw	bar10a_raw	bar13a_raw	bar16a_raw	bar18a_raw	bar21a_raw	bar24a_raw	bar29a_raw
1869	1.69	NA	NA	NA	NA	NA	NA	NA	NA	NA
1870	1.96	NA	NA	NA	NA	NA	NA	NA	NA	NA
1871	1.15	NA	NA	NA	1.14	NA	NA	NA	NA	NA
1872	1.92	NA	NA	NA	1.17	NA	NA	1.98	NA	NA
1873	1.43	NA	NA	NA	1.73	NA	NA	1.43	NA	NA
1874	1	NA	1.34	NA	1.09	NA	NA	1.5	NA	NA
1875	0.74	NA	0.8	NA	0.69	NA	NA	1.45	NA	NA
1876	1.08	NA	1.68	NA	0.9	NA	NA	1.36	NA	NA
1877	1.04	NA	1.59	NA	0.71	NA	NA	1.23	1.13	NA
1878	1.8	NA	0.54	NA	0.78	2.74	1.22	1.11	0.96	NA
1879	1.36	NA	1.51	NA	0.79	2.96	1.35	1.25	1.31	NA
1880	1.59	NA	1.61	NA	0.97	1.84	0.92	0.87	1.18	NA
1881	1.23	NA	1.11	NA	0.67	1.7	1.34	0.77	0.96	NA
1882	1.51	NA	1.36	0.37	0.87	3.29	1.2	0.69	0.82	NA
1883	2.52	NA	1.88	0.68	1.33	3.08	1.12	0.81	0.86	NA
1884	1.99	1.39	1.38	0.47	1.26	1.62	0.85	0.76	0.68	NA
1885	1.26	1.04	0.95	0.33	0.88	0.83	0.98	0.58	0.53	2.13
1886	2.1	1.33	1.42	0.39	1.06	1.89	0.49	0.67	0.64	2.03
1887	1.15	1.22	1.19	0.34	0.92	0.98	0.48	0.43	0.37	1.5
1888	1.25	1.25	0.71	0.48	1.14	0.57	0.73	0.34	0.54	1.5
1889	1.95	1.85	0.93	0.55	1.36	1.61	0.62	0.35	0.61	2.74
1890	1.56	0.72	0.96	0.57	1.33	1.4	1.1	0.57	0.64	1.93
1891	2.03	0.56	1.04	0.65	1.29	1.52	0.36	0.42	0.83	1.81
1892	1.29	1.06	0.64	0.59	1.22	1.25	0.45	0.48	0.57	1.03
1893	0.67	0.6	0.3	0.43	0.71	0.45	0.23	0.3	0.26	0.63
1894	1.31	1.34	0.71	0.66	1.46	1.25	1.01	0.61	1.03	1.49
1895	1.46	1.36	1.11	0.7	1.28	1.17	1.14	0.61	1.13	1.55
1896	0.87	1.18	0.72	0.65	0.94	1.37	0.29	0.52	1.24	1.45
1897	0.85	0.8	0.86	0.49	0.95	1.1	0.64	0.4	1.02	1.16
1898	1	0.56	1.01	0.37	1.03	0.96	0.69	0.63	1.49	1.35
1899	0.55	0.36	0.66	0.14	0.9	0.64	0.22	0.44	1.15	0.91
1900	1.28	0.34	0.65	0.19	0.94	0.88	0.36	0.5	1.27	1.09
1901	1.56	0.47	0.87	0.22	1.37	0.89	0.46	0.53	1.35	1.12
1902	0.85	0.41	0.91	0.15	1.09	0.6	0.37	0.43	0.99	0.83
1903	0.95	1.03	0.94	0.2	1.45	0.87	0.33	0.52	1.06	1.06
1904	1.03	0.94	1.04	0.29	1.35	0.68	0.47	0.49	0.97	0.99
1905	0.8	0.96	0.51	0.43	1.32	0.71	0.43	0.33	1.26	1.05
1906	0.7	0.94	0.55	0.4	1.36	0.64	0.53	0.38	1.34	0.97
1907	0.58	0.66	0.7	0.27	1.2	0.56	0.63	0.48	1.01	0.76
1908	0.42	0.87	0.97	0.19	1.21	0.65	0.36	0.43	1.2	0.71
1909	0.39	1.43	1.01	0.36	0.74	0.54	0.54	0.42	1.4	0.84
1910	0.54	1.87	2.3	0.8	1.62	1.31	0.48	0.73	2.09	1.63
1911	0.5	1.08	1.74	0.56	1.12	1.05	0.27	0.81	1.46	1.19
1912	0.34	0.58	0.77	0.42	0.92	0.58	0.22	0.53	0.83	1.03
1913	0.73	0.84	1.23	0.44	0.95	0.78	0.62	0.53	1.05	1.35
1914	1.02	1.01	1.11	0.57	1.82	1.49	1.2	0.89	1.09	1.31
1915	0.97	0.97	1.52	0.71	1.65	1.29	2.64	0.47	0.59	1.48
1916	1.62	1.35	2.59	1.98	0.63	1.68	2.96	0.78	1.69	1.6
1917	1.61	1.64	2.36	1.66	1.33	1.81	1.94	0.89	2.38	1.41
1918	0.93	1.01	1.64	0.93	0.77	1.11	1.32	0.89	1.52	1.01
1919	0.93	1.05	1.28	1.01	1	0.76	1.43	1.02	1.07	0.93
1920	1.44	1.5	1.24	1.32	1.12	0.98	1.52	1.11	1.08	1.42
1921	1.4	1.41	0.74	1.35	1.02	1.1	0.96	1.22	1.13	1.46
1922	0.84	1.09	0.41	0.25	0.72	0.76	1.17	1.02	0.95	0.9
1923	1.05	1.24	0.5	0.73	0.84	0.87	1.4	1.33	1.21	1.34
1924	1.08	1.31	0.6	0.82	1.1	1.2	1.15	1.27	0.99	1.78
1925	0.94	1.4	0.7	0.93	0.94	1.02	1.13	1.05	1.24	1.64
1926	1.04	1.57	0.6	1.34	1.41	1.01	0.99	0.97	1.76	2
1927	0.85	1.7	0.6	1.49	1.12	1.09	1.11	0.91	2.05	1.84
1928	0.7	1.18	0.51	1.08	0.98	0.73	0.75	0.56	1.39	1.31
1929	0.72	1.02	0.45	0.74	0.95	0.59	1.05	0.69	1.13	0.9
1930	0.86	0.99	0.6	1.58	1.53	0.52	0.58	0.93	1.18	0.97
1931	0.84	1.86	0.85	1.45	1.26	1.07	0.5	1.23	1.36	1.12
1932	1.28	2.01	1.21	1.68	1.49	1.25	1.38	1.69	1.64	1.42
1933	0.82	1.33	0.93	1.08	0.99	0.89	1.11	1.02	1.48	1.12
1934	0.36	0.74	0.47	0.35	0.62	0.35	0.38	0.6	0.72	0.65
1935	0.72	1.13	0.77	1.1	1.32	0.94	0.92	0.74	1.04	1.29
1936	0.6	1.12	0.6	1.67	1.19	0.53	0.56	0.91	0.73	1.21
1937	0.45	1.07	0.67	1.2	0.97	0.54	0.62	0.45	0.83	1.16
