# Nehrbass-Ahles - Vordemwald Update - QURO - ITRDB CHE592
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41846
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41846.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che592-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che592.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che592.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Nehrbass-Ahles - Vordemwald Update - QURO - ITRDB CHE592
#--------------------
# Investigators
#   Investigators: Nehrbass-Ahles, Christoph; Babst, Flurin; Klesse, Stefan; Nötzli, Magdalena; Bouriaud, Olivier; Neukom, Raphael; Dobbertin, Matthias; Frank, David
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Nehrbass‐Ahles, Christoph; Flurin Babst; Stefan Klesse; Magdalena Nötzli; Olivier Bouriaud; Raphael Neukom; Matthias Dobbertin; David Frank
#   Published_Date_or_Year: 2014
#   Published_Title: The influence of sampling design on tree‐ring‐based quantification of forest growth
#   Journal_Name: Global Change Biology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/gcb.12599
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Vordemwald
#   Location: Switzerland
#   Northernmost_Latitude: 47.2672222
#   Southernmost_Latitude: 47.2672222
#   Easternmost_Longitude: 7.8836111
#   Westernmost_Longitude: 7.8836111
#   Elevation_m: 480
#--------------------
# Data_Collection
#   Collection_Name: CHE592
#   First_Year: 1814
#   Last_Year: 2011
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Quercus robur L. = Quercus pendunculata Ehrl.
#   Common_Name: English oak
#   Tree_Species_Code: QURO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## vor12a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vor12a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vor15a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vor15a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vor16a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vor16a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vor21a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vor21a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## vor26a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: vor26a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VDW0133a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VDW0133a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VDW0151a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VDW0151a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VDW0186a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VDW0186a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VDW0194a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VDW0194a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VDW1216a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VDW1216a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VDW1284a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VDW1284a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VDW1285a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VDW1285a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VDW1477a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VDW1477a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	vor12a_raw	vor15a_raw	vor16a_raw	vor21a_raw	vor26a_raw	VDW0133a_raw	VDW0151a_raw	VDW0186a_raw	VDW0194a_raw	VDW1216a_raw	VDW1284a_raw	VDW1285a_raw	VDW1477a_raw
1814	NA	2.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1815	NA	1.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1816	NA	1.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.82	NA
1817	NA	1.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.2	NA
1818	NA	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.1	NA
1819	1.56	1.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.11	NA
1820	2.17	2.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.83	NA
1821	1.16	1.37	NA	NA	NA	NA	NA	NA	NA	1.48	NA	0.9	NA
1822	1.93	1.61	NA	NA	NA	NA	NA	NA	NA	1.91	NA	1.26	NA
1823	2.47	2.14	NA	NA	NA	NA	NA	1.61	4.01	2.57	NA	1.59	NA
1824	2.08	2.06	NA	NA	NA	NA	NA	1.24	2.57	2.46	NA	1.75	NA
1825	1.86	1.66	NA	NA	NA	NA	NA	1.07	2.44	1.82	NA	1.16	NA
1826	2.09	1.53	NA	NA	NA	NA	NA	0.75	2.53	1.83	NA	1.52	NA
1827	1.35	1.33	NA	NA	NA	NA	NA	0.6	2.28	1.85	NA	1.59	NA
1828	1.74	1.67	NA	NA	NA	NA	NA	0.67	2.57	2.14	NA	1.69	NA
1829	1.76	2.09	NA	NA	NA	NA	NA	0.71	3.28	2.07	NA	2.08	NA
1830	1.71	1.76	NA	NA	NA	NA	NA	1.03	3.38	1.42	NA	2.06	NA
1831	1.33	2.19	NA	NA	1.66	NA	NA	1.5	2.79	1.48	NA	1.85	NA
1832	0.9	1.62	NA	NA	1.45	NA	NA	1.11	1.93	0.8	NA	0.87	NA
1833	1.46	1.72	NA	NA	1.62	NA	NA	0.95	1.89	0.96	NA	1.62	NA
1834	1.19	1.8	NA	NA	1.78	NA	NA	1.3	2.41	0.79	NA	1.33	NA
1835	1.55	1.82	NA	NA	1.4	NA	NA	0.88	2.48	0.8	NA	1.4	NA
1836	1.25	1.59	NA	NA	1.52	NA	NA	0.86	2.62	0.49	NA	1.32	NA
1837	1.01	1.75	NA	NA	0.86	NA	3.36	1.25	3.37	0.64	NA	1.64	NA
1838	1.64	2.33	NA	NA	1.42	NA	1.21	1.43	2.89	1.29	NA	2.44	NA
1839	1.57	2.69	NA	NA	2.04	NA	1.56	1.87	3.24	1.7	NA	2.38	NA
1840	1.86	3.52	NA	NA	2.71	NA	1.95	1.42	4.05	2.44	NA	2.36	NA
1841	2.11	3.45	NA	NA	2.7	NA	1.69	1.28	3.33	2.21	1.82	3.03	NA
1842	1.87	2.95	NA	NA	3.24	NA	1.4	1.45	3.24	2.1	2.15	3.52	NA
1843	1.57	2.7	2.05	NA	2.43	NA	1.03	1.95	3.18	1.52	2.27	2.17	NA
1844	1.88	2.5	1.75	1.91	2.26	NA	1.16	2.28	2.91	1.83	1.55	1.83	NA
1845	2.01	3.03	2.31	1.84	1.91	NA	1.03	2.21	2.72	1.84	1.73	1.59	NA
1846	1.91	4.39	2.59	2.44	1.79	NA	1.81	2.81	3.01	2.74	2.05	2.32	NA
1847	2.67	6	1.71	2.5	1.93	NA	2.08	2.58	3.17	1.98	1.88	2.44	NA
1848	2.34	6.01	1.96	2.74	2.55	NA	2.19	2.61	3.12	2.37	1.82	2.49	NA
1849	1.69	5.16	2.02	2.02	2.45	NA	2.69	2.35	3.33	2.47	1.94	2.62	NA
1850	1.51	3.58	1.86	2.11	2.66	NA	3.19	2.3	3.31	2.12	2.09	2.24	NA
1851	1.3	3.55	1.87	1.43	2.12	NA	2.1	2.32	3.18	2.2	1.62	1.9	NA
1852	1.37	3.46	1.74	1.59	2.13	NA	1.49	2.6	2.58	1.49	1.78	1.55	NA
1853	1.25	3.32	1.71	1.71	1.54	NA	1.83	2.27	2.66	2.74	1.61	1.93	NA
1854	1.22	2.91	2.01	1.34	1.36	NA	1.9	2.48	2.75	2.49	2.43	1.86	NA
1855	1.91	3.32	2.72	1.49	2.2	NA	2.37	1.64	3.74	2.19	2.24	2.46	NA
1856	1.25	2.24	1.79	1.35	2.01	NA	2.16	1.57	3.84	1.79	2.05	2.42	NA
1857	1.24	1.94	1.22	0.97	1.59	NA	1.65	1.23	3.55	1.51	1.63	1.78	NA
1858	0.91	1.6	1.18	0.92	1.19	NA	1.64	1.01	2.4	1	0.92	1.34	NA
1859	1.53	1.88	0.98	1.43	1.26	NA	2.13	0.81	3.44	1.39	1.36	1.61	NA
1860	1.18	1.55	1.07	1.23	1	NA	1.91	0.84	2.8	0.93	1.41	1.33	NA
1861	1.18	2.45	0.8	1.07	1.14	NA	2.12	0.67	3.66	1.23	1.26	1.54	NA
1862	0.99	1.9	0.98	1.01	1.21	NA	1.8	0.5	4.05	1.23	1.24	1.47	NA
1863	1.84	2.9	2	1.46	1.91	NA	2.66	1.6	3.57	1.71	1.58	1.66	NA
1864	1.63	2.57	1.84	1.32	1.61	NA	2.19	1.97	3.28	2	1.48	1.38	NA
1865	1.12	2.02	1.57	0.72	1.53	NA	2.47	1.22	2.95	1.06	1.25	0.9	NA
1866	1.25	2.28	1.95	1.12	1.48	NA	3.39	1.6	3.3	1.42	0.99	1.05	NA
1867	1.43	2.83	2.02	1.06	1.6	NA	2.94	2	3.77	1.54	1.29	1.21	NA
1868	0.78	1.33	1.1	0.85	0.63	NA	2.3	0.83	3.02	0.72	0.71	0.72	NA
1869	1.57	2.4	1.79	1.64	1.23	NA	1.64	1.52	3.32	1.06	0.97	1.22	NA
1870	1.26	1.57	1.44	0.9	1.16	NA	1.68	0.59	2.75	0.97	0.63	1.34	NA
1871	0.75	1.42	0.9	0.68	0.82	NA	1.38	0.47	3.05	0.6	0.89	1.4	NA
1872	0.93	1.39	0.86	0.88	0.73	NA	1.42	0.56	2.85	0.82	0.75	0.93	NA
1873	1.13	1.7	1.46	1	1.05	NA	1.57	1.18	3.16	1.09	1.04	1.28	NA
1874	0.64	1.63	1.01	0.77	0.65	NA	1.23	0.53	2.18	0.65	0.89	0.85	NA
1875	0.84	1.76	1.29	0.87	0.64	NA	1.1	0.86	2.5	0.9	0.84	0.86	NA
1876	1.08	1.57	1.16	1.03	0.86	NA	1.12	1.21	2.04	0.89	0.81	0.79	NA
1877	0.91	1.28	1.08	0.77	0.8	NA	1.11	1.14	2.11	0.76	0.95	0.57	NA
1878	1.21	1.46	1.64	0.85	1.32	NA	1.27	0.91	2.1	0.92	1	0.78	NA
1879	1.03	1.68	2.02	0.92	1.27	NA	1.1	1.32	2.15	1.22	0.98	1.39	NA
1880	0.47	1.4	1.65	0.81	0.75	NA	1.06	0.93	2.25	0.96	1	0.38	NA
1881	0.75	1.48	1.64	0.93	1.19	NA	1.09	0.78	2.48	0.82	0.76	0.59	NA
1882	0.86	1.53	1.68	0.78	1.15	NA	1.1	0.72	2.54	0.79	0.85	0.89	NA
1883	1.12	1.55	1.65	0.93	1.06	NA	1.14	0.58	3.04	1.12	0.88	1.24	NA
1884	1.09	1.22	1.73	0.72	1.1	NA	1.01	1.06	2.67	1.07	0.86	0.89	NA
1885	0.72	1.26	1.25	0.72	0.74	NA	0.9	1.05	2.01	0.93	0.6	0.76	NA
1886	0.65	0.77	1.09	0.49	0.53	NA	0.75	0.75	1.25	0.83	0.58	0.67	NA
1887	0.7	0.84	1.08	0.51	0.51	NA	0.73	0.72	1.2	0.88	0.5	0.6	NA
1888	0.57	0.69	0.85	0.44	0.41	NA	0.64	0.73	1.02	0.88	0.65	0.63	NA
1889	0.63	0.85	1.35	0.86	0.81	NA	0.8	1.01	1.56	1.22	0.66	0.86	NA
1890	0.56	1.19	1.48	0.64	0.64	NA	0.59	0.96	1.26	1.2	0.78	0.8	NA
1891	0.8	1.3	1.33	0.77	0.57	NA	0.69	0.68	1.19	1.17	0.8	0.54	NA
1892	0.74	0.93	1.34	0.52	0.67	NA	0.68	0.83	1.17	1.02	0.63	0.71	NA
1893	0.5	0.73	0.87	0.65	0.52	NA	0.49	0.84	0.99	0.57	0.44	0.41	NA
1894	0.75	0.95	1.14	1.06	0.75	NA	0.71	1.1	1.32	1.04	0.45	0.8	NA
1895	0.79	1.19	1.37	1.21	0.84	NA	0.68	1.06	0.89	1.15	0.69	0.68	NA
1896	0.77	0.96	1.39	0.78	0.69	NA	0.69	1.08	0.97	1.17	0.62	0.79	NA
1897	0.5	0.89	1.2	0.92	0.69	NA	0.61	0.65	0.68	1.15	0.52	0.89	NA
1898	0.45	0.75	0.84	0.42	0.54	NA	0.69	0.66	0.7	0.87	0.8	1.06	NA
1899	0.36	0.56	1.47	0.67	0.8	0.66	0.56	0.92	0.95	1.15	0.87	1.08	NA
1900	0.36	0.74	1.1	0.6	0.69	0.39	0.76	0.59	0.49	0.94	0.75	0.69	NA
1901	0.43	0.52	1.26	0.6	0.68	0.29	0.78	0.84	0.56	1.1	0.81	0.72	NA
1902	0.36	0.86	1.41	0.46	0.62	0.55	0.71	1.52	0.46	0.68	0.75	0.72	NA
1903	0.4	0.7	1.34	0.68	0.69	0.74	0.69	1.61	0.56	1.08	0.99	0.88	NA
1904	0.48	0.77	1.3	0.92	0.96	0.71	0.89	1.69	0.46	1.58	1.22	1.03	NA
1905	0.4	0.88	0.96	0.79	0.58	0.73	0.82	1.68	0.6	1.8	1.08	0.87	NA
1906	0.47	0.75	0.75	0.81	0.66	0.62	0.78	0.88	0.4	1.3	1.05	0.68	NA
1907	0.24	0.73	0.98	0.57	0.66	0.93	0.78	1.19	0.61	0.92	1.22	0.84	NA
1908	0.29	0.85	1.21	0.77	0.66	1	0.78	1.11	0.67	1.07	0.9	0.79	NA
1909	0.38	0.89	1.17	0.64	0.75	0.82	0.58	1.17	0.48	1.14	1.11	0.72	NA
1910	0.34	0.92	1.27	0.8	0.79	1.26	0.82	1.46	0.88	1.11	1.15	0.95	NA
1911	0.31	0.73	1.45	0.75	0.89	1.01	0.62	1.39	0.52	1.34	0.84	0.94	NA
1912	0.23	0.84	1.35	0.79	0.71	0.94	0.66	0.74	0.6	1.74	1.21	0.57	NA
1913	0.38	1.11	1.26	0.82	0.7	0.98	0.96	1.03	0.48	1.84	1.3	1.17	NA
1914	0.24	1.54	1.57	0.77	0.89	0.68	0.97	1.22	1.1	1.87	1.34	0.84	NA
1915	0.32	1.72	1.14	0.74	0.69	0.56	1.1	1.6	0.91	1.37	1.14	0.48	NA
1916	0.21	1.85	1.51	0.97	1.22	0.67	0.74	1.93	1.28	1.74	1.4	0.87	NA
1917	0.41	1.24	0.97	0.58	1.07	0.45	0.69	0.78	1.12	1.41	1.14	0.44	NA
1918	0.44	1.39	1.01	0.41	1.15	0.47	0.48	0.7	0.81	1.18	1.02	0.37	NA
1919	0.17	1.99	1.12	0.76	1.4	0.77	0.67	0.84	1.06	1.36	1.2	0.61	NA
1920	0.21	1.38	1.21	0.56	1.76	1	0.7	1.16	1.64	1.53	1.27	0.75	NA
1921	0.36	1.26	1.35	0.72	1.3	0.88	0.76	0.75	1.4	1.52	0.94	0.53	NA
1922	0.35	1.33	1.25	0.65	1.25	0.77	0.81	0.89	1.56	1.22	1.21	0.62	NA
1923	0.25	1.32	1.64	0.92	1.48	1.36	0.7	0.99	1.71	1.49	1.3	0.73	NA
1924	0.56	1.48	2.04	0.72	1.71	1.56	0.81	1.41	1.98	1.81	1.71	0.56	NA
1925	0.45	1.68	1.89	1.07	1.82	1.9	0.9	0.88	2.25	1.92	1.51	0.73	NA
1926	0.51	1.06	1.35	0.99	1.45	1.89	0.67	0.73	2.55	1.56	1.27	0.63	NA
1927	0.43	1.48	1.99	0.97	1.65	2.64	1.2	0.85	2.7	1.87	1.32	0.62	NA
1928	0.47	1.29	2.23	0.67	1.66	2.33	0.84	0.88	2.29	1.22	1.2	0.59	NA
1929	0.38	1.32	1.33	0.44	1.52	2.06	0.74	0.89	2.41	1.5	1.08	0.43	NA
1930	0.48	1.65	2.02	0.95	0.84	2.27	0.91	1.06	2.32	1.65	1.33	0.78	NA
1931	0.56	1.81	2.44	0.79	1.69	3.42	1.03	1.1	2.36	1.79	1.12	0.92	NA
1932	0.64	1.71	3.02	1.29	2.45	3.74	0.94	1.3	3.08	1.89	1.46	0.91	NA
1933	0.65	2.09	1.96	1.52	2.95	3.26	0.96	1.52	2.06	1.82	0.55	0.66	NA
1934	0.85	1.22	1.25	1.22	2.74	2	0.87	0.74	1.74	1.6	0.45	1.01	NA
1935	0.98	1.89	1.61	1.43	2.32	1.53	0.67	1.28	1.59	1.22	0.42	0.88	NA
