# Weber - BAT - FASY - ITRDB CHE582
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41836
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41836.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che582-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che582.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che582.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Weber - BAT - FASY - ITRDB CHE582
#--------------------
# Investigators
#   Investigators: Weber, Pascale; Lévesque, Mathieu; Walthert, Lorenz; Heiri, Caroline; Trotsiuk, Volodymyr; Sanders,Tanja
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Lorenz Walthert; Pascale Weber
#   Published_Date_or_Year: 2016
#   Published_Title: Soil nutrients influence growth response of temperate tree species to drought
#   Journal_Name: Journal of Ecology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/1365-2745.12519
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Weber, Pascale; Caroline Heiri; Mathieu Lévesque; Tanja Sanders; Volodymyr Trotsiuk; Lorenz Walthert
#   Published_Date_or_Year: 2015
#   Published_Title: Zuwachs und Klimasensitivität von Baumarten im Ökogramm der kollinen und submontanen Stufe
#   Journal_Name: Missing Journal Name
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3188/szf.2015.0380
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: BAT
#   Location: Switzerland
#   Northernmost_Latitude: 47.3841667
#   Southernmost_Latitude: 47.3841667
#   Easternmost_Longitude: 7.45
#   Westernmost_Longitude: 7.45
#   Elevation_m: 670
#--------------------
# Data_Collection
#   Collection_Name: CHE582
#   First_Year: 1889
#   Last_Year: 2007
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BAT01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAT02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAT03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAT04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAT05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAT06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAT07a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT07a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAT08a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT08a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAT09b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT09b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAT10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAT11a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAT11a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BAT01a_raw	BAT02a_raw	BAT03a_raw	BAT04a_raw	BAT05a_raw	BAT06a_raw	BAT07a_raw	BAT08a_raw	BAT09b_raw	BAT10a_raw	BAT11a_raw
1889	NA	NA	NA	NA	NA	NA	0.31	NA	NA	NA	0.9
1890	NA	1.87	NA	NA	NA	NA	0.49	NA	1.2	NA	1.82
1891	NA	1.21	NA	NA	NA	NA	1.8	1.79	1.52	NA	1.75
1892	NA	1.84	NA	0.58	NA	NA	2.23	1.76	1.28	1.83	0.99
1893	NA	1.92	NA	0.46	NA	NA	2.59	2.58	1.27	1.82	1.17
1894	NA	2.1	1.3	0.79	1.86	NA	3.49	3.22	1.72	2.14	1.51
1895	2.84	2.18	1.37	0.84	1.53	NA	4.06	2.93	1.38	2.48	0.81
1896	3.05	3.73	1.42	1.16	2.12	NA	3.86	2.54	1.89	2.83	1.32
1897	5.39	3.32	1.71	2.58	2.32	NA	3.25	1.56	1.96	3.64	1.63
1898	3.64	2.58	1.85	1.61	2.04	2.67	2.04	2.61	2.17	3.88	1.6
1899	2.31	2.52	2.05	1.12	2.35	2.45	2.48	2.55	2.1	2.42	1.52
1900	2.59	2.54	2.47	0.87	1.9	2.78	2.7	2.17	2	1.99	1.28
1901	3.35	2.22	1.85	0.76	1.42	3.66	2.2	2.74	2.18	2.6	1.56
1902	2.23	2.26	2.62	0.68	1.09	3.55	1.47	2.22	1.64	2.48	1.21
1903	2.63	2.27	1.66	1.05	1.05	4.13	1.81	1.72	1.4	2.7	1.69
1904	1.95	1.94	1.69	1.23	0.88	2.27	1.67	1.87	1.25	1.99	1.17
1905	1.97	3.47	1.06	1.74	1.36	2.72	2.61	2.24	1.6	1.7	1.44
1906	1.89	2.61	1.06	1.72	0.84	2.31	2.16	1.68	1.39	1.64	1.22
1907	1.46	2.83	1.41	1.76	0.73	1.59	2.26	1.79	1.58	1.56	1.29
1908	1.71	3.17	2.28	1.64	0.97	2.53	1.87	2.01	1.76	1.92	1.49
1909	1.63	3.7	3.37	1.01	0.78	2.36	1.78	1.83	1.78	2.47	1.42
1910	2.91	4.15	2.52	1.87	0.97	3.96	2.33	2.92	2.15	2.46	1.43
1911	2.69	2.54	3.97	1.06	1.13	2.84	1.96	2.14	2.08	1.71	1.32
1912	3.24	2.79	3.37	1.35	1.71	3.35	2.48	2.56	2.44	1.96	1.65
1913	2.78	1.77	0.72	1.01	1.2	3.1	2.44	2.33	2.2	1.82	1.34
1914	3.29	1.76	1.97	1	1.41	4.75	2.46	3.25	1.91	2.6	1.69
1915	2.72	1.8	2.13	0.87	1.12	3.55	2.13	3.1	1.73	2.46	1.65
1916	3.07	2.65	2.26	1.26	1.62	3.66	2.8	3.06	2.06	3.18	2.29
1917	3.34	3.11	2.64	0.99	1.81	3.86	2.68	2.8	2.3	3.24	2.34
1918	2.76	3.51	2.17	1.07	1.66	2.97	2.45	2.73	2.47	2.16	2.32
1919	2.15	2.81	1.86	1.47	1.21	2.44	1.95	2.2	2.12	1.63	1.71
1920	2.91	3.01	1.8	1.67	1.15	2.84	2.2	2.49	3.08	1.81	2.07
1921	2.16	2.37	1.62	1.48	1	2.53	2.21	2.15	2.71	1.54	1.87
1922	2.04	2.95	2.35	1.45	0.9	2.5	2.24	2.33	3.34	1.64	1.84
1923	2.04	2.61	2.08	1.33	1.06	2.07	1.97	2.55	2.86	2.23	1.62
1924	2.24	2.05	2.4	1.58	1.07	2.71	1.84	2.64	3.28	2.78	1.58
1925	2.43	2.67	2.89	1.54	1.17	3.03	1.64	2.78	3.48	2.8	1.46
1926	2.33	2.19	3.41	1.38	1.27	3.39	1.23	2.13	2.87	2.37	1.68
1927	2.71	2.16	2.79	1.45	1.33	3.01	1.61	2.1	2.38	2.76	1.67
1928	1.88	1.86	1.67	1	0.89	1.79	1.32	1.87	1.91	1.74	1.53
1929	2.01	2.23	2.19	1.28	1.04	2.58	1.7	1.83	2.34	2.32	1.73
1930	2.49	3.26	2.2	1.29	1.24	2.76	1.54	2.09	2.43	2.21	1.86
1931	2.82	3.18	2.14	1.39	1.22	4.21	1.72	2.62	3.17	2.78	1.71
1932	2.61	2.27	2	1.14	1.04	3.79	1.6	2.27	3.21	2.7	1.66
1933	2.66	1.73	1.94	1.32	1.44	2.77	1.96	2.42	3.04	2.66	1.7
1934	2.42	1.56	1.04	1.28	0.86	2.02	1.33	1.67	2.81	1.7	1.23
1935	2.34	1.99	0.97	1.19	1.13	1.87	1.19	1.62	2.7	1.84	0.96
1936	2.55	1.22	1.09	1.49	1.28	2.28	1.24	1.4	3.36	2.56	0.95
1937	2.42	1.3	0.75	1.24	0.95	2.66	0.91	1.67	3.1	1.94	0.91
1938	2.3	1.67	0.84	1.09	1.19	2.56	1.11	1.83	3.57	3	1.34
1939	2.09	2.28	0.72	0.88	0.85	3.05	1.03	1.95	4.16	2.6	1.67
1940	2.07	1.79	0.81	0.98	0.83	2.02	0.8	1.55	2.59	1.98	1.41
1941	1.88	1.88	1.03	1.17	0.72	1.85	1.33	1.87	3.14	1.86	1.47
1942	1.65	1.53	1.06	1.07	0.71	2.5	1.09	1.4	2.32	2.68	1.51
1943	1.91	1.33	1.2	1.01	0.67	1.9	1.54	1.93	2.42	2.52	1.76
1944	1.35	1.19	1.49	1.02	0.92	1.81	1.8	1.96	2.92	2.26	1.44
1945	0.89	1	1.2	1.06	0.77	1.53	1.55	1.74	2.34	1.61	1.49
1946	0.92	1.23	1.32	1.06	1.14	1.67	1.08	1.63	2.86	2.06	1.63
1947	1.07	1.16	1.17	1.05	1.13	1.53	1.18	1.35	2.56	1.76	1.42
1948	0.71	0.57	0.64	1	0.99	1.24	1.7	2.3	2.96	1.28	1.29
1949	1.4	1.55	1.23	1.09	1.21	2.31	1.76	2.84	2.93	2.14	1.49
1950	1.02	1.28	0.8	0.71	0.98	1.84	1.68	2.61	2.7	1.44	1.33
1951	1.74	1.7	1.79	1.06	1.73	3.94	2.29	3.19	3.1	2.86	1.98
1952	1.81	1.44	1.03	0.96	0.94	2.29	1.68	1.83	2.3	1.82	1.56
1953	1.31	1.8	0.9	1.45	1.19	2.33	2.39	2.37	2.45	2.21	1.2
