# Esper - Reykjavik 0RSG0 - PCSI - ITRDB ISL007
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/42140
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-42140.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/isl007-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/isl007.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/isl007.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-06-16
#--------------------
# File_Last_Modified_Date
#   Date: 2025-06-16
#--------------------
# Title
#   Study_Name: Esper - Reykjavik 0RSG0 - PCSI - ITRDB ISL007
#--------------------
# Investigators
#   Investigators: Esper, Jan
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Reykjavik 0RSG0
#   Location: Iceland
#   Northernmost_Latitude: 64.130178
#   Southernmost_Latitude: 64.130178
#   Easternmost_Longitude: 21.879431
#   Westernmost_Longitude: 21.879431
#   Elevation_m: 14
#--------------------
# Data_Collection
#   Collection_Name: ISL007
#   First_Year: 1962
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Picea sitchensis (Bong.) Carrière
#   Common_Name: Sitka spruce
#   Tree_Species_Code: PCSI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 0RSG1011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1132_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1141_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1142_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1142; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1171_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1171; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1172_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1172; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1181_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1181; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1182_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1182; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1191_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1191; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG1192_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG1192; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG6021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG6021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG6022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG6022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG6031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG6031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG6032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG6032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG6061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG6061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG6062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG6062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG6121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG6121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG6122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG6122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG6141_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG6141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG6142_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG6142; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG6171_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG6171; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RSG6172_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RSG6172; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	0RSG1011_raw	0RSG1012_raw	0RSG1061_raw	0RSG1062_raw	0RSG1071_raw	0RSG1072_raw	0RSG1081_raw	0RSG1082_raw	0RSG1091_raw	0RSG1092_raw	0RSG1111_raw	0RSG1112_raw	0RSG1131_raw	0RSG1132_raw	0RSG1141_raw	0RSG1142_raw	0RSG1171_raw	0RSG1172_raw	0RSG1181_raw	0RSG1182_raw	0RSG1191_raw	0RSG1192_raw	0RSG6021_raw	0RSG6022_raw	0RSG6031_raw	0RSG6032_raw	0RSG6061_raw	0RSG6062_raw	0RSG6121_raw	0RSG6122_raw	0RSG6141_raw	0RSG6142_raw	0RSG6171_raw	0RSG6172_raw
1962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1963	NA	NA	NA	NA	0.81	NA	NA	NA	NA	0.83	NA	NA	0.41	NA	NA	NA	1.01	NA	NA	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1964	NA	NA	NA	NA	0.55	NA	NA	NA	NA	1.15	NA	NA	0.47	NA	NA	NA	1.2	NA	NA	1.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1965	NA	NA	NA	NA	0.77	NA	NA	NA	NA	0.57	NA	NA	0.23	NA	NA	NA	0.81	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1966	NA	NA	NA	NA	0.98	NA	NA	NA	NA	0.83	NA	NA	1.31	NA	NA	NA	0.52	NA	NA	1.19	NA	NA	NA	NA	1.43	NA	NA	NA	NA	NA	NA	NA	NA	NA
1967	NA	NA	NA	NA	0.85	NA	NA	NA	NA	0.29	NA	NA	1.68	NA	NA	4.3	0.51	NA	NA	1.14	NA	NA	NA	NA	1.64	NA	NA	NA	NA	NA	NA	NA	NA	NA
1968	NA	NA	NA	NA	1.26	0.53	NA	NA	NA	0.4	NA	NA	1.23	NA	NA	2.8	1.38	NA	2.15	1.3	NA	NA	NA	3.4	2.36	NA	NA	NA	NA	NA	NA	NA	NA	NA
1969	NA	NA	NA	NA	1.43	1.55	NA	NA	NA	0.41	NA	3.23	1.5	NA	NA	2.59	1.94	NA	2.31	1.7	NA	NA	3.69	3.43	2.45	NA	NA	NA	NA	NA	NA	NA	NA	NA
1970	NA	NA	NA	NA	1.27	0.99	NA	NA	NA	0.3	NA	3.67	2.27	NA	NA	3.34	2.46	NA	3.69	2.77	NA	NA	5.25	4.02	3.97	NA	NA	NA	NA	NA	NA	NA	NA	NA
1971	NA	NA	NA	NA	0.93	0.81	NA	NA	NA	0.61	NA	4	4.02	NA	NA	4.92	4.72	NA	4.45	3.4	NA	NA	4.89	3.97	3.38	NA	NA	NA	NA	NA	NA	NA	NA	NA
1972	NA	NA	NA	NA	1.97	1.95	NA	3.57	NA	0.67	NA	5.5	5.06	4.54	NA	4.83	5.52	NA	5.37	4.65	NA	NA	7.46	5.23	4.24	NA	NA	NA	NA	NA	NA	NA	NA	NA
1973	NA	NA	6.39	3.03	2.01	2.5	NA	4	NA	1.01	4.02	4.84	4.62	4.5	NA	3.85	4.71	4.49	3.35	4.9	NA	NA	4.2	5.8	4.06	NA	NA	2.53	NA	NA	NA	NA	NA	NA
1974	NA	NA	5.97	2.28	2.04	2.3	NA	4.88	NA	1.27	4.95	5.06	4.97	5.32	3.88	3.38	6.91	5.58	5.8	5.74	NA	NA	6.89	4.34	5.16	NA	5.2	4.28	NA	NA	NA	NA	NA	NA
1975	NA	NA	3.53	2.57	2.43	1.9	3.11	3.52	NA	1.53	2.07	2.07	3.11	3.44	3.86	2.77	3.28	2.6	2.42	2	NA	2.43	2.65	2.76	4.38	NA	3.31	3.12	2.31	2.3	NA	NA	NA	NA
1976	NA	NA	6.72	2.63	3.12	2.97	5.61	5.95	NA	2.27	4.27	5.11	6.49	5.52	3.87	5.54	4.81	5.2	4.31	4.79	NA	3.47	5.66	4.88	5.17	NA	4.51	3.94	3.62	3.97	NA	NA	NA	NA
1977	NA	NA	7.78	4.29	2.47	4.23	5.72	6.46	NA	2.77	5.44	6.7	8.02	6.6	3.45	2.75	2.07	1.64	3.68	3.68	NA	1.1	4.72	3.54	3.83	NA	3.8	2.55	2.78	3.49	NA	NA	NA	NA
1978	NA	NA	7.89	4.39	2.48	3.08	3.92	4.46	NA	2.4	5.72	4.95	7.28	6.97	6.1	5.78	4.23	5.08	5.04	6.78	NA	0.71	5.27	4.72	7.45	NA	4.29	4.65	3.66	4.23	NA	NA	NA	NA
1979	NA	NA	5.85	3.06	2.28	2.55	3.39	3.88	NA	2.36	4.42	3.55	4.1	4.36	4.57	3.16	3.06	3.38	3.22	4.19	NA	0.58	2.16	4.19	4.13	NA	2.07	3.04	3.02	4.35	NA	NA	1.69	NA
1980	NA	NA	9.05	3.76	4.88	4.92	4.67	5.8	1.95	3.61	7.57	4.89	5.78	5.55	7.28	5.73	5.11	4.52	4.99	5.68	3.56	1	2.7	5.85	5.11	NA	6.67	6.6	4.9	6.19	NA	NA	2.05	3.88
1981	NA	NA	5.49	2.23	2.27	2.52	1.33	2.91	2.45	1.84	4.68	3.64	4.37	4.47	3.92	3.09	2.77	2.82	3.4	3.52	1.57	1.67	3.26	2.92	6.19	NA	1.96	2.51	2.5	4.94	NA	NA	3.56	2.85
1982	2.88	NA	7.17	4	3.23	2.76	4.05	4.4	2.64	3.17	3.71	3.96	3.39	3.36	5.2	5.43	3.75	3.03	3.15	2.97	0.46	2.67	5.6	3.2	8.1	NA	3.05	3.42	2.76	4.2	NA	NA	4.64	4.86
1983	4.23	NA	4.44	3.07	2.01	2.16	4.55	3.99	2.39	2.24	5.14	4.32	3.89	4.09	5.8	5.98	3.06	4	3.16	3.26	0.63	2.41	3.61	2.82	5.45	1.47	3.32	4.4	4.11	4.42	NA	NA	4.69	4.15
1984	7.32	NA	9.24	5	5.09	4.16	4.52	6.94	4.28	3.84	6.34	5.84	4.89	4.69	6.8	5.45	4.72	4.81	3.96	4.35	1.25	3.31	3.6	5.71	4.37	2.01	7.35	5.23	4.66	4.77	NA	NA	4.09	3.74
1985	4.76	3.14	5.91	3.74	3.83	2.68	4.82	5.5	2.93	3.62	4.11	3.93	3.79	4.59	4.51	6.57	4.39	4.74	4.06	3.67	2.68	3.53	3.02	3.26	3.31	1.96	3.33	3.33	3.98	4.52	4.41	NA	6.19	4.69
1986	3.95	2.35	1.07	0.66	1.89	2.16	2.13	4.1	0.58	0.48	1.28	1.78	1.42	2.04	2.22	3.2	1.58	3.27	2.96	2.66	2.31	3.18	0.91	1.92	1.17	1.06	2.14	2.54	2.35	3.8	3.89	NA	5.83	4.01
1987	3.93	3.75	2.04	1.03	3.32	2.98	2.91	3.26	0.86	0.86	1.61	2.83	1.79	2.66	3.54	5.17	1.91	4.29	4.87	5.05	2.75	3.37	2.5	1.69	1.64	1.25	2.27	3.16	4.9	4.2	5.75	5.72	3.58	3.83
1988	5.79	4.83	4.27	4.22	5.07	4.25	6.07	5.71	1.8	2.72	2.98	4.18	2.68	4.28	5.86	8.06	3.03	5.75	6.52	7.32	3.15	3.95	3.33	0.87	2.66	1.7	1.5	2.34	4.76	3.7	6.97	5.93	5.2	4.87
1989	4.84	5.01	3.84	4.71	4.28	3.87	4.23	3.91	1.79	4.19	3.03	4.06	1.74	4.28	5.87	6.01	1.65	3.65	3.91	6.08	2.9	4.89	4.03	0.88	5.77	2.48	2.41	2.37	4.14	4.16	6.68	5.47	5.45	4.63
1990	4.74	5.67	3.49	3.27	4.25	3.63	4.05	4.58	2.09	6.03	3.27	3.59	3.13	3.15	5.65	6.59	1.97	3.76	5.4	4.42	4.17	4.24	3.58	0.68	4.36	3.14	2.54	1.62	3.07	3.74	5.14	4.48	3.74	3.08
1991	4.35	5.08	5.5	4.41	4.23	4.84	5.67	7.77	2.63	5.98	3.96	4.68	3.67	5.53	6.26	9.29	2.4	3.69	7	3.3	4.74	3.79	3.85	1.13	3.79	2.48	3.47	2.02	1.63	3.2	6.2	6.03	3.45	3.18
1992	3.5	5.15	5.07	3.44	4.38	4.22	4	6.93	1.74	3.33	3.97	4.17	2.31	3.41	6.32	8.58	2.04	3.39	5.96	4.95	4.06	2.82	3.16	0.85	3.73	2.58	2.73	2.15	1.45	2.83	5.09	7.57	3.86	1.41
1993	3.89	4.19	4.43	1.96	3.63	1.94	3.37	4.13	1.64	2.72	1.6	1.17	1.69	1.64	3.78	3.4	1.15	1.67	3.64	5.4	2.7	2.58	2.34	0.71	3.04	2.22	2.65	2.22	0.92	1.57	4.8	6.11	3.12	0.72
1994	3.72	5.38	4.97	3.14	4.24	3.07	4.31	5.23	2.49	4.09	2.04	1.64	1.06	1.58	4.05	3.74	1.4	1.9	4.11	4.83	3.32	3.2	3.03	0.99	5.14	3.55	1.93	2.16	1.22	1.8	5.34	4.97	3.79	0.9
1995	2.77	3.12	2.54	2.28	2.35	2.66	2.09	2.58	1.68	1.38	1.3	1.57	1.23	2.03	3.93	3.11	0.33	0.77	2.26	3.43	1.93	1.79	1.45	1.42	2.65	1.86	1.54	1.84	1.95	2.11	4.31	4.32	2.39	1.47
1996	5.48	6.33	4.96	5.66	3.59	3.18	5.24	6.33	2.87	2.27	2.13	2.13	3.35	4.11	5.33	5.09	0.38	1.53	4.32	5.09	3.21	3.54	1.5	2.65	3.82	3.33	1.91	2.16	3.73	3.57	3.93	6.43	1.53	2.23
1997	4.77	5.86	4.19	6.67	3.56	3.58	4.94	5.92	4.04	3.71	3.12	2.38	4.55	4.16	7.09	5.78	1	2.54	6.59	5.55	4.43	4.53	1.71	2.33	3.6	2.63	1.84	1.9	1.77	1.72	6.54	9.41	2.55	2.95
1998	4.88	4.31	5.59	5.68	2.97	4.11	3.91	5.31	2.93	4.05	3.61	3.73	2.64	2.03	7.28	7.24	1.94	2.74	7.87	5.17	4.22	4.57	1.43	2.75	4	2.53	2.79	2.74	1.82	1.5	2.43	2.7	3.85	1.5
1999	4.9	5.54	4.88	5.38	4.26	3.99	3.23	4.35	3.66	3.1	3.24	3.78	3.91	3.76	6.94	5.96	2.04	3.61	6.8	3.46	3.67	4.51	1.82	1.87	3.79	2.38	2.19	2.87	2.57	2.52	1.9	1.34	5.59	0.58
2000	6.22	6.86	4.46	7.01	4.89	4.71	4.42	5.21	4.21	3.35	2.97	3.78	3.54	3.36	6.57	5.98	1.93	3.62	6.32	2.79	3.96	4.29	2.13	2.47	2.96	2.25	1.69	2.49	2.83	3.4	2.74	1.97	4.32	0.38
