# Weber - NES - QUPE - ITRDB CHE595
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41849
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41849.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che595-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che595.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che595.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Weber - NES - QUPE - ITRDB CHE595
#--------------------
# Investigators
#   Investigators: Weber, Pascale; Lévesque, Mathieu; Walthert, Lorenz; Heiri, Caroline; Trotsiuk, Volodymyr; Sanders,Tanja
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Lorenz Walthert; Pascale Weber
#   Published_Date_or_Year: 2016
#   Published_Title: Soil nutrients influence growth response of temperate tree species to drought
#   Journal_Name: Journal of Ecology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/1365-2745.12519
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Weber, Pascale; Caroline Heiri; Mathieu Lévesque; Tanja Sanders; Volodymyr Trotsiuk; Lorenz Walthert
#   Published_Date_or_Year: 2015
#   Published_Title: Zuwachs und Klimasensitivität von Baumarten im Ökogramm der kollinen und submontanen Stufe
#   Journal_Name: Missing Journal Name
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3188/szf.2015.0380
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: NES
#   Location: Switzerland
#   Northernmost_Latitude: 47.66658
#   Southernmost_Latitude: 47.66658
#   Easternmost_Longitude: 8.51041
#   Westernmost_Longitude: 8.51041
#   Elevation_m: 530
#--------------------
# Data_Collection
#   Collection_Name: CHE595
#   First_Year: 1859
#   Last_Year: 2007
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.
#   Common_Name: durmast oak
#   Tree_Species_Code: QUPE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## NES04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NES04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NES13a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NES13a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NES21a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NES21a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NES22a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NES22a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NES25a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NES25a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NES26a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NES26a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NES28a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NES28a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NES31a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NES31a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NES36a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NES36a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NES39a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NES39a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	NES04a_raw	NES13a_raw	NES21a_raw	NES22a_raw	NES25a_raw	NES26a_raw	NES28a_raw	NES31a_raw	NES36a_raw	NES39a_raw
1859	NA	NA	NA	NA	NA	NA	NA	2.37	NA	NA
1860	NA	NA	NA	NA	NA	NA	NA	3.59	NA	NA
1861	NA	NA	NA	2.64	NA	NA	NA	2.5	NA	NA
1862	NA	2.87	NA	1.5	2.71	NA	NA	1.75	NA	NA
1863	NA	3.38	NA	1.62	2.56	NA	NA	2	NA	NA
1864	NA	2.53	NA	1.53	2.87	NA	NA	1.62	NA	NA
1865	NA	1.56	NA	1.12	1.44	NA	NA	0.93	NA	NA
1866	NA	2.59	NA	1.4	1.78	NA	NA	1.81	NA	NA
1867	NA	2.58	NA	1.27	1.81	NA	NA	1.9	NA	NA
1868	NA	1.78	NA	1.11	1.33	NA	NA	1.2	NA	NA
1869	NA	2.92	NA	1.65	2.83	NA	NA	2.05	NA	NA
1870	NA	1.48	NA	1.01	1.03	NA	NA	0.83	NA	NA
1871	NA	2.55	NA	1.29	1.71	NA	NA	1.16	NA	NA
1872	NA	1.81	NA	1.23	1.54	NA	NA	1.64	NA	NA
1873	NA	1.9	NA	1.07	1.04	NA	NA	1.01	NA	NA
1874	NA	1.31	NA	1.13	0.85	NA	NA	1.02	NA	NA
1875	NA	1.44	NA	1.3	1.15	NA	NA	1.58	NA	NA
1876	NA	1.62	NA	1.35	1.1	NA	NA	0.93	NA	NA
1877	NA	1.44	NA	1.42	0.98	NA	NA	0.76	NA	NA
1878	NA	1.73	NA	1.51	1.39	NA	NA	1.71	NA	NA
1879	NA	1.5	NA	0.97	1.39	NA	NA	0.78	NA	NA
1880	NA	1.07	NA	0.56	1.2	1.28	NA	0.74	NA	NA
1881	NA	0.95	NA	0.63	0.82	0.92	NA	0.98	NA	NA
1882	NA	0.73	NA	0.42	0.41	0.83	NA	0.58	NA	NA
1883	NA	0.88	NA	0.36	0.46	0.88	NA	0.69	NA	NA
1884	NA	0.72	NA	0.34	0.33	0.96	NA	0.87	NA	NA
1885	NA	0.9	NA	0.44	0.41	1.13	NA	0.71	NA	NA
1886	NA	0.68	NA	0.31	0.51	1.2	NA	0.61	NA	NA
1887	NA	0.91	NA	0.4	0.39	0.76	NA	0.88	NA	NA
1888	NA	0.66	NA	0.45	0.45	0.6	NA	0.51	NA	NA
1889	NA	0.95	NA	0.67	0.67	0.71	NA	0.9	NA	NA
1890	NA	0.93	NA	0.45	0.42	0.93	NA	0.85	NA	NA
1891	NA	1.54	NA	0.7	0.77	0.94	NA	0.79	NA	NA
1892	NA	0.97	NA	0.5	0.66	0.7	NA	0.67	NA	NA
1893	NA	0.75	NA	0.37	0.89	0.72	NA	0.91	NA	NA
1894	NA	1.16	NA	0.54	0.61	0.7	NA	0.43	NA	NA
1895	NA	0.97	NA	0.71	0.96	0.67	NA	0.85	NA	NA
1896	NA	1.04	NA	0.43	0.97	0.89	NA	0.99	NA	NA
1897	NA	0.72	NA	0.38	0.91	0.61	NA	0.51	NA	NA
1898	NA	2.49	NA	1.87	1.91	2.88	NA	1.49	NA	NA
1899	NA	3.6	NA	1.93	1.89	2.96	NA	3.02	NA	NA
1900	NA	3.19	NA	1.57	1.55	1.75	NA	1.81	NA	2.79
1901	NA	4.02	3.18	2	1.3	1.13	NA	2.41	NA	2.18
1902	NA	4.96	2.6	2.11	1.39	1.25	NA	3.12	NA	0.96
1903	NA	2.03	1.27	1.2	1.19	1.08	NA	1.44	NA	0.96
1904	NA	2.08	1.38	1.29	1.29	0.87	NA	1.67	2.11	1.99
1905	1.51	1.94	0.79	0.92	1.24	1	NA	1.53	2.64	2.29
1906	1.42	1.22	0.75	0.83	1.08	1.27	NA	1.28	2.23	1.95
1907	1.44	1.05	0.73	0.99	0.89	1.05	NA	1.18	2	2.01
1908	1.26	1	0.79	1.04	0.9	1.06	NA	1.71	2.52	1.79
1909	1.44	0.71	0.78	0.96	0.8	1.21	1.87	1.34	2.82	2.04
1910	1.29	1.29	1.05	1.34	1.23	1.65	2.77	2.03	2.77	2.58
1911	1.02	0.83	0.72	1	0.76	1.04	1.22	1.05	1.84	1.76
1912	1.37	1.08	1.32	1.1	1.06	1.32	1.76	0.86	2.96	1.7
1913	1.07	0.91	0.94	1.04	1.09	1.32	1.03	0.99	1.77	1.53
1914	1.92	1.55	1.66	1.43	1.22	2.3	2.49	1.9	3.72	2.07
1915	1.95	0.95	0.95	1.16	1.15	1.54	1.67	1.06	2.44	1.53
1916	2.04	1.06	1.15	1.24	1.26	1.92	1.21	0.74	3.18	1.61
1917	1.71	1.1	1.23	1.08	1.15	1.38	1.33	1.01	2.71	1.45
1918	1.38	0.69	0.85	0.84	0.82	1.09	0.99	0.69	2.1	1.13
1919	1.15	0.61	0.5	0.73	0.63	0.63	0.92	0.61	1.5	0.9
1920	1.61	0.74	0.77	0.78	0.67	0.81	0.8	0.73	2.01	1.14
1921	0.9	0.48	0.3	0.56	0.57	0.74	0.62	0.62	0.85	0.71
1922	1.58	0.58	0.42	0.54	0.56	0.73	0.39	0.79	1.07	0.72
1923	1.46	0.49	0.69	0.37	0.4	0.45	0.39	0.63	0.77	0.8
1924	1.39	0.64	0.72	0.77	0.79	0.6	0.63	0.69	1.46	1.51
1925	0.86	0.51	0.53	0.66	0.55	0.45	0.82	0.53	0.81	1
1926	2.04	1.02	1.12	0.79	1.03	0.72	1.09	0.99	1.85	1.37
1927	1.44	0.75	0.71	1.05	1.16	0.62	0.84	0.54	1.36	1.1
1928	1.15	0.53	0.48	0.81	0.65	0.54	1.04	0.54	1.09	0.84
1929	0.85	0.67	0.44	0.79	0.75	0.68	0.67	0.57	1.14	0.89
1930	0.89	0.89	0.39	0.78	0.78	0.61	1.17	0.61	1.18	0.77
1931	1.64	0.85	0.49	1.09	1.11	0.86	1.77	0.73	1.74	1.16
