# Weber - OBE - FASY - ITRDB CHE574
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41828
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41828.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che574-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che574.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che574.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Weber - OBE - FASY - ITRDB CHE574
#--------------------
# Investigators
#   Investigators: Weber, Pascale; Lévesque, Mathieu; Walthert, Lorenz; Heiri, Caroline; Trotsiuk, Volodymyr; Sanders,Tanja
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Lorenz Walthert; Pascale Weber
#   Published_Date_or_Year: 2016
#   Published_Title: Soil nutrients influence growth response of temperate tree species to drought
#   Journal_Name: Journal of Ecology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/1365-2745.12519
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Weber, Pascale; Caroline Heiri; Mathieu Lévesque; Tanja Sanders; Volodymyr Trotsiuk; Lorenz Walthert
#   Published_Date_or_Year: 2015
#   Published_Title: Zuwachs und Klimasensitivität von Baumarten im Ökogramm der kollinen und submontanen Stufe
#   Journal_Name: Missing Journal Name
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3188/szf.2015.0380
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: OBE
#   Location: Switzerland
#   Northernmost_Latitude: 47.44339
#   Southernmost_Latitude: 47.44339
#   Easternmost_Longitude: 9.17389
#   Westernmost_Longitude: 9.17389
#   Elevation_m: 565
#--------------------
# Data_Collection
#   Collection_Name: CHE574
#   First_Year: 1897
#   Last_Year: 2008
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## obe05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: obe05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## obe11a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: obe11a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## obe19a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: obe19a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## obe23b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: obe23b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## obe26a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: obe26a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## obe28a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: obe28a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## obe29a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: obe29a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## obe31a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: obe31a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## obe36b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: obe36b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	obe05a_raw	obe11a_raw	obe19a_raw	obe23b_raw	obe26a_raw	obe28a_raw	obe29a_raw	obe31a_raw	obe36b_raw
1897	NA	NA	NA	NA	NA	NA	0.64	NA	NA
1898	NA	NA	NA	NA	NA	NA	0.73	NA	NA
1899	NA	NA	NA	NA	NA	NA	0.82	NA	NA
1900	NA	NA	NA	NA	NA	NA	0.85	NA	NA
1901	NA	NA	NA	NA	NA	NA	0.95	NA	NA
1902	NA	NA	NA	NA	NA	NA	0.89	NA	NA
1903	NA	NA	NA	NA	NA	NA	0.99	NA	NA
1904	NA	NA	NA	NA	NA	NA	0.93	NA	NA
1905	NA	NA	NA	NA	NA	NA	1.06	NA	NA
1906	NA	NA	NA	NA	NA	NA	1.01	NA	NA
1907	NA	NA	NA	NA	NA	NA	0.65	NA	NA
1908	NA	NA	NA	NA	NA	NA	0.83	NA	NA
1909	NA	NA	NA	NA	NA	NA	0.69	NA	NA
1910	NA	NA	NA	NA	NA	NA	0.99	NA	NA
1911	NA	NA	NA	NA	NA	NA	1.1	NA	NA
1912	NA	NA	NA	NA	NA	NA	0.84	NA	NA
1913	NA	NA	NA	NA	0.72	NA	0.69	NA	NA
1914	NA	NA	NA	NA	0.87	NA	1.02	NA	NA
1915	NA	NA	NA	NA	0.91	NA	1.2	NA	NA
1916	1.71	NA	NA	NA	1.71	NA	1	NA	NA
1917	1.41	NA	NA	NA	1.12	NA	1.97	NA	NA
1918	1.75	NA	NA	2.01	1.26	NA	1.47	NA	NA
1919	1.6	NA	0.45	2.88	0.48	0.68	1.05	NA	NA
1920	1.58	NA	0.87	3.05	2.02	0.98	1.27	NA	NA
1921	1.95	NA	0.77	3.56	1.81	1.12	1.89	NA	NA
1922	2.29	NA	0.68	3	2.14	1.09	2.43	NA	NA
1923	2.09	2.44	1.35	2.65	1.54	2.04	3.01	NA	NA
1924	2.06	1.05	1.4	2.23	0.54	1.89	2.37	NA	NA
1925	1.23	1.37	1.64	2.75	1.96	2	1.94	NA	NA
1926	2.32	1.47	1.52	2.79	1.17	2.01	1.82	NA	NA
1927	2.56	2.01	2.22	3.18	1.25	2.34	3.4	NA	NA
1928	3.05	2.44	1.91	2.93	2.33	2.14	2.94	NA	NA
1929	2.65	1.89	2.43	3.18	2.37	2.44	2.91	NA	NA
1930	2.06	2.35	2.42	2.67	2.17	3.01	3.17	NA	NA
1931	2.33	2.64	3.4	2.28	2.95	2.88	4	3.33	NA
1932	2.25	3.14	3.22	2.55	3.62	4.19	4.03	0.3	NA
1933	1.41	2.11	2.86	2.42	2.72	2.82	3.03	0.09	NA
1934	1.18	2.42	2.89	2.3	2.54	2.6	3.56	0.09	NA
1935	2.22	1.96	2.53	2.57	2.27	1.96	2.91	0.85	NA
1936	1.08	0.97	3.16	2.16	1.55	1.83	2.27	1.74	NA
1937	1.57	1.64	3.24	2	1.84	1.15	1.52	0.65	NA
1938	1.98	0.57	1.75	0.99	0.66	0.7	0.83	0.79	NA
1939	1.67	1.1	1.96	0.79	0.79	0.68	0.84	1.06	NA
1940	1.34	1.31	1.8	0.58	0.91	0.79	1.31	0.4	NA
1941	1.51	0.8	1.33	0.77	2.12	1.38	1.2	0.49	NA
1942	1.7	1	1.59	0.74	2	1.7	1.56	0.74	NA
1943	2.35	1.38	2.33	1.22	2.05	2.32	1.6	1.5	NA
1944	2.48	2.11	3.07	1.91	1.97	2.51	1.33	1.45	NA
1945	3.58	2.08	2.84	1.15	1.83	3.01	1.56	3.21	0.75
1946	3.6	2.68	2.27	0.88	2.7	2.56	0.91	3.24	1.26
1947	3.33	4.41	1.76	1.24	3.68	2.98	1.63	3.12	0.74
1948	3.67	6.1	1.66	2.1	3.67	2.35	2.48	1.97	0.92
1949	2.97	5.61	1.87	2.27	3.34	3.32	2.84	2.09	1.26
1950	2.83	5.27	2.24	2.55	3.41	4.19	3.02	2.96	0.9
1951	2.05	5.43	1.77	3.07	3.77	3.31	3.65	3.74	0.95
1952	1.41	5.1	1.67	3.32	0.81	4.57	4.12	2.95	0.97
1953	1.67	1.88	0.91	1	0.98	2.76	2.05	1.52	0.92
1954	1.8	3	1.19	1.26	3.66	2.97	2.29	1.59	1.58
1955	2.33	4.09	0.85	1.32	4.21	3.46	3.22	2.53	2.67
1956	1.62	3.25	1.08	2.69	3.39	3.04	3.15	2.06	3.19
1957	0.46	3.55	0.2	1.85	3.03	2.7	2.23	1.11	1.71
1958	1.18	4.46	0.99	2.36	4.37	2.99	3.14	1.75	3.49
1959	1.12	3.7	0.95	2	2.76	4.68	3.13	1.57	4.26
1960	0.71	2.39	0.76	1.43	1.63	2.5	3.07	0.93	4.5
1961	0.69	3.47	0.92	1.35	1.55	3.5	3.13	1.29	4.43
1962	0.41	3.07	0.89	0.9	1.37	2.99	2.75	1.43	4.48
1963	0.42	2.23	0.69	0.59	2.02	2.24	2.21	1.41	3.47
1964	1.64	2.03	0.48	0.89	2.67	2.39	2.27	0.91	3.23
1965	1.68	2.13	0.38	0.64	2.47	2.24	3.07	1.06	3.01
1966	1.82	1.48	0.29	0.76	1.79	3.16	2.88	1.23	3.76
1967	2.08	1.32	0.27	0.79	2.37	1.54	3.08	1.72	4.78
1968	2.29	1.4	0.34	1.3	2.19	2.37	2.4	1.56	3.82
1969	1.93	2.19	0.14	1.36	2.65	2.4	2.71	1.52	4.11
1970	0.98	1.09	0.15	0.55	2.18	1.61	1.89	0.93	2.95
1971	1.22	1.94	0.27	0.37	2.27	2.22	1.81	0.88	3.52
1972	0.93	1.47	0.1	0.56	1.7	1.49	1.53	1.19	2.61
1973	1.37	1.5	0.13	0.61	2.09	1.32	2.87	1.1	2.48
