# Lévesque - Goppenstein - LADE - ITRDB CHE533
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41787
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41787.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che533-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che533.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che533.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Lévesque - Goppenstein - LADE - ITRDB CHE533
#--------------------
# Investigators
#   Investigators: Lévesque, Mathieu; Rigling, Andreas; Bugmann, Harald; Weber, Pascale; Brang, Peter; Saurer, Matthias; Siegwolf, Rolf; Eilmann, Britta
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Andreas Rigling; Harald Bugmann; Pascale Weber; Peter Brang
#   Published_Date_or_Year: 2014
#   Published_Title: Growth response of five co-occurring conifers to drought across a wide climatic gradient in Central Europe
#   Journal_Name: Agricultural and Forest Meteorology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1016/j.agrformet.2014.06.001
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Goppenstein
#   Location: Switzerland
#   Northernmost_Latitude: 46.35972222
#   Southernmost_Latitude: 46.35972222
#   Easternmost_Longitude: 7.76007
#   Westernmost_Longitude: 7.76007
#   Elevation_m: 1225
#--------------------
# Data_Collection
#   Collection_Name: CHE533
#   First_Year: 1927
#   Last_Year: 2011
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Larix decidua Mill.
#   Common_Name: European larch
#   Tree_Species_Code: LADE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## LL01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LL01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LL02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LL02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LL03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LL03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LL04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LL04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LL05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LL05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LL06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LL06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LL07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LL07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LL08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LL08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LL09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LL09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LL10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LL10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LL11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LL11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LL12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LL12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LL13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LL13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LL14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LL14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LL15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LL15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	LL01_raw	LL02_raw	LL03_raw	LL04_raw	LL05_raw	LL06_raw	LL07_raw	LL08_raw	LL09_raw	LL10_raw	LL11_raw	LL12_raw	LL13_raw	LL14_raw	LL15_raw
1927	NA	NA	NA	NA	NA	NA	NA	1.78	NA	NA	NA	NA	NA	NA	NA
1928	NA	2.61	NA	3.08	NA	NA	1.66	1.6	NA	NA	NA	NA	NA	NA	NA
1929	3.46	4	NA	3.99	2.87	NA	2.73	2.1	NA	NA	NA	NA	NA	NA	NA
1930	1.36	2.39	NA	2.07	0.91	NA	1.92	1.07	NA	NA	NA	NA	NA	NA	NA
1931	2.24	3.04	NA	2.74	1.87	NA	2.74	1.46	NA	NA	NA	NA	NA	NA	2.31
1932	3.33	4.27	3.02	3.97	3.01	NA	3.35	2.69	NA	NA	NA	NA	NA	NA	1.88
1933	3.3	3.24	2.55	2.16	1.82	NA	1.78	1.87	NA	NA	NA	NA	NA	0.86	1.6
1934	1.36	2.21	1.47	2.39	1.3	2.11	2.21	2.83	1.65	NA	NA	NA	NA	2.16	2.78
1935	1.9	2.56	1.39	2.98	1.49	2.68	1.92	3	1.21	NA	NA	1.05	NA	3.01	2.15
1936	3.43	3.95	3.56	4.65	3.82	4.26	4.75	6.36	3.68	2.89	NA	4.24	NA	5.87	3.55
1937	1.32	1.94	1.47	2.21	0.72	1.31	1.34	1.57	0.7	3.47	NA	2.77	2.49	2.88	1.97
1938	2.45	2.57	1.57	3.07	1.71	2.36	2.22	3.38	1	6.51	NA	6.43	5.6	5.74	2.92
1939	2	2.09	1.07	2.35	3.25	1.76	1.28	1.61	1.77	3.39	1.65	3.5	2.56	2.64	4.02
1940	3.15	3.15	2.33	3.22	2.71	2.93	2.92	3.5	1.87	5.3	3.27	4.22	4.76	4.73	2.64
1941	2.84	2.51	1.93	2.82	1.72	1.66	2.14	2.33	1.17	4.86	2.73	4.9	2.69	3.7	1.68
1942	2.62	2.02	1.44	2.38	1.03	1.07	1.82	1.75	1.13	5.52	3.26	4.58	3.62	3.05	1.98
1943	1.95	2.01	1.69	2.73	1.52	1.5	2.18	2.3	0.86	4.91	3.47	6.17	4.27	3.17	2.03
1944	2	1.91	1.73	2.2	1.56	1.55	2	1.48	0.88	5.49	3.72	6.49	5.25	3.75	2.58
1945	2.18	2.5	2.02	2.63	1.92	1.79	2.12	2.43	1.31	3.25	2.35	4.07	3.65	2.1	2.26
1946	2.43	2.47	2.86	2.8	2.49	1.79	2.16	2.59	2.26	7.13	4.78	7.48	5.17	4.16	3.37
1947	2.02	1.8	1.97	2.25	1.46	1.19	1.9	1.88	1.2	5.15	2.24	4.08	3.56	2	1.85
1948	2.09	2.25	2.23	2.65	1.12	2.4	2.4	2.04	2.2	7.48	3.77	7.13	4.93	4.6	3.34
1949	1.5	1.83	1.89	2.2	0.8	1.45	1.41	1.57	1.36	4.35	1.95	4.3	3.44	2.68	2.41
1950	1.74	2.05	1.27	2.7	1.02	1.56	1.92	1.8	2.02	6.05	1.95	5.4	3.41	3.09	2.76
1951	1.65	2.08	1.5	2.56	1.76	1.86	2.37	2.65	2.39	6.11	2.76	6.54	4.35	3.15	4.13
1952	1.45	2.42	1.92	2.91	1.83	1.99	2.04	2.43	2.75	5.73	3.03	6.04	3.92	3.32	4.94
1953	1.7	2.29	2.26	2.94	2.08	2.48	2.7	3.09	3.09	5.47	2.41	6.96	4.4	3.42	4.22
1954	1.51	2.05	1.75	2.16	1.55	1.52	1.67	1.52	1.9	4.84	2.55	5.61	3.05	3.29	3.86
1955	1.76	2.16	1.92	2.8	2.31	2.16	1.91	2.5	2.9	5.63	4.05	6.67	3.22	4.04	5.19
1956	2.13	2.5	2.39	3.08	3.12	3.03	2.34	3.08	4.15	6.34	3.58	6.74	3.31	3.43	6.87
1957	1.65	2.95	2.46	3.5	3.07	2.75	2.09	3.3	4.13	6.33	2.8	7.71	3.18	3.19	6.27
1958	1.62	2.75	2.26	2.82	2.76	2.53	2.73	3.11	4.07	7.13	3.7	7.67	3.6	3.54	5.48
1959	1.46	1.47	1.52	1.99	1.21	1.32	1.2	1.55	2.25	6.15	2.47	5.2	2.07	1.61	3.48
1960	1.09	1.55	1.2	1.85	0.94	1.4	1.44	1.55	2.69	6.05	2.35	5.15	1.83	2.53	3.68
1961	1.09	1.43	1.37	2.15	1.26	1.6	1.72	1.94	2.27	5.76	2.88	5.81	1.69	2.5	3.49
1962	0.77	1.36	1.18	1.74	0.81	0.98	1.05	1.34	1.85	4.47	2.21	3.57	1.47	2.55	2.6
1963	0.6	1.06	0.72	1.96	0.36	0.74	1.12	1.11	1.64	3.19	1.84	3.71	1.23	1.38	1.93
1964	0.72	1.52	0.96	1.73	0.83	0.96	1.38	1.57	1.84	4.14	2.58	5.55	1.45	2.53	3.69
1965	1.12	1.82	1.42	2.37	1.79	1.61	1.83	2.09	2.46	3.69	2.64	5.2	1.84	2.56	4.19
1966	1.16	2.1	1.41	2.59	1.23	1.51	1.39	1.71	2.36	3.77	3.14	5.15	1.94	3	5.47
1967	1.6	2.35	1.27	2.41	1.66	1.9	1.93	2.72	3.48	3.65	3.31	4.39	1.77	3.27	4.81
1968	1.5	2.32	1.44	1.8	1.78	1.99	1.65	2.35	3.35	3.48	2.98	3.63	1.82	2.98	3.52
1969	1.46	2.84	1.83	2.17	2.28	2.49	2.38	2.69	3.55	4.81	3.49	5.35	2.12	3.52	5.25
1970	1.31	2.2	1.33	2.05	1.81	2.01	1.97	2.25	2.8	5.09	2.78	4.1	1.73	2.66	4.21
1971	1.23	2.38	1.39	2.02	2.14	2.27	2.01	2.3	2.63	3.71	3.06	3.84	1.48	2.43	3.9
1972	1.14	1.72	1.04	1.99	1.53	1.74	1.79	1.83	2.5	3.18	2.16	4.73	1.27	2.37	3.47
1973	0.78	1.72	0.97	1.89	1.32	1.63	1.27	1.51	2.37	3.1	2.11	3.84	1.16	1.47	3.28
1974	0.8	1.56	1.03	1.7	1.17	2.35	0.93	1.53	2.18	2.98	2.08	4.76	1.27	1.7	3.05
1975	0.97	1.27	1.19	1.89	1.76	2.24	1.41	1.97	2.04	3.13	1.7	4.06	1.34	1.35	3.88
1976	1.06	1.41	1.32	2.08	1.57	1.84	1.31	1.88	2.03	2.73	1.69	3.63	1.26	1.47	3.71
1977	0.98	1.78	1.63	2.53	2	2.48	1.83	2.65	2.98	2.64	2.05	3.8	1.48	1.93	3.73
