# Weber - SCW - PCAB - ITRDB CHE515
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41769
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41769.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che515-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che515.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che515.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Weber - SCW - PCAB - ITRDB CHE515
#--------------------
# Investigators
#   Investigators: Weber, Pascale; Lévesque, Mathieu; Walthert, Lorenz; Heiri, Caroline; Trotsiuk, Volodymyr; Sanders, Tanja
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Lorenz Walthert; Pascale Weber
#   Published_Date_or_Year: 2016
#   Published_Title: Soil nutrients influence growth response of temperate tree species to drought
#   Journal_Name: Journal of Ecology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/1365-2745.12519
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Weber, Pascale; Caroline Heiri; Mathieu Lévesque; Tanja Sanders; Volodymyr Trotsiuk; Lorenz Walthert
#   Published_Date_or_Year: 2015
#   Published_Title: Zuwachs und Klimasensitivität von Baumarten im Ökogramm der kollinen und submontanen Stufe
#   Journal_Name: Missing Journal Name
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3188/szf.2015.0380
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: SCW
#   Location: Switzerland
#   Northernmost_Latitude: 47.01683
#   Southernmost_Latitude: 47.01683
#   Easternmost_Longitude: 8.61455
#   Westernmost_Longitude: 8.61455
#   Elevation_m: 712
#--------------------
# Data_Collection
#   Collection_Name: CHE515
#   First_Year: 1840
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SCW01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCW01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCW03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCW03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCW05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCW05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCW06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCW06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCW08a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCW08a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCW09a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCW09a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCW11a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCW11a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCW12a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCW12a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCW13a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCW13a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCW14a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCW14a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SCW01a_raw	SCW03a_raw	SCW05a_raw	SCW06a_raw	SCW08a_raw	SCW09a_raw	SCW11a_raw	SCW12a_raw	SCW13a_raw	SCW14a_raw
1840	NA	NA	NA	NA	NA	1.66	NA	NA	NA	NA
1841	NA	NA	NA	NA	NA	1.66	NA	NA	NA	NA
1842	NA	NA	NA	NA	NA	0.87	NA	NA	NA	NA
1843	NA	NA	NA	NA	NA	1.35	NA	NA	NA	NA
1844	NA	NA	NA	NA	NA	0.96	NA	NA	NA	NA
1845	NA	NA	NA	NA	NA	1.13	NA	NA	NA	NA
1846	NA	NA	NA	NA	NA	1.37	NA	NA	2.93	NA
1847	NA	NA	NA	NA	NA	1.38	NA	NA	2.76	NA
1848	NA	NA	NA	NA	NA	1.18	NA	NA	2.44	NA
1849	NA	NA	NA	NA	3.07	0.85	NA	NA	1.99	NA
1850	NA	NA	NA	NA	3.84	0.95	NA	NA	1.61	NA
1851	NA	NA	NA	NA	3.58	1.03	NA	NA	2.47	NA
1852	NA	NA	1.83	NA	3.22	0.88	NA	NA	2.73	NA
1853	NA	1.66	1.76	NA	2.34	0.77	NA	NA	1.79	NA
1854	NA	1.84	2.12	NA	2.83	0.83	NA	NA	2.11	NA
1855	NA	2.47	2.31	NA	3.56	1.09	NA	NA	2.97	NA
1856	NA	1.99	2.43	NA	2.66	1.35	NA	NA	2.67	NA
1857	NA	1.37	1.87	NA	1.76	1.01	NA	NA	1.88	NA
1858	NA	2.17	2.58	NA	2.54	1.36	NA	NA	1.93	NA
1859	NA	2.02	2.46	NA	2.37	1.57	NA	NA	2.99	NA
1860	NA	2.42	3.06	NA	2.45	1.59	NA	NA	3.11	NA
1861	NA	3.35	2.5	NA	2.8	2.73	NA	NA	2.35	NA
1862	NA	2.95	2.99	NA	2.04	2.92	NA	NA	2.18	2.33
1863	0.97	3.31	2.76	NA	2.52	1.89	NA	NA	2.65	2.57
1864	1.07	2.7	2.24	NA	2.54	1.5	NA	NA	2.23	2.62
1865	0.79	0.98	1.79	NA	1.83	1.08	0.9	NA	1.06	1.37
1866	0.99	1.26	1.81	NA	1.78	0.65	1.6	NA	1.52	1.77
1867	1.62	1.95	3.08	NA	1.99	1.97	1.82	NA	2.33	1.73
1868	0.9	1.09	1.93	NA	1.55	1.95	0.69	NA	1.56	1.34
1869	1.12	1.73	2.96	NA	2.61	1.45	2.06	NA	1.37	1.93
1870	0.89	1.07	1.29	NA	1.28	1.48	0.76	NA	1.09	0.92
1871	1.3	2.11	2.18	NA	1.6	2.81	1.14	NA	1.39	1.37
1872	1.41	3.84	1.64	1.46	2.96	2.69	2.95	NA	2.33	2.23
1873	1.84	2.76	2.12	1.12	2.79	2.37	2.43	NA	1.79	1.94
1874	1.43	1.53	2.07	0.95	1.86	1.79	1.29	NA	1.04	1.2
1875	1.43	1.29	1.88	1.25	2.56	2.04	1.47	NA	1.1	1.37
1876	1.13	1.21	1.59	1.23	2.27	1.7	1.39	NA	1.37	1.38
1877	1.04	0.81	1.35	1.5	2.02	2.47	1.42	NA	0.94	1.53
1878	1.74	1.36	2.02	1.42	2.56	3.38	1.73	NA	1.41	1.41
1879	1.49	1.96	1.79	1.38	3.42	3.97	2.65	NA	1.45	1.99
1880	1.21	2.21	1.83	1.72	3.23	2.32	1.82	NA	1.75	1.52
1881	1.25	1.84	1.49	1.33	2.58	2.04	1.43	1.83	1.53	1.29
1882	1.09	1.64	1.24	1.87	2.1	2.63	1.38	3.23	0.95	1.15
1883	1.28	1.72	1.12	2.09	3.22	2.56	2.29	2.45	1.47	0.81
1884	1.24	1.83	1.47	2.44	3.51	2.4	1.89	1.36	1.31	1.09
1885	1.2	1.44	1.69	3.02	2.54	1.77	2.11	0.91	0.74	1.45
1886	0.82	0.7	1.03	1.82	0.98	1.49	1.22	0.5	0.59	1.12
1887	1.8	1.6	0.84	1.63	1.01	1.9	1.47	1.41	0.82	1.66
1888	1.73	1.45	1.18	2.3	2.31	1.66	1.46	1.22	0.95	1.41
1889	1.45	1.12	1.25	2.08	1.51	1.69	1.03	1.49	0.81	1.07
1890	1.25	1.79	1.48	2.01	1.72	1.94	1.28	1.16	0.89	1.43
1891	1.01	1.28	2.04	1.61	2.08	2.3	1.41	1.3	0.92	2.32
1892	0.96	1.6	1.73	2.34	1.92	1.72	2.18	2.97	0.87	2.37
1893	0.74	0.91	1.42	1.29	1.41	2.56	1.06	1.16	0.77	1.12
1894	1.21	1.12	1.35	1.34	1.36	2.45	1.21	1.59	1.25	1.41
1895	1.42	1.29	1.37	1.84	1.96	3.25	1.34	2.61	1.18	0.99
1896	0.88	1.57	1.28	1.02	2.76	2.47	1.03	1.28	1.42	0.62
1897	1.48	1.96	1.53	2.51	2.21	2.26	1.83	1.9	1.35	1.77
1898	1.22	1.22	1.33	1.64	0.92	1.74	1.79	1.84	1.1	1.56
1899	0.88	2.23	1.4	1.27	1.95	1.72	1.8	0.79	0.8	1.49
1900	1.38	2.63	1.13	1.97	1.69	1.11	1.39	0.95	0.69	1.29
1901	1.03	1.15	0.92	0.88	1.81	1.11	0.8	1.36	0.8	0.85
1902	1.41	0.93	1.31	1.1	1.6	1.19	1.49	2.27	1	0.89
1903	1.32	0.71	1.48	0.97	1.64	1.72	1.38	2.1	0.87	1.29
1904	1.37	0.96	1.05	0.89	1.75	0.99	1	1.57	1.03	0.98
1905	1.22	1.01	1	0.75	1.3	1.17	0.59	1.11	0.73	0.61
1906	2.02	1.43	0.81	1.7	2.5	1.76	1.2	1.97	1.02	1.51
1907	1.54	1.14	0.93	1.51	1.91	1.29	1.17	1.34	0.64	1.55
1908	1.93	1.07	1.07	1.46	1.73	1.98	1.26	1.91	0.9	1.98
1909	1.43	0.77	1.08	1.01	1.86	1.62	1.09	1.24	1.03	1.38
1910	1.38	0.78	1.15	0.84	1.66	1.63	1.22	1.37	1.11	1.5
1911	0.67	0.55	0.64	0.6	1.1	0.87	1.12	0.96	0.48	1.02
