# Esper - Koblenz HDK03 - ABAL - ITRDB DEU470
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/42063
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-42063.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/deu470-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/deu470.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/deu470.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-06-16
#--------------------
# File_Last_Modified_Date
#   Date: 2025-06-16
#--------------------
# Title
#   Study_Name: Esper - Koblenz HDK03 - ABAL - ITRDB DEU470
#--------------------
# Investigators
#   Investigators: Esper, Jan
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Koblenz HDK03
#   Location: Germany
#   Northernmost_Latitude: 50.326717
#   Southernmost_Latitude: 50.326717
#   Easternmost_Longitude: 7.575467
#   Westernmost_Longitude: 7.575467
#   Elevation_m: 185
#--------------------
# Data_Collection
#   Collection_Name: DEU470
#   First_Year: 1925
#   Last_Year: 2018
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Abies alba Mill.
#   Common_Name: silver fir
#   Tree_Species_Code: ABAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HDK0301a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0301a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0301b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0301b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0301c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0301c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0302A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0302A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0302B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0302B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0303a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0303a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0303b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0303b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0305A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0305A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0305b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0305b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0306A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0306A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0306b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0306b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0307A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0307A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0307B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0307B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0309A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0309A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0310b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0310b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0311A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0311A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0311b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0311b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0312A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0312A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDK0312b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDK0312b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HDK0301a_raw	HDK0301b_raw	HDK0301c_raw	HDK0302A_raw	HDK0302B_raw	HDK0303a_raw	HDK0303b_raw	HDK0305A_raw	HDK0305b_raw	HDK0306A_raw	HDK0306b_raw	HDK0307A_raw	HDK0307B_raw	HDK0309A_raw	HDK0310b_raw	HDK0311A_raw	HDK0311b_raw	HDK0312A_raw	HDK0312b_raw
1925	NA	NA	NA	4.13	NA	NA	NA	NA	NA	NA	NA	NA	2.98	NA	NA	NA	NA	NA	NA
1926	NA	NA	NA	5.34	NA	NA	NA	NA	NA	NA	NA	NA	3.85	NA	NA	NA	NA	NA	NA
1927	NA	6.13	NA	5.39	6.71	NA	NA	NA	NA	NA	NA	NA	4.1	NA	NA	NA	NA	NA	NA
1928	NA	1.12	NA	2.8	3.27	NA	NA	NA	NA	NA	NA	NA	3.91	NA	NA	NA	NA	NA	NA
1929	NA	1.55	NA	1.95	2.57	NA	NA	NA	NA	NA	NA	NA	2.8	NA	NA	NA	NA	NA	NA
1930	NA	2.14	NA	1.57	2.56	NA	NA	NA	NA	NA	NA	NA	3.02	NA	NA	NA	NA	NA	NA
1931	NA	3.97	NA	2.75	4.79	NA	NA	NA	NA	NA	NA	NA	3.88	NA	NA	NA	NA	NA	NA
1932	NA	5.93	NA	6.36	7.94	NA	NA	NA	NA	NA	NA	NA	5.34	NA	NA	NA	NA	NA	NA
1933	NA	6.31	NA	6.78	9.28	NA	NA	NA	NA	NA	NA	NA	6.29	NA	NA	NA	NA	NA	NA
1934	NA	3.65	NA	4.76	7.11	5.62	NA	NA	NA	NA	6.64	2.89	3.65	NA	NA	NA	NA	NA	9.37
1935	NA	4.76	NA	5.87	7.39	4.42	NA	NA	NA	NA	4.98	4.64	5.14	NA	NA	NA	NA	NA	6.32
1936	4.29	3.63	NA	4.24	5.89	3.32	NA	NA	NA	NA	6.49	4.11	4.04	NA	NA	NA	NA	NA	5.52
1937	4.65	3.04	NA	3.47	4.06	3.87	NA	NA	8.82	NA	5.98	3.85	3.92	2.92	3.44	NA	NA	NA	4.55
1938	1.75	1.31	NA	1.49	1.7	1.72	NA	NA	3.89	NA	3.84	1.67	1.26	3.44	0.94	4.77	NA	NA	1.49
1939	2.38	1.94	NA	3.06	3.03	2.76	NA	NA	5	NA	3.79	1.87	1.52	4.06	0.93	5.4	NA	NA	2.39
1940	4.65	2.72	NA	3.35	3.64	3.49	NA	NA	7.09	NA	3.37	2.73	2.19	4.05	1.89	7.1	NA	NA	2.8
1941	5.92	3.19	NA	4.68	5.04	3.67	NA	NA	8.12	NA	4.31	3.57	3.27	4.72	2.83	7.12	NA	NA	3.26
1942	5.73	2.86	NA	4.49	4.78	5.39	NA	8.79	6.72	6.15	3.54	2.95	2.5	6.2	2.99	5.63	NA	NA	3.68
1943	4.81	2.48	NA	5.25	5.91	6.65	NA	8.48	7.85	5.66	4.57	2.52	2.04	4.49	3.3	4.73	NA	NA	3.29
1944	3.66	1.93	NA	3.46	3.89	5.22	NA	6.09	5.2	4.71	3.31	1.71	1.56	2.45	3.56	3.27	NA	NA	2.46
1945	5.56	3.33	NA	4.77	6.02	9.54	NA	7.81	5.87	7.69	5.72	2.86	3.32	5.09	3.72	6.41	NA	NA	3.54
1946	6.18	5.24	NA	4.98	6.79	8.54	6.81	5.1	4.95	6.34	4.2	2.86	2.18	4.84	3.65	7.37	NA	NA	2.22
1947	4.61	5.38	NA	3.47	5.13	6.01	5.05	2.36	1.91	5.29	3.83	2.28	2.2	3.99	3.45	7.55	NA	NA	3.86
1948	3.51	5.42	NA	0.94	2.38	4.74	5.62	1.99	1.56	4.82	4.43	2.74	2.55	5.36	3.64	6.89	NA	4.82	3.8
1949	1.98	3.37	NA	0.46	1.36	3.33	4.98	3.01	2.34	3.68	3.42	2.62	1.75	4.54	2.62	4.86	NA	3.96	3.62
1950	2.41	3.45	NA	0.78	1.78	2.61	5.88	4.3	3.34	2.78	2.18	2.82	2.91	5.78	3.46	4.89	NA	4.22	4.1
1951	4.04	3.13	NA	0.67	1.27	1.41	4.89	3.33	2.84	3.99	3.37	2.24	3.03	6.57	2.85	3.19	NA	3.41	2.8
1952	3.62	2.82	NA	0.72	1.35	2.06	5.67	3.6	3.5	4.38	3.14	1.81	2.18	3.89	2.35	2.74	NA	2.08	2.04
1953	3.03	1.66	NA	0.76	1.17	1.84	4.56	2.64	2.94	2.6	1.38	1.68	2.45	3.05	2.16	2.23	1.58	0.7	1.41
1954	2.34	1.81	NA	1	1.26	2.3	4	4.4	3.25	3.28	2.11	1.7	2.19	3.58	2.9	1.91	1.9	0.58	1.27
1955	2.23	1.85	NA	1.39	1.39	2.11	4.04	4.71	3.43	2.47	1.41	2.04	2.19	4.58	2.87	2.14	1.88	0.87	1.7
1956	1.62	1.71	NA	0.59	0.78	1.72	3.03	3.37	1.84	2.28	1.11	1.46	1.9	2.05	1.84	1.75	1.31	0.87	1
1957	2.45	2.91	NA	2.04	1.7	2.78	3.08	4.17	3.29	2.98	1.84	2.06	2.07	1.99	2.42	2.25	1.21	0.93	1.68
1958	2.1	3.71	NA	2.6	1.86	4.22	2.21	3.48	2.44	1.92	1.28	1.52	1.71	0.81	1.12	2.16	1.09	0.85	1.45
1959	1.72	3.8	NA	2.77	1.38	4.35	1.72	2.69	1.98	1.62	1.64	0.87	1.12	1.03	0.89	1.71	1.02	0.75	0.97
1960	1.12	2.74	NA	1.92	1.15	3.58	1.25	1.24	0.68	0.94	0.63	0.71	0.54	0.75	0.91	0.98	0.53	0.24	0.32
1961	1.41	2.68	NA	2.47	1.81	3.65	1.54	2.09	1.28	1.34	1.27	0.94	0.48	1.52	1.3	1.54	0.83	0.52	0.49
1962	1.55	2.33	NA	1.83	1.27	3.48	1.26	2.37	1.23	1.32	0.91	0.87	0.65	0.77	0.88	1.59	1.27	0.44	0.45
1963	1.83	2.98	NA	2.11	1.49	4.18	1.85	2.06	0.73	1.88	1.31	0.67	0.55	0.25	0.74	0.98	1.4	0.4	0.6
1964	2.16	2.44	NA	2.9	1.96	5.36	2.75	2.15	1.25	2.53	1.56	1.15	1	0.64	1.14	0.99	1.82	0.91	0.68
1965	2.77	2.76	NA	2.3	1.35	4.48	1.96	2.05	0.89	1.74	1.42	1.42	1.28	2.04	1.42	1.23	1.39	0.84	0.73
1966	4.51	3.65	NA	2.34	1.64	5.94	1.47	4.4	1.14	1.91	1.79	1.58	1.56	2.08	1.26	1.89	1.77	1.1	0.83
1967	4.67	4.15	NA	1.94	1.58	4.86	0.86	3.36	1.29	1.23	0.88	1.71	1.49	0.89	1.62	1.57	1.55	2.73	0.87
1968	3.72	3.15	NA	1.76	1.75	2.99	1	2.59	1.64	1.36	1.49	1.35	1.46	0.65	1.48	1.43	1.02	4.76	1.03
1969	3.85	3	NA	2.04	2.37	2.59	2.45	3.57	1.66	1.31	1.46	1.28	1.62	1.2	1.35	2.04	1.06	3.96	1.22
1970	3.22	1.83	NA	1.28	2.02	2.12	3.53	4.34	1.8	0.97	0.71	1.02	1.92	0.67	1.37	2.07	1.09	4.29	1.56
1971	2.1	0.95	NA	1.54	2.61	1.83	4.58	5.5	2.54	0.91	0.71	1.08	3.07	0.34	1.2	1.98	1.13	3.42	2.2
