# Rohner - Les Follatères - QUSP - ITRDB CHE455
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41267
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41267.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che455-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che455.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che455.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-02
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-02
#--------------------
# Title
#   Study_Name: Rohner - Les Follatères - QUSP - ITRDB CHE455
#--------------------
# Investigators
#   Investigators: Rohner, Brigitte; Ringwald, Veronique; Bigler, Christof
#--------------------
# Description_Notes_and_Keywords
#   Description: Elevation range: 685 - 870 m a.s.l.
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Rohner B.E. 2012. Growth and mortality of oak (Quercus spp.): a combined analysis of monitoring and tree-ring data from Swiss forest reserves. PhD thesis. ETH Zurich, Zurich. doi:10.3929/ethz-a-007594406
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Swiss Federal Office for the Environment (FOEN)
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Les Follatères
#   Location: Switzerland
#   Northernmost_Latitude: 46.1275
#   Southernmost_Latitude: 46.1275
#   Easternmost_Longitude: 7.07388889
#   Westernmost_Longitude: 7.07388889
#   Elevation_m: 778
#--------------------
# Data_Collection
#   Collection_Name: CHE455
#   First_Year: 1858
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Quercus spp. L.
#   Common_Name: oak
#   Tree_Species_Code: QUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## FoE273_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE273; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE274_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE274; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE275_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE275; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE276_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE276; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE277_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE277; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE278_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE278; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE279_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE279; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE280_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE280; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE281_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE281; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE282_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE282; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE284_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE284; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE285_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE285; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE286_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE286; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE287_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE287; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE288_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE288; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE289_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE289; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE290_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE290; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE291_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE291; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE292_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE292; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE293_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE293; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE294_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE294; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE295_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE295; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE296_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE296; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE297_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE297; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE298_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE298; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE299_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE299; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE300_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE300; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE301_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE301; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE302_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE302; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FoE303_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FoE303; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	FoE273_raw	FoE274_raw	FoE275_raw	FoE276_raw	FoE277_raw	FoE278_raw	FoE279_raw	FoE280_raw	FoE281_raw	FoE282_raw	FoE284_raw	FoE285_raw	FoE286_raw	FoE287_raw	FoE288_raw	FoE289_raw	FoE290_raw	FoE291_raw	FoE292_raw	FoE293_raw	FoE294_raw	FoE295_raw	FoE296_raw	FoE297_raw	FoE298_raw	FoE299_raw	FoE300_raw	FoE301_raw	FoE302_raw	FoE303_raw
1858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	NA	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1865	NA	NA	NA	NA	NA	NA	NA	0.38	NA	NA	NA	2.14	NA	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1866	NA	NA	NA	NA	NA	NA	NA	0.19	NA	NA	NA	1.25	NA	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1867	NA	NA	NA	NA	NA	NA	NA	0.37	NA	NA	NA	1.29	NA	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1868	NA	NA	NA	NA	NA	NA	NA	0.85	NA	NA	NA	2.08	NA	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1869	NA	NA	NA	NA	NA	NA	NA	0.87	NA	NA	NA	1.97	NA	1.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1870	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	NA	1.55	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1871	NA	NA	NA	NA	NA	NA	NA	1.47	NA	NA	NA	1.4	NA	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1872	NA	NA	NA	NA	NA	NA	NA	1.18	NA	NA	NA	2.49	NA	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1873	NA	NA	NA	NA	NA	NA	NA	0.63	NA	NA	NA	2.39	NA	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17	NA
1874	NA	NA	NA	NA	NA	NA	NA	0.37	NA	NA	NA	1.53	NA	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23	NA
1875	NA	NA	NA	NA	NA	NA	NA	0.62	NA	NA	NA	1.13	NA	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1	NA
1876	NA	NA	NA	NA	NA	NA	NA	0.83	NA	NA	NA	1.54	NA	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16	NA
1877	NA	NA	NA	NA	NA	NA	NA	0.43	NA	NA	NA	1.75	NA	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1	NA
1878	NA	NA	NA	NA	NA	NA	NA	0.4	NA	NA	NA	1.53	NA	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1	NA
1879	NA	NA	NA	NA	NA	NA	NA	0.72	NA	NA	NA	2.18	NA	0.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12	NA
1880	NA	NA	NA	NA	NA	NA	NA	0.85	NA	NA	NA	1.84	NA	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28	NA
1881	NA	NA	NA	NA	NA	NA	NA	0.63	NA	NA	NA	1.29	NA	0.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	NA
1882	NA	NA	NA	NA	NA	NA	NA	0.96	NA	NA	NA	1.23	NA	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25	NA
1883	NA	NA	NA	NA	NA	NA	NA	1.06	NA	NA	NA	1.85	2.75	0.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	NA
1884	NA	NA	NA	NA	NA	NA	NA	0.71	NA	NA	NA	1.64	2.86	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15	NA
1885	NA	NA	NA	NA	NA	NA	NA	0.42	NA	NA	NA	1.11	2.03	0.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65	NA
1886	NA	NA	NA	NA	NA	NA	NA	0.35	NA	NA	NA	0.98	0.79	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46	NA
1887	NA	NA	NA	NA	NA	NA	NA	0.26	NA	NA	NA	1.02	0.53	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	NA
1888	NA	NA	NA	NA	NA	NA	NA	0.28	NA	NA	NA	1.56	0.85	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	NA
1889	NA	NA	NA	NA	NA	NA	NA	0.57	NA	NA	NA	1.61	1.91	0.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32	NA
1890	NA	NA	NA	NA	NA	NA	NA	1.36	NA	NA	NA	1.72	4.52	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	NA
1891	NA	NA	NA	NA	NA	NA	NA	1.51	NA	NA	NA	1.66	4.67	1.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	NA
1892	NA	NA	NA	NA	NA	NA	NA	0.65	NA	NA	NA	1.23	3.15	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92	NA
1893	NA	NA	NA	NA	NA	NA	NA	0.42	NA	NA	NA	0.49	2.51	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	NA
1894	NA	NA	NA	NA	NA	NA	NA	0.38	NA	NA	NA	0.48	1.32	0.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99	NA
1895	NA	NA	NA	NA	NA	NA	NA	0.48	NA	NA	NA	0.54	2.47	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.09	NA
1896	NA	NA	NA	NA	NA	NA	NA	0.43	NA	NA	NA	0.77	2.39	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	NA
1897	NA	NA	NA	NA	NA	NA	NA	0.3	NA	NA	NA	0.48	1.45	0.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45	NA
1898	NA	NA	NA	NA	NA	NA	NA	0.32	NA	NA	NA	0.62	1.04	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91	NA
1899	NA	NA	NA	NA	NA	NA	NA	0.39	NA	NA	NA	0.8	1.45	0.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78	NA
1900	NA	NA	NA	NA	NA	NA	NA	0.69	NA	NA	NA	1.21	2.24	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	NA
1901	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	NA	1.43	1.93	0.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	NA
1902	NA	NA	NA	NA	NA	NA	NA	0.42	NA	NA	NA	1.15	2.53	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.95	NA
1903	NA	NA	NA	NA	NA	NA	NA	0.84	NA	NA	NA	1.88	2.13	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01	NA
