# Weber - NEN - FASY - ITRDB CHE577
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41831
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41831.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che577-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che577.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che577.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Weber - NEN - FASY - ITRDB CHE577
#--------------------
# Investigators
#   Investigators: Weber, Pascale; Lévesque, Mathieu; Walthert, Lorenz; Heiri, Caroline; Trotsiuk, Volodymyr; Sanders,Tanja
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Lorenz Walthert; Pascale Weber
#   Published_Date_or_Year: 2016
#   Published_Title: Soil nutrients influence growth response of temperate tree species to drought
#   Journal_Name: Journal of Ecology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/1365-2745.12519
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Weber, Pascale; Caroline Heiri; Mathieu Lévesque; Tanja Sanders; Volodymyr Trotsiuk; Lorenz Walthert
#   Published_Date_or_Year: 2015
#   Published_Title: Zuwachs und Klimasensitivität von Baumarten im Ökogramm der kollinen und submontanen Stufe
#   Journal_Name: Missing Journal Name
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3188/szf.2015.0380
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: NEN
#   Location: Switzerland
#   Northernmost_Latitude: 47.68382
#   Southernmost_Latitude: 47.68382
#   Easternmost_Longitude: 8.53368
#   Westernmost_Longitude: 8.53368
#   Elevation_m: 570
#--------------------
# Data_Collection
#   Collection_Name: CHE577
#   First_Year: 1853
#   Last_Year: 2007
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## NEN01b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NEN01b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NEN02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NEN02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NEN03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NEN03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NEN04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NEN04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NEN05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NEN05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NEN06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NEN06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NEN07a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NEN07a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NEN08a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NEN08a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NEN09a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NEN09a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NEN10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NEN10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	NEN01b_raw	NEN02a_raw	NEN03a_raw	NEN04a_raw	NEN05a_raw	NEN06a_raw	NEN07a_raw	NEN08a_raw	NEN09a_raw	NEN10a_raw
1853	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.42
1854	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.46
1855	3.37	NA	NA	NA	NA	NA	NA	NA	NA	2.72
1856	2.4	NA	NA	NA	NA	NA	NA	NA	NA	1.59
1857	2.14	NA	NA	NA	NA	NA	NA	NA	NA	1.97
1858	2.07	NA	NA	NA	NA	NA	NA	NA	NA	1.91
1859	2.6	NA	NA	NA	NA	NA	NA	NA	NA	1.89
1860	2.6	NA	NA	NA	NA	NA	NA	NA	NA	2.84
1861	1.99	NA	NA	NA	NA	NA	NA	NA	NA	2.65
1862	1.57	NA	NA	NA	NA	NA	NA	NA	NA	2.43
1863	2.31	NA	NA	NA	NA	NA	NA	NA	NA	1.88
1864	2.06	NA	NA	NA	NA	NA	NA	NA	NA	2.52
1865	1.08	NA	NA	NA	NA	NA	NA	NA	NA	2.54
1866	1.57	NA	NA	NA	NA	NA	NA	NA	NA	2.52
1867	1.65	NA	NA	NA	NA	NA	NA	NA	NA	1.47
1868	0.82	NA	NA	NA	NA	NA	NA	NA	NA	2.17
1869	1.29	NA	NA	NA	NA	NA	NA	NA	NA	0.91
1870	0.54	NA	NA	NA	NA	NA	NA	NA	NA	2.07
1871	1.24	NA	NA	NA	NA	NA	NA	NA	NA	2.07
1872	0.96	NA	NA	NA	NA	NA	NA	NA	NA	1.62
1873	1.06	NA	NA	NA	NA	NA	NA	NA	NA	1.12
1874	0.61	NA	NA	NA	NA	NA	NA	NA	NA	1.61
1875	0.84	NA	NA	NA	NA	NA	NA	NA	NA	7.32
1876	1.09	NA	NA	NA	NA	NA	NA	NA	NA	7.76
1877	1.81	NA	NA	NA	NA	NA	NA	NA	NA	4.7
1878	3.06	NA	NA	NA	NA	NA	NA	NA	NA	3.6
1879	3.51	NA	4.61	NA	NA	NA	5.59	NA	NA	7.22
1880	3.06	NA	3.31	NA	NA	NA	5.24	NA	NA	5.85
1881	2.92	NA	2.62	NA	NA	NA	1.4	NA	NA	3.81
1882	3.22	NA	3.41	NA	NA	NA	1.16	NA	NA	3.87
1883	3.65	NA	3.62	NA	NA	NA	1.4	NA	NA	3.23
1884	3.03	NA	3.33	NA	NA	NA	1.16	NA	NA	2.78
1885	2.32	NA	1.98	NA	NA	NA	1.54	NA	NA	2.41
1886	2.38	NA	3.05	NA	NA	NA	2.17	NA	NA	3.31
1887	2.06	0.58	2	NA	NA	NA	2.76	NA	NA	2.5
1888	1.31	0.73	1.83	NA	NA	NA	1.87	NA	NA	1.44
1889	2.07	1.12	3.11	NA	NA	NA	2.63	NA	NA	2.4
1890	2.68	1.32	3.53	NA	NA	NA	3.04	NA	NA	3.1
1891	2.28	1.5	3.08	NA	NA	NA	2.87	NA	NA	2.48
1892	1.26	0.99	2.34	NA	NA	NA	2	NA	NA	2.15
1893	1.92	1.19	2.93	1.42	NA	NA	2.72	3.36	1.85	2.97
1894	1.49	1.17	2.15	1.47	NA	NA	3.02	2.64	2.4	2.25
1895	2.1	0.88	2.02	1.21	NA	NA	2.14	2.78	1.78	2.57
1896	2.3	1.44	2.43	1.47	NA	NA	2.81	3.1	2.37	2.66
1897	1.51	1.29	2.12	0.83	NA	NA	2.05	2.94	1.45	2.55
1898	1.99	1.32	2.21	1.09	NA	NA	3.1	2.48	1.91	2.63
1899	1.76	1.17	2.21	0.92	NA	NA	2.73	2.39	2.1	2.6
1900	1.14	0.85	1.53	0.53	1.06	NA	1.99	1.69	1.27	2.59
1901	1.11	0.71	1.3	0.49	0.72	NA	1.39	1.32	1.18	2.01
1902	1.72	0.88	1.67	0.73	2.17	NA	2.96	2.57	1.85	2.45
1903	1.71	0.63	1.74	1.04	1.43	NA	2.44	1.89	2.29	2.56
1904	1.35	0.73	1.6	0.98	1.15	NA	2.49	1.46	2.48	2.51
1905	1.45	0.75	1.26	0.98	1	NA	1.94	0.87	1.9	1.71
1906	1.06	0.85	1.39	1.09	1.06	NA	2.49	4.94	3.98	2.91
1907	1.51	0.83	1.73	1.45	3.62	NA	5.47	9.71	4.61	4.27
1908	1.48	0.9	2.06	1.78	4.02	NA	6.06	10.75	4.45	3.99
1909	1.52	0.95	1.86	1.12	3.45	2.05	7.61	9.81	3.41	3.86
1910	2.38	4.05	4.73	3.31	4.35	3.95	7.71	5.39	4.14	4.42
1911	2.91	0.87	3.93	2.66	2.7	3.14	4.41	3.7	2.79	3.15
1912	3.74	4.13	2.71	3.76	5.27	4.32	4.38	4.03	3.98	2.59
1913	2.81	6.01	4.3	2.44	4.5	3.1	4.44	4.19	3.92	2.69
1914	3.69	2.94	5.07	2.93	5.15	3.6	5.54	4.87	5.61	4.34
1915	3.43	5.08	4.29	2.33	4.04	2.88	4.3	4.75	4.14	3.79
1916	3.56	7.04	4.26	2.31	4.7	3	4.88	5.15	4.95	3.68
1917	3.55	4.52	3.27	2.05	4.53	2.56	3.07	4.11	3.07	3.08
1918	2.18	2.58	2.18	1.89	3.84	2.37	1.82	2.89	3.59	1.74
1919	2.27	1.96	1.18	1.6	2.88	2.13	1.62	2.2	2.45	1.96
1920	2.62	2.53	4.02	2.7	3.98	2.53	1.79	3.31	3.72	2.81
1921	2.34	2.24	2.55	1.72	2.75	2.49	1.39	3	3.08	2.71
1922	2.72	2.86	1.65	2.06	3.1	2.7	1.49	2.29	3.48	2.72
1923	2.15	2.52	2.44	1.77	2.14	2.28	1.89	1.98	2.5	2.26
1924	3.46	2.36	3.49	2.59	3.17	2.48	2.01	2.69	4.04	2.3
1925	3.03	2.35	2.01	1.92	2.3	2.19	1.61	2.61	2.72	1.79
1926	3.33	2.79	2.59	2.69	3.71	2.54	3.44	3.35	3.82	2.12
1927	3.05	2.41	3.38	2.55	3.7	2.96	3.04	3.15	4.44	2.37
