# Weber - REI - PCAB - ITRDB CHE516
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41770
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41770.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che516-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che516.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che516.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Weber - REI - PCAB - ITRDB CHE516
#--------------------
# Investigators
#   Investigators: Weber, Pascale; Lévesque, Mathieu; Walthert, Lorenz; Heiri, Caroline; Trotsiuk, Volodymyr; Sanders, Tanja
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Lorenz Walthert; Pascale Weber
#   Published_Date_or_Year: 2016
#   Published_Title: Soil nutrients influence growth response of temperate tree species to drought
#   Journal_Name: Journal of Ecology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/1365-2745.12519
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Weber, Pascale; Caroline Heiri; Mathieu Lévesque; Tanja Sanders; Volodymyr Trotsiuk; Lorenz Walthert
#   Published_Date_or_Year: 2015
#   Published_Title: Zuwachs und Klimasensitivität von Baumarten im Ökogramm der kollinen und submontanen Stufe
#   Journal_Name: Missing Journal Name
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3188/szf.2015.0380
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: REI
#   Location: Switzerland
#   Northernmost_Latitude: 47.14957
#   Southernmost_Latitude: 47.14957
#   Easternmost_Longitude: 7.84269
#   Westernmost_Longitude: 7.84269
#   Elevation_m: 680
#--------------------
# Data_Collection
#   Collection_Name: CHE516
#   First_Year: 1881
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## rei01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei09a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei09a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei14a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei14a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei17a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei17a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei21a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei21a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei28a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei28a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei29a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei29a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	rei01a_raw	rei02a_raw	rei06a_raw	rei09a_raw	rei14a_raw	rei17a_raw	rei21a_raw	rei28a_raw	rei29a_raw
1881	NA	NA	NA	NA	NA	NA	NA	3.74	NA
1882	NA	NA	NA	NA	NA	NA	NA	4.28	NA
1883	NA	NA	NA	NA	NA	NA	NA	5.02	2.59
1884	NA	NA	NA	NA	NA	NA	NA	5.31	3.92
1885	NA	NA	NA	NA	NA	NA	NA	4.97	2.9
1886	NA	NA	NA	NA	NA	NA	NA	4.01	2.2
1887	NA	NA	NA	NA	NA	NA	NA	4.1	1.96
1888	NA	NA	NA	NA	NA	NA	NA	3.22	1.83
1889	2.38	NA	NA	NA	NA	NA	NA	3.81	1.89
1890	3.52	NA	NA	NA	NA	NA	NA	4.32	3.43
1891	3.62	NA	NA	NA	NA	3.52	NA	2.3	3.35
1892	2.86	NA	NA	NA	NA	2.68	NA	3	3.11
1893	2.72	NA	NA	NA	NA	2.39	NA	3.71	2.77
1894	2.42	NA	NA	NA	NA	3.57	NA	4.66	2.47
1895	2.1	NA	NA	NA	NA	3.86	NA	4.28	2.22
1896	2.87	NA	NA	NA	NA	4.05	NA	4.24	2.49
1897	1.79	NA	NA	NA	NA	4.42	NA	4.07	2.3
1898	2.29	NA	NA	NA	NA	4.7	NA	4.16	2.36
1899	2.32	2.15	NA	NA	NA	3.11	NA	3.14	2.58
1900	2.36	3.32	NA	NA	NA	3.41	NA	2.39	1.52
1901	2.23	3.04	NA	NA	NA	3.75	NA	3.25	1.64
1902	2.5	3.18	NA	NA	NA	3.19	NA	2.96	1.63
1903	2.95	3.82	NA	NA	6.13	3.27	NA	2.02	2.31
1904	2.71	3.82	NA	NA	5.18	2.61	NA	2.21	2.67
1905	2.63	3.68	NA	NA	5.65	2.73	4.58	2.9	3.9
1906	2.23	2.49	4.91	NA	3.79	2.22	6.84	1.96	2.97
1907	2.09	2.93	4.83	NA	4.21	2.15	4.63	2.3	2.46
1908	1.88	3.38	5.09	NA	5.38	2.18	4.96	1.77	2.41
1909	1.4	2.89	4.22	NA	3.25	2.17	5.7	1.27	2.11
1910	1.69	3.94	5.22	NA	4.41	2.28	5.14	2.13	2.29
1911	1.27	3.16	3.95	NA	4.39	1.88	3.8	1.68	1.79
1912	1.49	2.77	5.47	2.94	4.1	1.77	4.59	2.26	2.18
1913	1.59	2.33	4.91	5.02	3.45	1.54	3.25	2.07	1.95
1914	1.46	2.78	5.87	4.93	2.44	1.28	4.49	1.31	1.56
1915	1.6	2.26	6.2	4.68	2.58	1.25	5.44	1.46	1.46
1916	1.7	2.68	4.78	5.85	2.52	1.56	5.06	1.49	2.61
1917	1.65	2.09	4.8	3.42	3.54	1.76	4.24	1.54	2.46
1918	1.72	2.35	4.84	4.62	3.82	1.34	4.44	1.54	3.13
1919	1.39	2.19	4.09	3.2	4.05	1.39	5.37	1.63	2.46
1920	1.39	1.69	4.22	2.88	2.13	1.12	4.79	1.07	1.83
1921	1.42	1.74	4.16	2.61	2.48	1.12	4.15	1.47	1.75
1922	1.35	1.37	4.15	2.7	2.37	1.25	4.41	0.95	1.25
1923	1.48	1.45	3.52	2.61	2.76	1.08	3.7	1.36	1.58
1924	1.64	1.71	4.08	2.21	3.18	1.42	2.8	1.34	1.92
1925	1.87	1.26	4.07	2.17	2.96	1.96	4.06	1.69	1.77
1926	1.84	1.01	3.51	2.96	1.81	1.62	2.95	0.97	1.33
1927	1.87	1.34	3.73	3.13	3.57	1.65	2.67	1.72	1.17
1928	1.39	1.15	2.91	2.58	2.3	1.31	3.1	1.27	1.2
1929	0.97	0.68	1.62	1.68	1.42	0.74	1.8	0.68	0.69
1930	1.56	0.87	2.94	2.21	2.11	1.01	3.1	0.94	0.95
1931	1.25	0.86	1.62	1.65	3.03	0.88	2.03	1.02	0.98
1932	1.24	1.26	2.13	2.33	2.48	0.97	2.6	1.04	1.59
1933	1.17	1.23	2.47	2.59	2.62	0.93	1.97	1.23	1.84
1934	1.52	1.89	2.51	2.49	3.05	1.16	2.2	2.52	1.82
1935	1.41	1.54	1.91	1.89	2.09	0.77	1.14	1.83	1.65
1936	1.54	0.9	1.41	1.85	2.78	0.73	1.39	2.45	1.53
1937	2.11	1.13	1.45	2.68	2.92	1.28	1.61	2.39	1.36
1938	1.84	1.11	1.37	2.7	2.36	0.82	1.24	1.91	1.68
1939	1.88	1.17	1.78	3.33	3.91	1.07	0.96	2.79	1.87
1940	1.85	0.98	1.46	3.2	2.55	0.89	0.66	2.21	1.64
1941	1.54	0.86	1.07	3.46	2.05	0.56	0.98	1.97	1.67
1942	1.4	0.69	0.9	2.82	1.32	0.65	1.34	1.51	1.47
1943	2.35	1.26	1.73	4.58	3.55	0.92	1.42	2.15	2.19
1944	2.43	1.23	1.38	3.13	2.25	0.96	1.42	1.73	1.85
1945	2.22	0.94	0.7	2.92	2.09	0.96	1.23	1.46	1.51
1946	2.6	0.75	0.73	2.73	2.09	1.34	1.3	0.84	1.13
1947	2.2	0.87	0.75	2.28	2.08	1.52	1.03	1.18	1.01
1948	2.34	0.65	0.75	2.48	1.33	1.65	1.24	0.85	1.03
1949	1.64	0.94	0.78	1.66	1.66	1.45	1.3	1.13	0.87
1950	1.95	0.93	1.08	2.2	1.87	1.61	1.71	1.19	0.96
1951	1.55	0.53	0.81	1.82	0.58	1.68	1.46	0.85	0.55
1952	1.76	0.57	0.99	2.16	1.27	1.98	1.75	1.58	1.08
1953	1.77	0.51	1.29	2.55	1.78	3.12	1.82	1.75	1.3
1954	1.2	0.57	1.25	2.58	1.63	2.65	2.17	1.77	1.06
1955	1.58	1.01	2.71	3.64	2.83	2.87	1.92	2.05	1.77
1956	1.2	0.69	2.95	3.58	2.75	3.2	1.42	2.22	2.08
1957	1.29	0.67	2.18	3.64	2.59	2.89	1.16	2.56	2.07
1958	1.24	0.77	1.83	3.41	2.16	2.46	1.65	2.58	1.69
1959	1.47	0.72	1.56	4.41	3.13	2.79	1.06	2.39	2.25
1960	1.74	0.78	2.12	3.74	2.91	2.65	1.38	1.79	1.74
1961	2.16	1.22	1.34	3.97	2.21	2.49	1.25	1.55	1.57
1962	1.48	1.22	1.19	3.22	2.44	2.17	0.97	1.94	1.72
1963	1.85	1.73	1.71	3.78	2.52	2.29	1.04	2.26	2
1964	2.07	1.91	1.78	4.01	3.32	2.74	1.22	2.24	1.95
1965	1.87	1.51	1.4	4.34	2.61	2.96	1.34	1.27	1.7
1966	1.84	1.92	1.15	3.14	4.01	3.43	2.53	2.34	2.08
1967	2.07	2.32	1.51	2.83	4.55	3.42	2.26	2.15	2.51
1968	1.9	1.94	2.27	1.01	3.37	3.99	1.34	1.69	2.03
1969	2.35	2.76	2.45	1.42	3.94	4.03	2.05	2.2	1.75
1970	2.18	2.77	2.3	1.96	3.36	4.62	2.05	2.25	1.44
1971	2.29	1.94	1.89	3.05	2.63	4.02	1.85	0.91	1.15
1972	2.09	1.83	2.78	5.89	3.47	4.08	2.03	1.64	1.5
1973	2.22	2.24	1.7	5.28	2.96	3.71	1.53	1.64	1.27
1974	1.72	2.05	1.59	4.52	2.26	3.31	1.4	0.85	1.49
1975	2.33	2.6	1.49	4.23	3.6	3.81	1.36	1.96	1.33
1976	1.9	2.38	1.94	3.4	2.55	3.81	1.06	1.88	1.28
1977	1.4	1.92	2.21	2.47	1.81	2.37	1.22	1.46	1.19
1978	2.4	2.92	2.09	3.71	2.72	3.09	2.27	2.41	1.66
1979	2.72	2.98	1.51	3.65	2.27	2.78	1.6	1.83	2.35
1980	2.8	3.49	1.41	3.39	2.69	2.3	1.96	1.84	1.81
1981	2.95	5.1	1.75	4.42	3.37	3.41	1.86	2.29	2.6
1982	3.11	5.01	1.58	4.67	2.64	3.46	1.9	1.93	2.48
1983	2.71	4.86	1.67	4.13	3.66	3.71	5.9	2.46	3.09
1984	2.33	3.44	1.31	2.96	2.7	3.13	3.94	1.76	2.48
1985	2.93	3.62	1.43	3.48	3.25	2.92	3.66	2.13	2.28
1986	2.73	4.39	1.37	2.94	2.87	4.22	4.14	2.12	2.41
1987	2.11	3.92	1.08	2.79	2.24	3.81	4.45	1.51	1.81
1988	2.79	7.31	1.53	3.03	3.48	4.96	7.33	2.91	2.06
1989	3.33	6.52	1.78	3.47	3.53	4.73	6.3	3.36	2.14
1990	2.61	4.56	1.03	2.58	2.29	2.14	4.79	1.79	1.32
1991	2.35	4.72	1.6	2.48	2.82	2.71	3.37	2.52	1.45
1992	1.61	3.06	1.26	1.68	1.82	1.84	2.09	2.01	0.87
1993	2	4.21	1.54	2.39	2.85	1.99	3.07	2.54	1.06
1994	2.48	5.17	1.75	2.84	3.35	2.15	3.88	2.99	1.6
1995	1.35	2.3	1.15	1.57	1.41	1.76	3.54	1.54	0.6
1996	2.29	4.15	1.67	2.19	2.45	2.48	5.35	1.12	0.87
1997	2.98	4.51	2.8	3.69	2.45	1.8	4.67	1.67	1.04
1998	2.74	3.11	2.11	2.76	2.45	1.75	3.58	1.29	0.83
1999	2.96	4.46	3.13	3.51	2.5	1.91	5.23	2.13	0.67
2000	2.41	4.18	2.68	3.53	2.69	2.55	4.98	2.34	1.02
2001	2.82	3.01	1.66	2.88	2.39	2.28	5.1	2.37	0.79
2002	3.1	4.15	1.56	3.57	2.51	1.91	5.9	2.01	1.13
2003	2.1	2.18	0.75	1.43	0.82	0.88	1.73	0.87	0.5
2004	3.41	3.89	1.11	2.69	1.55	1.58	4.63	1.66	0.73
2005	3.77	5.06	0.97	2.8	1.72	1.73	5.72	1.8	0.6
2006	2.84	2.52	0.69	1.9	1.1	1.09	2.51	0.86	0.57
2007	3.19	5.53	1.12	4.12	3.3	2.15	6.69	1.47	0.68
2008	2.58	5.19	0.8	4.63	2.61	2.08	5.15	1.45	0.9
