# Esper - Heidmörk 0RPC3 - PICO - ITRDB ISL004
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/42139
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-42139.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/isl004-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/isl004.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/isl004.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-06-16
#--------------------
# File_Last_Modified_Date
#   Date: 2025-06-16
#--------------------
# Title
#   Study_Name: Esper - Heidmörk 0RPC3 - PICO - ITRDB ISL004
#--------------------
# Investigators
#   Investigators: Esper, Jan
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Heidmörk 0RPC3
#   Location: Iceland
#   Northernmost_Latitude: 64.062144
#   Southernmost_Latitude: 64.062144
#   Easternmost_Longitude: 21.871989
#   Westernmost_Longitude: 21.871989
#   Elevation_m: 130
#--------------------
# Data_Collection
#   Collection_Name: ISL004
#   First_Year: 1967
#   Last_Year: 2017
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pinus contorta Douglas ex Loudon
#   Common_Name: lodgepole pine
#   Tree_Species_Code: PICO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 0RPC3031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3161_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3161; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3162_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3162; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3171_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3171; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3172_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3172; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3181_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3181; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0RPC3182_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0RPC3182; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	0RPC3031_raw	0RPC3032_raw	0RPC3041_raw	0RPC3042_raw	0RPC3051_raw	0RPC3052_raw	0RPC3061_raw	0RPC3062_raw	0RPC3071_raw	0RPC3072_raw	0RPC3081_raw	0RPC3082_raw	0RPC3091_raw	0RPC3092_raw	0RPC3101_raw	0RPC3102_raw	0RPC3111_raw	0RPC3112_raw	0RPC3161_raw	0RPC3162_raw	0RPC3171_raw	0RPC3172_raw	0RPC3181_raw	0RPC3182_raw
1967	NA	NA	NA	NA	NA	NA	NA	NA	2	1.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1968	2.77	2.62	NA	NA	NA	NA	NA	NA	2.28	2.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1969	3.22	2.7	NA	NA	2.85	3.04	NA	NA	2.41	2.56	NA	NA	NA	NA	NA	NA	NA	3.85	NA	NA	NA	NA	2.99	3.43
1970	3.06	2.58	NA	NA	4.63	2.84	NA	NA	1.93	2.49	NA	NA	2.22	2.15	NA	NA	NA	3.78	0.65	0.7	NA	NA	3.03	3.53
1971	3.3	2.59	NA	NA	2.61	2.54	NA	NA	1.98	2.48	NA	NA	2.73	3.01	2.41	2.99	NA	3.72	2.45	2.22	4.06	3.17	2.85	3.39
1972	3.41	3.16	NA	4.17	2.89	2.68	NA	NA	2.76	3.78	NA	NA	3.05	3.07	2.85	3.19	3.42	3.65	3.43	2.76	4.26	3.65	2.62	3.44
1973	3.08	2.87	NA	4.18	2.43	3.25	NA	NA	2.63	3.5	NA	NA	2.93	2.57	2.97	2.48	3.16	3.96	4.07	4.21	4.14	3.47	2.24	3.11
1974	3.77	3.67	NA	4.63	3.38	3.13	NA	NA	2.64	4.39	4.54	NA	3.29	3.54	4.97	3.23	3.63	4.43	5.05	4.58	4.91	2.89	2.47	3.61
1975	2.21	2.2	3.51	3.32	2.34	2.62	NA	NA	2.92	3.35	3.64	3.61	3.36	2.73	3.67	2.97	2.93	3.02	4.57	3.47	2.6	2.7	2.71	2.66
1976	3.61	3.33	3.34	3.4	2.29	2.47	NA	NA	2.59	3.46	3.64	3.68	2.82	3.11	3.98	3.17	2.78	3.6	3.71	2.66	2.46	1.5	2.57	2.93
1977	3.11	3.12	3.62	4.04	2.76	2.79	NA	NA	3.01	3.74	4.55	3.7	3.92	4.26	5.43	3.51	2.88	3.69	5.16	3.73	4.74	1.81	3.52	4.62
1978	2.8	2.26	3.45	4.35	3.09	2.29	5.18	3.72	3.32	3.61	4.42	4.13	4.13	4.06	4.52	3.39	2.66	3.57	5.02	4.03	5.09	1.3	3.56	4.3
1979	2.26	2.42	2.31	3.71	2.81	1.81	3.5	3.38	2.79	3.17	3.45	4.28	3.45	3.18	3.63	3.04	1.84	2.88	1.61	2.4	4.54	0.53	2.6	3.01
1980	1.77	1.59	2.86	2.97	2.47	1.81	4.28	3.75	2.9	3.04	3.64	3.26	3.77	2.34	3.67	3.44	2.64	2.64	2.41	2.04	3.27	1.15	2.25	2.87
1981	2.08	2.32	2.16	1.49	1.87	1.59	3.59	3.95	1.7	1.78	4.03	3.83	3.2	2.17	2.46	2.76	2.7	2.13	2.3	1.3	4.02	1.21	2.24	2.9
1982	2.05	2.1	2.55	2.3	1.62	1.44	3.56	4.09	1.96	1.68	3.72	3.61	3.21	3.03	2.68	3.42	1.89	2.74	2.82	1.61	3.86	2.13	2.48	2.66
1983	1.64	1.49	1.73	1.89	1.56	1.59	2.5	3.69	1.66	1.2	2.19	2.36	2.46	2.71	2.5	2.7	2.07	2.6	1.65	1.76	3.09	0.61	2.02	2.31
1984	2.23	2.19	2.78	1.99	2.14	2.17	2.59	4.64	2.06	2.02	2.93	2.47	2.69	3.6	3.51	2.86	2.52	3	2.09	2.55	3.88	0.54	2.29	2.83
1985	2.69	2.4	3.36	3.36	2.26	2.28	2.76	4.95	2.26	2.24	3.98	3.77	3.51	3.68	3.94	3.11	2.87	3.31	2.28	2.97	3.25	0.7	3.05	4.5
1986	2.39	1.78	2.44	3.11	2.22	1.71	2.83	4.29	2.16	1.98	3.88	3.52	3.07	2.82	3.11	2.32	2.26	2.93	2.58	2.45	2.99	1.11	2.89	3.78
1987	2.37	2.06	2.4	2.78	2.32	1.73	2.52	3.91	2.37	1.61	3.28	3.47	3.24	2.98	3.04	2.41	2.56	2.47	3.01	2.09	2.82	1.41	2.57	4.23
1988	2.29	1.91	2.52	3.04	2.39	1.62	3.11	4.32	2.53	1.89	3.21	2.95	3.34	3.2	3.06	2.71	2.16	2.75	3.09	1.72	3.04	2.33	2.72	3.77
1989	1.83	1.91	1.92	2.44	1.94	1.49	2.61	3.89	2.23	1.61	2.67	2.96	2.53	2.88	2.42	1.46	2.02	2.34	2.31	1.97	2.51	2.02	2.06	2.94
1990	1.53	1.31	2.68	2.15	2.03	1.35	2.74	4.34	2.6	2.05	2.41	2.45	2.67	3.32	2.61	2.22	2	2.81	2.21	1.81	3.14	2.29	2.22	2.86
1991	1.58	1.7	2.88	1.75	1.62	1.17	2.76	4.42	2.91	2.15	2.05	2.06	2.5	3.64	2.18	2.07	1.81	2.54	1.98	1.64	2.92	2.43	2	2.23
1992	1.13	1.24	2.22	1.46	1.31	1.1	2.36	3.27	2.18	1.59	1.62	1.27	1.79	3.2	1.39	1.69	1.67	1.53	1.54	1.02	1.95	1.66	1.79	1.69
1993	1.7	1.35	1.28	1.95	1.69	0.99	2.19	2.23	2.28	1.83	1.67	1.83	2.27	2.61	1.47	1.39	1.83	1.62	1.79	1.37	2.09	1.86	1.8	1.46
1994	1.49	1.73	0.94	2.26	1.77	1.08	1.97	1.54	2.55	1.28	1.44	1.48	2.67	2.53	1.56	1.44	1.87	1.42	2.19	1.27	2.01	1.82	2.06	1.25
1995	1.3	1.3	0.65	1.79	1.7	0.99	1.81	1.65	2.1	1.19	1.16	1.2	2.5	1.97	1.14	1.17	1.6	1.4	1.67	1	1.9	1.13	2.14	1.39
1996	1.35	1.09	1.68	1.7	1.77	1.53	2.22	2.01	2.74	1.5	1.48	1.36	2.54	2	1.11	1.13	1.81	1.86	2.04	1.05	2.26	1.39	3	1.38
1997	1.39	1.53	1.43	1.41	1.45	1.09	2.3	1.83	2.02	1.21	1.18	1.21	2.02	1.82	0.73	0.72	1.39	1.35	1.7	0.83	1.74	1.25	2.56	1.05
1998	1.58	1.65	1.48	1.51	1.46	1.47	2.25	1.98	2.15	1.28	0.98	0.71	1.94	1.37	0.76	0.99	1.48	1.25	1.88	0.97	1.74	1.02	2.51	1.12
1999	1.66	1.55	1.6	1.49	1.53	1.48	2.08	2.18	2.12	1.3	1.16	1.3	1.79	1.44	0.71	0.85	1.74	0.82	2.14	0.94	1.58	1.14	2.57	1.4
2000	1.59	1.75	1.6	1.09	1.84	1.93	2.35	2.32	2.09	1.58	1.59	1.65	2.27	2.07	1.19	0.9	1.47	0.87	2.23	1.25	1.87	1.24	2.45	1.61
2001	1.37	1.4	1.17	0.78	1.76	1.93	2.12	2.24	1.58	1.19	1.39	1.56	1.77	1.26	0.9	NA	1.65	0.84	2.62	0.98	1.73	1.07	2.23	2.03
2002	0.82	1	0.77	0.51	1.73	1.48	1.63	1.83	1.56	1.06	1.05	0.79	1.5	0.85	0.73	NA	1.66	0.72	2.16	0.82	1.26	0.74	2	1.91
2003	1.16	0.93	1.15	0.78	1.73	1.34	2.23	2.3	1.84	1.34	1.51	1.55	1.9	1.3	1.1	NA	1.58	0.67	2.79	1.48	1.87	0.57	2.39	2.15
2004	0.68	0.86	1.42	1.58	1.38	1.68	1.32	1.51	1.75	1.17	1.35	1.43	1.4	0.86	0.72	NA	1.39	0.6	2.44	1.22	1.5	0.69	1.85	1.79
2005	0.76	0.66	1.26	1.69	1.36	1.63	1.28	1.44	1.74	1.38	1.41	1.1	1.42	0.84	0.77	NA	1.46	0.73	2.67	1.48	1.56	0.55	1.73	1.41
2006	0.83	0.91	1.06	1.45	1.34	1.72	1.2	1.42	1.55	1.56	1.49	1.36	1.65	1	0.62	NA	2.06	0.76	2.11	1.2	1.66	0.66	1.87	1.48
2007	0.68	0.8	0.78	0.94	1.3	1.61	0.97	1.46	1.26	0.98	1.34	1.19	1.74	0.88	0.48	NA	1.53	0.7	2.04	0.82	1.2	0.31	2.11	1.43
