# Luz - Derborence - ABAL - ITRDB CHE484
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41296
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41296.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che484-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che484.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che484.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-02
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-02
#--------------------
# Title
#   Study_Name: Luz - Derborence - ABAL - ITRDB CHE484
#--------------------
# Investigators
#   Investigators: Luz, Flavia; Nötzli, Magdalena; Bigler, Christof
#--------------------
# Description_Notes_and_Keywords
#   Description: Elevation range: ca. 1460 - 1600 m a.s.l.
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Luz F. 2024. Altersbestimmung und Klimawachstumsanalyse von Weisstannen im Waldreservat Derborence VS. Bachelor thesis. ETH Zurich, Zurich.
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Derborence
#   Location: Switzerland
#   Northernmost_Latitude: 46.27777779
#   Southernmost_Latitude: 46.27777779
#   Easternmost_Longitude: 7.218611118
#   Westernmost_Longitude: 7.218611118
#   Elevation_m: 1520
#--------------------
# Data_Collection
#   Collection_Name: CHE484
#   First_Year: 1825
#   Last_Year: 2021
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Abies alba Mill.
#   Common_Name: silver fir
#   Tree_Species_Code: ABAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## A.A3.704_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A.A3.704; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A12.86_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A12.86; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A.A13.25_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A.A13.25; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A.A40.X4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A.A40.X4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A.A40.X5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A.A40.X5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A.A40.X6_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A.A40.X6; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A.A40.X7_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A.A40.X7; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A.A56.X1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A.A56.X1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A.A61.X2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A.A61.X2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## A.A61.X4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: A.A61.X4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## nA2.X1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: nA2.X1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## nA8.219_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: nA8.219; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## nA40.X8_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: nA40.X8; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## nA40.X9_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: nA40.X9; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	A.A3.704_raw	A12.86_raw	A.A13.25_raw	A.A40.X4_raw	A.A40.X5_raw	A.A40.X6_raw	A.A40.X7_raw	A.A56.X1_raw	A.A61.X2_raw	A.A61.X4_raw	nA2.X1_raw	nA8.219_raw	nA40.X8_raw	nA40.X9_raw
1825	NA	NA	NA	NA	NA	NA	3.12	NA	1.23	NA	NA	NA	NA	NA
1826	NA	NA	NA	NA	NA	NA	3.33	NA	1.2	NA	NA	NA	NA	NA
1827	NA	NA	NA	NA	NA	NA	3.05	NA	1.08	NA	NA	NA	NA	NA
1828	NA	NA	NA	NA	NA	NA	3.21	NA	1.61	NA	NA	NA	NA	NA
1829	NA	NA	NA	NA	NA	NA	3.39	NA	1.45	NA	NA	NA	NA	NA
1830	NA	NA	NA	NA	NA	NA	2.86	1.9	1.18	NA	NA	NA	NA	NA
1831	NA	NA	NA	NA	NA	NA	2.77	2.81	1.02	NA	NA	NA	NA	NA
1832	4.47	NA	NA	NA	NA	NA	2.34	2.64	2.08	NA	NA	NA	NA	NA
1833	1.64	NA	NA	NA	NA	NA	1.54	1.64	1.05	NA	NA	NA	NA	NA
1834	2.65	NA	NA	NA	NA	NA	2.16	2.22	1.61	NA	NA	NA	NA	NA
1835	2.86	NA	NA	NA	NA	NA	1.3	1.79	1.67	NA	NA	NA	NA	NA
1836	2.68	NA	NA	NA	NA	NA	1.52	2.02	1.59	NA	NA	NA	NA	NA
1837	2.56	NA	NA	NA	NA	NA	1.36	1.51	1.41	NA	NA	NA	NA	NA
1838	2.25	NA	NA	NA	NA	NA	1.33	1.51	1.04	NA	NA	NA	NA	NA
1839	2.81	NA	NA	NA	NA	NA	1.58	2.39	1.11	NA	NA	NA	NA	NA
1840	2.94	NA	NA	NA	NA	NA	4.24	1.56	1.66	NA	NA	NA	NA	NA
1841	3.49	NA	NA	NA	NA	NA	4.18	1.75	1.6	NA	NA	NA	NA	NA
1842	3.53	NA	NA	NA	NA	NA	4.9	2.23	1.8	NA	NA	NA	2.08	NA
1843	3.04	NA	NA	NA	NA	NA	5.01	2.22	1.41	NA	NA	NA	2.2	NA
1844	2.44	NA	NA	NA	NA	NA	4.47	2.14	1.06	2.17	NA	NA	1.75	1.57
1845	2.55	NA	NA	NA	NA	NA	3.72	2.8	1.08	1.79	NA	NA	1.95	1.49
1846	3.12	NA	NA	NA	NA	NA	5.21	3.64	1.41	2.43	NA	NA	2.2	1.89
1847	2.43	NA	NA	NA	NA	NA	3.62	3.2	1.19	2.34	NA	NA	2.05	1.71
1848	3.13	NA	NA	NA	NA	NA	4.65	4.68	1.34	2.78	NA	NA	2.35	1.9
1849	2.89	NA	NA	NA	NA	NA	3.28	3.6	1.21	2.14	NA	NA	1.87	1.64
1850	2.93	NA	NA	NA	NA	NA	3.26	3.5	1.23	1.88	NA	NA	2.26	1.77
1851	3.04	NA	NA	NA	NA	NA	3	2.6	1.1	2.14	NA	NA	2.22	1.86
1852	2.67	NA	NA	NA	NA	NA	2.54	3.25	1.08	1.89	NA	NA	2.31	2.13
1853	3.18	NA	NA	NA	NA	NA	2.67	3.14	0.93	2.13	NA	NA	2.68	2.74
1854	2.28	NA	3.88	NA	NA	NA	2.56	2.01	0.68	1.52	NA	NA	2.24	2.44
1855	2.54	NA	3.81	NA	NA	NA	1.81	1.5	0.54	1.32	NA	NA	1.83	2.39
1856	2.43	NA	3.45	NA	NA	NA	1.69	1.35	0.53	1.67	NA	NA	1.92	1.71
1857	2.37	NA	3.05	NA	NA	NA	1.66	1.51	0.62	1.8	NA	NA	1.99	1.8
1858	2.71	NA	2.25	NA	NA	NA	1.35	1.38	0.49	1.29	NA	NA	1.91	1.45
1859	2.98	NA	2.86	NA	NA	NA	1.77	1.56	0.62	2.43	NA	NA	2	1.67
1860	1.96	NA	1.81	NA	NA	NA	1.09	1.01	0.48	1.02	NA	NA	1.76	1.11
1861	2.82	NA	2.1	NA	NA	NA	1.57	1.26	0.68	2.42	NA	NA	2.06	1.32
1862	2.6	NA	2.41	NA	NA	NA	1.18	0.87	0.86	2.37	NA	NA	1.94	1.24
1863	3.49	NA	2.88	NA	NA	NA	1.46	1.48	1.14	2.44	NA	NA	2.33	1.34
1864	4.29	NA	3.39	NA	NA	NA	1.66	1.51	1.69	2.82	NA	NA	2.35	1.46
1865	4.07	NA	2.62	NA	NA	0.36	1.35	1.35	1.23	1.97	NA	NA	1.94	1.13
1866	4.04	NA	2.5	NA	NA	0.48	1.52	1.57	1.39	2.16	NA	NA	2.22	1.19
1867	4.31	NA	2.74	NA	NA	0.78	2.07	1.47	1.73	2.77	NA	NA	2.72	1.38
1868	2.81	NA	2.3	NA	NA	0.36	1.29	1.21	1.43	2.12	NA	NA	1.07	1.17
1869	3.22	NA	2.68	NA	NA	0.38	1.4	1.57	1.55	2.74	NA	NA	1.8	1.06
1870	2.79	NA	2.62	NA	NA	0.21	0.9	1.36	1.5	2.1	NA	NA	1.5	1.01
1871	2.56	NA	2.75	NA	NA	0.42	1.23	1.72	1.76	2.19	NA	NA	2.13	1.16
1872	2.7	NA	2.41	NA	NA	0.3	1.38	1.32	1.74	1.88	NA	NA	1.56	1.2
1873	3.42	NA	2.66	NA	NA	0.39	1.6	1.71	1.99	2.15	NA	NA	1.83	1.34
1874	2.4	NA	2.31	NA	NA	0.21	1.29	0.9	1.78	1.74	NA	NA	1.73	0.96
1875	1.87	NA	2.54	NA	NA	0.23	1.34	0.94	1.95	2.13	NA	NA	1.78	1.4
1876	1.99	NA	2.27	NA	NA	0.34	1.49	1.62	1.79	2.03	NA	NA	1.9	1.41
1877	1.62	NA	2.46	NA	NA	0.34	1.51	1.64	1.59	1.86	NA	NA	1.7	1.29
1878	1.65	NA	2.54	NA	NA	0.32	1.74	1.86	1.71	2.36	NA	NA	1.59	1.37
1879	1.43	NA	2.89	NA	NA	0.32	1.59	2.08	1.78	1.83	NA	NA	1.75	1.1
1880	1.32	1.07	2.85	NA	NA	0.19	1.66	2.03	1.63	2.14	NA	NA	1.43	1.08
1881	1.62	1.91	3.1	NA	NA	0.41	1.68	2.54	1.76	2.46	NA	NA	1.9	0.96
1882	1.66	1.85	2.48	NA	NA	0.88	1.6	2.25	1.71	2.33	NA	NA	1.68	1.19
1883	1.78	2.16	2.02	NA	NA	1.73	1.75	2.01	1.89	1.8	NA	NA	1.53	1.23
1884	2.25	2.27	1.98	NA	NA	2.09	1.79	2.84	2.11	2.38	NA	NA	1.62	1.28
1885	1.87	1.83	1.9	NA	NA	1.79	1.35	2.65	1.88	2.28	NA	NA	1.71	1.14
1886	1.98	1.92	2.02	NA	NA	1.55	1.18	2.31	2.16	2.11	NA	NA	1.33	0.89
1887	2.02	1.7	1.87	NA	NA	1.68	1.08	2.27	2.13	1.84	NA	NA	1.47	1.18
1888	1.23	1.51	1.66	NA	NA	1.08	0.95	1.66	1.83	1.44	NA	NA	1.44	0.83
1889	2.22	1.51	2.26	NA	4.75	1.41	1.52	2.29	2.65	1.81	NA	NA	1.84	1.32
1890	2.67	1.72	2.43	NA	3.85	1.67	1.44	2.44	2.82	2.19	NA	NA	2.18	1.54
1891	2.14	1.43	1.81	NA	3.41	1.53	1.13	2.12	2.16	1.84	NA	NA	1.54	1.52
1892	2.48	1.55	1.91	NA	2.64	1.87	1.43	2.47	2.58	2.27	NA	NA	2.19	1.91
1893	2.67	1.73	2.68	NA	2.33	1.92	1.32	2.52	2.66	2.16	NA	NA	2.13	1.91
1894	3.18	1.43	2.88	NA	2.86	2.13	1.37	2.23	2.88	2.07	NA	NA	2.23	2.21
1895	3.74	1.42	2.43	NA	3.54	2.22	1.35	1.92	3.01	1.8	NA	NA	2.2	2.12
1896	2.76	1.25	2.17	NA	2.4	1.62	1.09	1.65	2.32	1.53	NA	NA	1.94	1.87
1897	2.63	1.44	1.88	NA	5.14	2.15	1.21	1.67	2.64	1.73	NA	NA	2.35	1.95
1898	3.26	1.55	1.86	NA	3.37	2.45	1.19	1.59	2.99	1.59	NA	NA	2.29	2.1
1899	3.3	1.33	2.11	NA	2.89	2.26	0.99	1.58	2.67	1.39	NA	NA	2.04	2.15
1900	2.99	1.51	1.95	NA	2.55	2.33	1	1.28	1.78	1.09	NA	NA	1.56	2.3
1901	2.79	1.91	2.1	NA	3.04	2.17	1.06	1.17	1.59	1.31	NA	NA	1.25	2.32
1902	3.27	2.16	2.64	NA	2.8	2.27	1.14	1.43	1.79	1.64	NA	NA	0.79	2.76
1903	3.58	2.28	2.4	0.97	2.56	1.62	1.25	1.3	2.09	2.03	NA	NA	1.62	2.83
1904	3.76	2.37	2.06	0.79	2.89	1.17	1.31	1.28	2.77	2.05	NA	NA	2.04	3.33
1905	3.71	2.64	2.24	0.89	2.53	1.13	1.11	1.32	2.22	2.28	NA	NA	2.43	3.62
