# Vanoni - Combe Biosse - ACPS - ITRDB CHE446
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41258
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41258.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che446-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che446.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che446.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-02
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-02
#--------------------
# Title
#   Study_Name: Vanoni - Combe Biosse - ACPS - ITRDB CHE446
#--------------------
# Investigators
#   Investigators: Vanoni, Marco; Nötzli, Magdalena; Bigler, Christof
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Vanoni, Marco; Harald Bugmann; Magdalena Nötzli; Christof Bigler
#   Published_Date_or_Year: 2016
#   Published_Title: Drought and frost contribute to abrupt growth decreases before tree mortality in nine temperate tree species
#   Journal_Name: Forest Ecology and Management
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1016/j.foreco.2016.10.001
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Swiss National Science Foundation
#   Grant: 140968
#--------------------
# Site_Information
#   Site_Name: Combe Biosse
#   Location: Switzerland
#   Northernmost_Latitude: 47.105833344
#   Southernmost_Latitude: 47.105833344
#   Easternmost_Longitude: 7.010555562
#   Westernmost_Longitude: 7.010555562
#   Elevation_m: 1250
#--------------------
# Data_Collection
#   Collection_Name: CHE446
#   First_Year: 1841
#   Last_Year: 2014
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Acer pseudoplatanus L.
#   Common_Name: sycamore maple
#   Tree_Species_Code: ACPS
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 73970L_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 73970L; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 73971L_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 73971L; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 73972L_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 73972L; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 73973R_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 73973R; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 73975L_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 73975L; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 73976R_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 73976R; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 73977R_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 73977R; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 73978L_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 73978L; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 73979L_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 73979L; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 73980R_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 73980R; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 73981R_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 73981R; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	73970L_raw	73971L_raw	73972L_raw	73973R_raw	73975L_raw	73976R_raw	73977R_raw	73978L_raw	73979L_raw	73980R_raw	73981R_raw
1841	1.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1842	1.78	NA	NA	NA	NA	NA	NA	NA	NA	0.55	NA
1843	1.48	NA	NA	NA	NA	NA	NA	NA	NA	0.35	NA
1844	1.41	NA	NA	NA	NA	NA	NA	NA	NA	0.91	NA
1845	0.83	NA	NA	NA	NA	NA	NA	NA	NA	1.14	NA
1846	1.08	NA	NA	NA	NA	NA	NA	NA	NA	1.7	NA
1847	1.91	NA	NA	NA	NA	NA	NA	NA	NA	1.29	NA
1848	2.27	NA	NA	NA	NA	NA	NA	NA	NA	1.54	NA
1849	1.78	NA	NA	NA	1.44	NA	NA	NA	NA	2.19	NA
1850	1.4	NA	NA	NA	1.05	NA	NA	NA	NA	2.36	NA
1851	1.71	NA	NA	NA	1.32	NA	NA	NA	NA	1.85	NA
1852	1.19	NA	NA	NA	0.85	NA	NA	NA	NA	2.62	NA
1853	1.28	0.89	NA	NA	1.31	NA	NA	NA	NA	2.86	NA
1854	1.17	1.02	NA	NA	1.42	NA	NA	NA	NA	2.5	NA
1855	2.54	1.35	NA	0.95	2.05	NA	NA	NA	NA	3.71	NA
1856	1.8	0.88	NA	0.48	1.31	NA	NA	NA	NA	3.2	NA
1857	0.98	1.22	NA	0.2	0.96	NA	NA	NA	NA	2.59	NA
1858	1.47	1.05	NA	0.22	1	NA	NA	NA	NA	2.59	NA
1859	1.1	1.95	NA	0.51	0.78	NA	NA	NA	NA	3.81	NA
1860	0.93	1.54	NA	0.34	1	NA	NA	NA	NA	1.94	NA
1861	1.75	0.9	NA	0.52	1.32	NA	NA	NA	NA	3.56	NA
1862	1.31	0.35	NA	0.37	0.72	NA	NA	NA	NA	2.94	NA
1863	1.16	0.41	NA	0.51	0.46	NA	NA	NA	NA	3.84	NA
1864	0.67	0.23	NA	0.22	0.86	NA	NA	NA	NA	2.93	NA
1865	0.51	0.41	NA	0.24	0.68	NA	NA	NA	NA	1.47	NA
1866	0.97	0.08	NA	0.34	1.24	NA	NA	NA	NA	2.07	NA
1867	0.79	0.11	NA	0.27	1.16	NA	NA	NA	NA	0.19	NA
1868	0.61	0.19	NA	0.12	1.48	NA	NA	NA	NA	2.96	NA
1869	0.79	0.3	2.13	0.33	1.35	NA	NA	NA	NA	4.19	NA
1870	0.55	0.25	1.07	0.3	1.15	NA	NA	NA	NA	4.06	NA
1871	0.51	0.19	1.25	0.96	1.46	NA	NA	NA	1.13	3.69	NA
1872	0.16	0.07	2.23	0.66	1.06	NA	NA	0.89	0.54	4.17	NA
1873	0.36	0.62	1.96	0.91	1.58	NA	NA	1.18	1.28	4.35	NA
1874	0.85	1.4	1.96	1.05	1.64	NA	NA	1.18	1.74	4.49	NA
1875	0.86	2.02	0.28	1.06	1.9	NA	NA	1.31	1.4	3.44	NA
1876	0.57	1.52	0.87	0.81	1.45	NA	NA	0.96	1.3	3.27	NA
1877	0.96	2.14	0.21	1.31	2.43	NA	NA	1.92	2.54	4.1	NA
1878	0.78	1.86	1.01	0.74	1.51	NA	NA	1.44	2.27	2.05	NA
1879	0.87	2.32	1.94	1	2.49	NA	NA	2.1	2.53	3.5	NA
1880	0.9	2.29	1.25	0.61	2.05	NA	NA	2.07	1.98	3.16	NA
1881	0.81	2.25	1.87	0.45	1.9	NA	0.48	1.39	1.17	2.78	NA
1882	1.24	2.46	1.39	0.88	2.27	NA	0.96	2.59	1.86	2.02	NA
1883	1.14	1.86	0.15	0.98	1.7	NA	1.19	1.84	1.21	2.56	NA
1884	1.23	2.11	0.66	1.24	2.37	NA	2	2	0.9	2.6	NA
1885	1.54	1.99	0.71	0.94	1.73	NA	1.12	1.65	0.86	3.01	NA
1886	1.45	1.74	1.32	1.18	1.58	1.34	0.94	1.52	1.21	2.76	NA
1887	0.85	1.61	0.27	0.96	1.36	1.06	0.75	0.9	1.1	2.59	NA
1888	0.89	1.07	1.1	0.98	1.4	1.76	1.17	0.78	1.72	1.86	NA
1889	1.14	1.52	1.08	0.75	1.38	1.67	1.45	0.85	1.75	2.16	NA
1890	0.77	1.1	0.97	0.64	1.09	1.2	0.93	0.78	1.43	2.08	NA
1891	0.65	0.7	0.48	0.56	0.79	1.17	0.74	0.54	1.19	1.19	NA
1892	0.8	0.79	0.75	0.93	0.88	1.4	0.99	0.49	1.03	1.77	NA
1893	1	0.24	0.52	0.54	1.19	1.22	1.17	0.5	0.85	2.1	NA
1894	0.75	0.43	0.71	0.69	0.96	1.22	1.17	0.49	0.56	1.2	NA
1895	0.62	0.4	0.53	0.36	0.32	0.63	1.34	0.59	0.28	0.01	NA
1896	0.37	0.37	0.63	0.18	0.45	0.57	0.93	0.5	0.53	0.84	NA
1897	1.02	0.9	1.37	0.95	1.15	0.85	1.5	0.59	0.92	1.64	NA
1898	0.93	0.97	1.18	0.94	1.13	1.53	1.96	0.85	1.2	1.17	NA
1899	1.02	1.3	1.45	1.46	1.57	1.85	1.74	0.72	1.92	2.08	NA
1900	0.74	1.11	1.16	1.11	1.09	1.36	1.31	0.8	1.66	2.37	NA
1901	0.89	1.01	0.59	1.05	1.07	1.2	1.15	0.52	1.81	2.38	NA
1902	0.64	0.59	0.8	0.8	0.76	1.05	0.82	0.43	1.34	1.37	NA
1903	0.6	0.31	0.8	0.8	0.8	1.11	1.03	0.45	1.27	1.14	NA
1904	0.75	0.14	1.02	0.9	0.9	1	0.75	0.55	1.28	1.89	NA
