# Lévesque - Pfafers - PCAB - ITRDB CHE496
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41750
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41750.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che496-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che496.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che496.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Lévesque - Pfafers - PCAB - ITRDB CHE496
#--------------------
# Investigators
#   Investigators: Lévesque, Mathieu; Rigling, Andreas; Bugmann, Harald; Weber, Pascale; Brang, Peter; Saurer, Matthias; Siegwolf, Rolf; Eilmann, Britta
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Andreas Rigling; Harald Bugmann; Pascale Weber; Peter Brang
#   Published_Date_or_Year: 2014
#   Published_Title: Growth response of five co-occurring conifers to drought across a wide climatic gradient in Central Europe
#   Journal_Name: Agricultural and Forest Meteorology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1016/j.agrformet.2014.06.001
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Pfafers
#   Location: Switzerland
#   Northernmost_Latitude: 46.97472222
#   Southernmost_Latitude: 46.97472222
#   Easternmost_Longitude: 9.49211
#   Westernmost_Longitude: 9.49211
#   Elevation_m: 980
#--------------------
# Data_Collection
#   Collection_Name: CHE496
#   First_Year: 1919
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## PP01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	PP01_raw	PP02_raw	PP03_raw	PP04_raw	PP05_raw	PP06_raw	PP07_raw	PP08_raw	PP09_raw	PP10_raw	PP11_raw	PP12_raw	PP13_raw	PP14_raw	PP15_raw
1919	NA	NA	NA	NA	NA	2.18	NA	NA	NA	NA	NA	NA	NA	NA	NA
1920	NA	NA	NA	NA	NA	1.64	NA	NA	NA	NA	NA	NA	NA	NA	NA
1921	NA	NA	NA	NA	NA	2.08	NA	NA	NA	NA	NA	NA	NA	NA	NA
1922	NA	NA	NA	NA	NA	2.29	NA	NA	NA	NA	NA	NA	NA	NA	NA
1923	NA	NA	NA	NA	NA	1.92	NA	NA	NA	NA	NA	NA	NA	NA	NA
1924	NA	NA	NA	NA	NA	1.34	NA	NA	NA	NA	NA	NA	NA	NA	NA
1925	NA	NA	NA	NA	NA	1.39	NA	NA	NA	NA	NA	NA	NA	NA	NA
1926	NA	NA	NA	NA	NA	2.18	NA	NA	NA	NA	NA	NA	NA	5.62	NA
1927	NA	NA	NA	NA	NA	2.8	NA	NA	NA	4.07	NA	6.95	NA	5.19	NA
1928	NA	NA	NA	NA	NA	2.79	NA	NA	NA	3.83	NA	6.28	NA	5.06	NA
1929	NA	NA	NA	3.58	NA	3.47	NA	NA	NA	4.09	NA	6.19	NA	5.4	NA
1930	NA	NA	NA	2.46	NA	3.94	NA	NA	NA	2.65	NA	4.88	NA	4.58	NA
1931	NA	NA	NA	3.27	NA	4.32	NA	NA	NA	3.09	NA	6.72	NA	6.37	NA
1932	NA	NA	NA	3.29	NA	4.22	NA	4.63	NA	2.9	6.24	5.76	NA	5.82	NA
1933	NA	NA	NA	2.43	NA	3.67	NA	4.37	NA	2.59	5.32	5.47	NA	4.48	NA
1934	NA	NA	NA	2.94	4.67	3.81	NA	5.4	NA	2.72	6.52	6.35	NA	5.63	7.31
1935	NA	5.14	4.63	3.61	4.77	4.34	NA	4.17	NA	2.69	5.28	5.65	NA	4.51	6.26
1936	NA	3.88	4.71	3.49	6.51	3.91	NA	4.43	NA	2.45	5.38	5.53	NA	5.33	6.1
1937	NA	3.2	4.06	3.2	4.91	3.82	NA	3.85	NA	2.16	5.16	5.52	NA	3.28	6.01
1938	NA	3.61	4.12	3.77	5.75	4.27	NA	3.91	2.96	2.44	5.66	5.05	NA	3.83	5.1
1939	NA	3.11	4.91	3.53	5.39	3.62	NA	3.63	3.78	2.89	5.42	5.42	NA	4.2	4.8
1940	NA	3.26	4.36	5.45	5.42	3.89	4.02	3.86	3.7	2.27	5.73	5.59	6.08	4.66	6.44
1941	NA	2.34	4.1	5.01	5.43	3.42	3.94	3.29	3.22	2.04	4.35	4.97	4.62	3.69	4.03
1942	NA	2.5	4.17	5.14	6	3.85	3.94	3.35	3.64	2.46	3.41	4.49	6.01	3.44	4.49
1943	NA	2.03	3.72	3.61	5.31	2.89	3.52	2.88	3.21	2.22	3.96	3.79	5.34	3.73	3.47
1944	NA	1.61	2.93	2.39	4.63	2.65	3.05	2.89	3.2	2.17	3.86	2.83	3.95	3.07	2.99
1945	NA	2	3.05	3.55	5.89	2.95	3.83	3.43	2.99	2.19	3.67	3.1	4.08	2.94	2.13
1946	1.16	1.81	2.77	3.62	6.09	3.08	4.12	3.52	2.69	1.84	2.83	4.15	4.48	2.99	2.05
1947	3.96	1.83	2.72	2.98	5.66	2.77	4.13	3.42	2.81	1.56	2.38	3.69	4.81	2.46	1.59
1948	3.72	1.6	2.52	3.6	4.8	2.83	2.95	3.19	2.46	1.42	2.41	3	4.45	2.2	1.76
1949	3.58	1.37	2.47	2.93	4.28	2.01	3.09	2.59	2.72	1.44	2.4	2.5	4.41	2.27	1.95
1950	3	1.19	3.36	3.16	3.63	2.42	3.04	2.42	2.89	1.58	2.22	2.37	4.37	1.68	2.15
1951	3.69	1.97	2.56	4.05	5.01	2.73	3.46	3.07	2.85	2.25	2.12	2.6	4.32	2.28	2.24
1952	3.3	1.76	2.67	3.38	4.24	2.38	3.06	2.67	2.59	1.8	2.28	2.33	4.35	1.99	2.25
1953	2.93	1.49	2.16	3.3	5.27	2.58	4.34	3.16	3.31	2.08	2.23	2.25	4.6	2.44	2.23
1954	3.14	1.43	2.43	3.06	5.42	2.6	4.46	3.66	2.82	2.19	2.6	2.47	4.77	2.24	2.07
1955	2.93	1.43	2.62	3.27	6.27	3.22	5.12	4.26	3.49	3.21	2.66	2.62	4.61	1.92	2.17
1956	2.82	2.56	3.06	4.58	6.58	3.72	4.56	4.52	3.03	3.11	2.32	3.37	5.62	1.54	1.89
1957	3.83	2.86	2.59	3.22	6.61	4.15	4	3.67	2.77	3.2	2.25	4.44	6.08	1.87	1.89
1958	2.9	2.92	3.11	2.94	5.8	4.31	4.08	3.16	3.7	2.65	2.5	3.9	4.56	1.54	2.09
1959	3.61	4.05	3.02	2.99	5.34	3.32	4.35	2.98	2.37	2.85	2.63	4.08	5.39	1.24	2.22
1960	3.33	4.7	3.34	2.6	3.68	3.25	3.49	3.26	2.19	2.54	2.36	3.53	4.52	1.24	2.27
1961	5.68	4.67	3.79	3.02	6.77	3.71	5.45	3.89	2.22	2.69	2.34	4.35	6.19	1.74	1.97
1962	5	2.8	2.63	2.25	4.65	2.92	4.12	2.44	1.96	2.29	2.16	3.48	4.72	1.32	1.96
1963	4.24	3.59	2.6	2.77	5.94	2.97	4.61	2.94	2.13	3.23	1.91	3.79	5.96	1.48	3.4
1964	4.82	3.09	2.32	2.51	5.21	2.79	3.55	2.89	2.06	3.14	2.02	3.19	6	1.53	2.67
1965	5.11	2.99	2.99	2.79	4.3	2.86	3.15	2.69	1.75	2.98	1.82	2.84	5.21	1.44	2.38
1966	7.71	3.26	4.25	3.27	4.54	3.94	3.75	2.74	1.96	3.08	2.06	3.03	5.46	1.66	2.49
1967	6.43	3.51	3.1	3.43	3.95	3.94	3.27	2.65	1.77	2.95	2.13	3.21	5.18	1.52	2.32
1968	5.88	3.82	3.13	3.03	4.24	4.18	3.57	3.27	2.06	2.89	2.27	2.56	5.63	1.51	2.51
1969	4.9	2.86	4.12	2.09	4.02	3.33	3.52	3.19	1.99	3.03	2.25	1.82	4.89	1.64	3.02
1970	3.82	2.06	2.69	2.1	2.99	2.83	2.99	2.58	1.55	2.02	2.51	2.11	4.29	1.77	2.13
1971	5.7	2.42	3.56	2.25	2.84	2.41	3.24	3.14	1.97	1.94	3.19	2.29	4.69	2.12	1.85
