# Tyers - Mill Lodge Farm, Great Ryburgh - QUSP - ITRDB BRIT101
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/44081
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-44081.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit101-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit101.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/brit101.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2026-01-14
#--------------------
# File_Last_Modified_Date
#   Date: 2026-01-14
#--------------------
# Title
#   Study_Name: Tyers - Mill Lodge Farm, Great Ryburgh - QUSP - ITRDB BRIT101
#--------------------
# Investigators
#   Investigators: Tyers, I.
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Tyers, I.
#   Published_Date_or_Year: 2022
#   Published_Title: Mill Lodge Farm, Great Ryburgh, Norfolk: Tree-ring Analysis of Oak Timbers
#   Journal_Name: Historic England Research Report Series
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   Report_Number: 97/2022
#   DOI:
#   Online_Resource: https://historicengland.org.uk/research/results/reports/9131/MillLodgeFarmGreatRyburghNorfolkTree-ringAnalysisofOakTimbers
#   Full_Citation: 
#   Abstract: Dendrochronological analysis of oak coffin timbers excavated in Great Ryburgh, Norfolk was undertaken. The three dated coffins were probably constructed in the first half of the eighth century AD.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Historic England
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Mill Lodge Farm, Great Ryburgh
#   Location: United Kingdom
#   Northernmost_Latitude: 52.805981
#   Southernmost_Latitude: 52.805981
#   Easternmost_Longitude: 0.91095252
#   Westernmost_Longitude: 0.91095252
#   Elevation_m:
#--------------------
# Data_Collection
#   Collection_Name: BRIT101
#   First_Year: 271
#   Last_Year: 726
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Quercus spp. L.
#   Common_Name: oak
#   Tree_Species_Code: QUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## GR2657_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR2657; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR2658_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR2658; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR2659_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR2659; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR2815_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR2815; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR2818_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR2818; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR2825_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR2825; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR2826_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR2826; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR2853_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR2853; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR2854_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR2854; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR2855_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR2855; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GR2869_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GR2869; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	GR2657_raw	GR2658_raw	GR2659_raw	GR2815_raw	GR2818_raw	GR2825_raw	GR2826_raw	GR2853_raw	GR2854_raw	GR2855_raw	GR2869_raw
271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.67
272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.61
273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.69
274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.11
275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.71
276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.68
277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75
278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59
279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74
280	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1
281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47
282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88
283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92
284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04
285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.95
286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56
287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61
288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.21
289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.06
290	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.83	1.23
291	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.74	1.92
292	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3	0.9
293	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47	1.05
294	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16	0.93
295	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89	0.56
296	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18	0.78
297	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	0.5
298	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05	0.62
299	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.09	0.83
300	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.58	1
301	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.09	1.48
302	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19	0.69
303	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.33	0.86
304	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.11	0.74
305	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07	0.66
306	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29	0.87
307	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.95	1.44
308	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29	0.95
309	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.06	0.72
310	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.41	0.88
311	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14	0.76
312	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	0.42
313	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	0.51
314	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	0.62
315	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.31	0.74
316	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.55	0.97
317	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.57	1.05
318	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26	0.89
319	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.41	0.91
320	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13	0.63
321	NA	NA	NA	NA	NA	0.84	NA	NA	NA	0.97	0.51
322	NA	NA	NA	NA	NA	0.64	NA	NA	NA	1.01	0.47
323	NA	NA	NA	NA	NA	0.77	NA	NA	NA	0.87	0.5
324	NA	NA	NA	NA	NA	0.78	NA	NA	NA	0.88	0.52
325	NA	NA	NA	NA	NA	1.02	NA	NA	NA	0.89	0.62
326	NA	NA	NA	NA	NA	0.9	NA	NA	NA	0.99	0.67
327	NA	NA	NA	NA	NA	1.15	NA	NA	NA	1	0.76
328	NA	NA	NA	NA	NA	1.19	NA	NA	NA	1.05	0.82
329	NA	NA	NA	NA	NA	1.63	NA	NA	NA	1.24	1.06
330	NA	NA	NA	NA	NA	1.24	NA	NA	NA	0.99	0.87
331	NA	NA	NA	NA	NA	0.75	NA	NA	NA	1.54	0.99
332	NA	NA	NA	NA	NA	0.82	NA	NA	NA	1.04	0.84
333	NA	NA	NA	NA	NA	0.57	NA	NA	NA	0.85	0.66
334	NA	NA	NA	NA	NA	0.8	NA	NA	NA	0.97	0.64
335	NA	NA	NA	NA	NA	1	NA	NA	NA	1.21	0.88
336	NA	NA	NA	NA	NA	0.79	NA	NA	NA	1.04	0.77
337	NA	NA	NA	NA	NA	0.85	NA	NA	NA	0.96	0.75
338	NA	NA	NA	NA	NA	0.79	NA	NA	NA	1.19	0.85
339	NA	NA	NA	NA	NA	0.85	NA	NA	NA	1.38	1.09
340	NA	NA	NA	NA	NA	1.34	NA	NA	NA	1.06	0.93
341	NA	NA	NA	NA	NA	1.48	NA	NA	NA	1.16	0.88
342	NA	NA	NA	NA	NA	1.51	NA	NA	NA	0.93	0.81
343	NA	NA	NA	NA	NA	1.96	NA	NA	NA	1.37	1.07
344	NA	NA	NA	NA	NA	1.93	NA	NA	NA	2.14	1.5
345	NA	NA	NA	NA	NA	1.98	NA	NA	NA	2.22	1.77
346	NA	NA	NA	NA	NA	1.52	NA	NA	NA	2.65	2.15
347	NA	NA	NA	NA	NA	1.05	NA	NA	NA	1.56	1.37
348	NA	NA	NA	NA	NA	1.26	NA	NA	NA	1.34	1.12
349	NA	NA	NA	NA	NA	1.63	NA	NA	NA	1.59	1.21
350	NA	NA	NA	NA	NA	2.01	NA	NA	NA	1.62	1.45
351	NA	NA	NA	NA	NA	1.06	NA	NA	NA	0.95	0.76
352	NA	NA	NA	NA	NA	1.07	NA	NA	NA	0.79	0.77
353	NA	NA	NA	NA	NA	1.15	NA	NA	NA	0.74	0.64
354	NA	NA	NA	NA	NA	0.85	NA	NA	NA	0.68	0.57
355	NA	NA	NA	NA	NA	1.16	NA	NA	NA	0.87	0.75
356	NA	NA	NA	NA	NA	1.3	NA	NA	NA	0.94	0.83
357	NA	NA	NA	NA	NA	1.03	NA	NA	NA	0.55	0.49
358	NA	NA	NA	NA	NA	0.91	NA	NA	NA	0.7	0.74
359	NA	NA	NA	NA	NA	0.94	NA	NA	NA	0.86	0.79
360	NA	NA	NA	NA	NA	0.77	NA	NA	NA	0.92	0.79
361	NA	NA	NA	NA	NA	1.02	NA	NA	NA	1.05	1.05
362	NA	NA	NA	NA	NA	0.89	NA	NA	NA	1.11	0.97
363	NA	NA	NA	NA	NA	0.84	NA	NA	NA	0.81	0.59
364	NA	NA	NA	NA	NA	0.88	NA	NA	NA	0.79	0.8
365	NA	NA	NA	NA	NA	0.68	NA	NA	NA	0.75	0.64
366	NA	NA	NA	NA	NA	0.56	NA	NA	NA	0.85	0.67
367	NA	NA	NA	NA	NA	0.72	NA	NA	NA	0.89	0.72
368	NA	NA	NA	NA	NA	0.68	NA	NA	NA	0.98	0.92
369	NA	NA	NA	NA	NA	0.67	NA	NA	NA	1.25	1.01
370	NA	NA	NA	NA	NA	0.87	NA	NA	NA	1.07	1
371	NA	NA	NA	NA	NA	0.79	NA	NA	NA	1	0.95
372	NA	NA	NA	NA	NA	0.62	NA	NA	NA	0.88	0.85
373	NA	NA	NA	NA	NA	0.75	NA	NA	NA	0.89	0.79
374	NA	NA	NA	NA	NA	1.08	NA	NA	NA	1.17	1.01
375	NA	NA	NA	NA	NA	1.05	NA	NA	NA	1.15	1.12
376	NA	NA	NA	NA	NA	1.35	NA	NA	NA	1.15	0.96
377	NA	NA	NA	NA	NA	1.67	NA	NA	NA	1.65	1.34
378	NA	NA	NA	NA	NA	1.68	NA	NA	NA	1.23	1.11
379	NA	NA	NA	NA	NA	2.13	NA	NA	NA	1.51	1.18
380	NA	NA	NA	NA	NA	1	NA	NA	NA	0.95	0.87
381	NA	NA	NA	NA	NA	0.91	NA	NA	NA	0.99	0.83
382	NA	NA	NA	NA	NA	0.96	NA	NA	NA	1.16	0.92
383	NA	NA	NA	NA	NA	1.2	NA	NA	NA	1.35	1.27
384	NA	NA	NA	NA	NA	1.06	NA	NA	NA	1.35	1.11
385	NA	NA	NA	NA	NA	1.13	NA	NA	NA	1.3	1.16
386	NA	NA	NA	NA	NA	1.13	NA	NA	NA	1.26	1.11
387	NA	NA	NA	NA	NA	1.26	NA	NA	NA	1.46	1
388	NA	NA	NA	NA	NA	1.21	NA	NA	NA	1.02	0.79
389	NA	NA	NA	NA	NA	1.37	NA	NA	NA	1.74	1.29
390	NA	NA	NA	NA	NA	1.15	NA	NA	NA	1.05	0.86
391	NA	NA	NA	NA	NA	1.25	NA	NA	NA	0.88	0.72
392	NA	NA	NA	NA	NA	1.31	NA	NA	NA	0.93	0.79
393	NA	NA	NA	NA	NA	1.09	NA	NA	NA	0.87	0.75
394	NA	NA	NA	NA	NA	0.86	NA	NA	NA	1.43	1.16
395	NA	NA	NA	NA	NA	0.76	NA	NA	NA	0.86	0.67
396	NA	NA	NA	NA	NA	0.82	NA	NA	NA	0.8	0.76
397	NA	NA	NA	NA	NA	0.72	NA	NA	NA	0.78	0.75
398	NA	NA	NA	NA	NA	0.76	NA	NA	NA	1.1	0.92
399	NA	NA	NA	NA	NA	0.83	NA	NA	NA	0.82	0.71
400	NA	NA	NA	NA	NA	0.89	NA	NA	NA	0.78	0.73
401	NA	NA	NA	NA	NA	1.35	NA	NA	NA	1.29	1.09
402	NA	NA	NA	NA	NA	1.16	NA	NA	NA	0.95	0.86
403	NA	NA	NA	NA	NA	1.34	NA	NA	NA	0.96	0.76
404	NA	NA	NA	NA	NA	1.33	NA	NA	NA	0.81	0.74
405	NA	NA	NA	NA	NA	0.81	NA	NA	NA	0.73	0.68
406	NA	NA	NA	NA	NA	1.06	NA	NA	NA	0.44	0.48
407	NA	NA	NA	NA	NA	1.34	NA	NA	NA	0.99	0.95
408	NA	NA	NA	NA	NA	1.01	NA	NA	NA	0.51	0.48
409	NA	NA	NA	NA	NA	1.21	NA	NA	NA	0.58	0.65
410	NA	NA	NA	NA	NA	1.57	NA	NA	NA	0.94	0.92
411	NA	NA	NA	NA	NA	1.85	NA	NA	NA	0.82	0.91
412	NA	NA	NA	NA	NA	1.64	NA	NA	NA	1.01	1.02
413	NA	NA	NA	NA	NA	1.51	NA	NA	NA	0.86	0.86
414	NA	NA	NA	NA	NA	1.51	NA	NA	NA	0.99	0.99
415	NA	NA	NA	NA	NA	1.57	NA	NA	NA	1.02	0.78
416	NA	NA	NA	NA	NA	1.33	NA	NA	NA	0.84	0.67
417	NA	NA	NA	NA	NA	1.38	NA	NA	NA	0.73	0.59
418	NA	NA	NA	NA	NA	1.97	NA	NA	NA	0.98	0.91
419	NA	NA	NA	NA	NA	2.58	NA	NA	NA	0.83	0.8
420	NA	NA	NA	NA	NA	2.01	NA	NA	NA	0.82	0.7
421	NA	NA	NA	NA	NA	1.56	NA	1.72	NA	0.65	0.53
422	NA	NA	NA	NA	NA	1.65	NA	2.26	NA	1.25	0.84
423	NA	NA	NA	NA	NA	1.54	NA	1.71	NA	0.75	0.75
424	NA	NA	NA	NA	NA	1.71	NA	2.41	NA	1.02	0.85
425	NA	NA	NA	NA	NA	2.07	NA	2.08	NA	0.87	0.85
426	NA	NA	NA	NA	NA	1.73	NA	1.77	NA	0.59	0.61
427	NA	NA	NA	NA	NA	2.03	NA	1.47	NA	0.94	0.79
428	NA	NA	NA	NA	NA	2.39	NA	1.68	NA	0.82	0.79
429	NA	NA	NA	NA	NA	2.25	NA	2.66	NA	0.91	0.89
430	NA	NA	NA	NA	NA	2.34	NA	1.9	NA	0.88	0.79
431	NA	NA	NA	NA	NA	1.44	NA	1.42	NA	0.52	0.47
432	NA	NA	NA	NA	NA	1.27	NA	1.29	NA	0.62	0.56
433	NA	NA	NA	NA	NA	1.03	NA	1.51	NA	0.65	0.67
434	NA	NA	NA	NA	NA	1.36	NA	1.78	NA	0.67	0.59
435	NA	NA	NA	NA	NA	1.73	NA	1.85	NA	1.15	0.88
436	NA	NA	NA	NA	NA	1.88	NA	2.56	NA	0.93	0.94
437	NA	NA	NA	NA	NA	1.42	NA	1.29	NA	0.69	0.76
438	NA	NA	NA	NA	NA	1.45	NA	1.13	NA	0.58	0.58
439	NA	NA	NA	NA	NA	1.3	NA	1.2	NA	0.5	0.48
440	1.26	NA	NA	NA	NA	1.32	NA	1.42	NA	0.48	0.49
441	1.86	NA	NA	NA	NA	1.48	NA	1.71	NA	0.78	0.74
442	1.04	NA	NA	NA	NA	1.2	NA	1.32	NA	0.68	0.71
443	1.43	NA	NA	NA	NA	1.21	NA	1.64	NA	0.66	0.55
444	1.51	NA	NA	NA	NA	1.63	NA	1.47	NA	0.88	0.72
445	1.12	NA	NA	NA	NA	1.58	NA	1.69	NA	0.82	0.7
446	1.41	NA	NA	NA	NA	2.11	1.78	2.38	NA	0.72	0.65
447	1.65	NA	NA	NA	NA	1.74	1.14	2.13	NA	0.71	0.68
448	1.35	NA	NA	NA	NA	1.62	1.17	1.33	NA	0.81	0.7
449	1.36	NA	NA	NA	NA	1.55	1.34	1.42	NA	0.77	0.66
450	1.71	NA	NA	NA	NA	1.65	1.43	1.52	NA	0.78	0.71
451	1.4	NA	3.15	NA	NA	1.36	1.29	1.13	NA	0.64	0.45
452	1.13	NA	2.26	NA	NA	1.22	1.08	0.98	NA	0.64	0.63
453	1.14	NA	2.95	NA	NA	1.12	0.84	0.73	NA	0.74	0.62
454	1.09	NA	2.31	NA	NA	1	0.7	0.63	NA	0.73	0.7
455	1.78	NA	3.15	NA	NA	1.24	1.11	1.14	NA	0.89	0.75
456	1.75	NA	3.45	NA	NA	1.54	1.25	1	NA	0.95	0.87
457	1.36	NA	4.14	NA	NA	1.44	1.16	1.27	NA	1.04	0.85
458	2.06	NA	4.53	NA	NA	1.6	1.52	0.93	NA	1.18	0.98
459	2.02	NA	3.82	NA	NA	1.5	1.41	1.17	NA	1.08	0.87
