# Weber - REI - FASY - ITRDB CHE571
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41825
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41825.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che571-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che571.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che571.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Weber - REI - FASY - ITRDB CHE571
#--------------------
# Investigators
#   Investigators: Weber, Pascale; Lévesque, Mathieu; Walthert, Lorenz; Heiri, Caroline; Trotsiuk, Volodymyr; Sanders,Tanja
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Lorenz Walthert; Pascale Weber
#   Published_Date_or_Year: 2016
#   Published_Title: Soil nutrients influence growth response of temperate tree species to drought
#   Journal_Name: Journal of Ecology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/1365-2745.12519
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Weber, Pascale; Caroline Heiri; Mathieu Lévesque; Tanja Sanders; Volodymyr Trotsiuk; Lorenz Walthert
#   Published_Date_or_Year: 2015
#   Published_Title: Zuwachs und Klimasensitivität von Baumarten im Ökogramm der kollinen und submontanen Stufe
#   Journal_Name: Missing Journal Name
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3188/szf.2015.0380
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: REI
#   Location: Switzerland
#   Northernmost_Latitude: 47.14957
#   Southernmost_Latitude: 47.14957
#   Easternmost_Longitude: 7.84269
#   Westernmost_Longitude: 7.84269
#   Elevation_m: 680
#--------------------
# Data_Collection
#   Collection_Name: CHE571
#   First_Year: 1911
#   Last_Year: 2008
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## rei03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei11a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei11a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei15a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei15a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei20a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei20a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei22a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei22a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei25a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei25a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei26a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei26a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## rei30a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: rei30a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	rei03a_raw	rei05a_raw	rei10a_raw	rei11a_raw	rei15a_raw	rei20a_raw	rei22a_raw	rei25a_raw	rei26a_raw	rei30a_raw
1911	NA	1.62	NA	NA	0.15	NA	2.46	NA	NA	NA
1912	NA	0.84	NA	NA	0.54	NA	2.14	2.04	NA	NA
1913	NA	0.94	NA	NA	0.69	NA	1.72	1.67	NA	NA
1914	NA	1.57	NA	NA	0.35	NA	2.31	2.22	NA	NA
1915	NA	1.92	NA	NA	0.47	NA	2.21	1.83	NA	NA
1916	NA	2.47	NA	NA	0.53	NA	2.21	2	NA	NA
1917	NA	3.67	NA	NA	0.82	NA	2.24	1.74	NA	NA
1918	NA	3.67	NA	NA	0.92	NA	1.92	1.61	NA	NA
1919	NA	3.63	NA	NA	0.95	NA	1.55	1.66	NA	NA
1920	NA	4.1	NA	NA	0.91	NA	1.72	1.49	NA	NA
1921	NA	4.74	1.18	NA	0.77	NA	1.85	1.56	NA	NA
1922	NA	4.43	1.05	NA	0.87	NA	1.66	1.5	NA	NA
1923	NA	4.12	1.26	NA	0.58	NA	1.89	1.7	NA	NA
1924	NA	3.2	0.78	0.71	0.22	NA	1.59	1.46	NA	NA
1925	0.75	3.62	0.64	0.81	0.35	NA	1.41	1.1	2.47	NA
1926	0.43	1.89	0.71	0.58	0.55	NA	0.98	0.89	1.99	NA
1927	0.78	2.35	0.76	0.84	0.63	NA	1.04	1.11	2.2	NA
1928	0.72	1.74	0.75	0.81	0.58	NA	0.58	1.03	1.11	NA
1929	0.61	1.66	0.82	0.78	0.75	NA	0.71	1.11	0.88	NA
1930	0.68	1.85	0.67	0.75	0.69	NA	0.93	1.4	1.2	NA
1931	1.08	2.44	1.51	1.35	0.68	NA	0.99	1.28	1.52	NA
1932	1.3	2.78	2.14	2.15	0.94	NA	1.24	1.68	1.05	1.06
1933	1.01	2.48	1.47	1.89	1.02	NA	1.16	1.72	1.66	1.12
1934	0.75	1.69	0.87	1.46	1.04	NA	0.91	1.76	1.61	0.88
1935	0.99	1.91	0.9	1.38	0.86	NA	0.75	1.78	1.64	0.75
1936	1.02	1.84	0.8	1.52	0.95	NA	0.66	1.2	1.78	0.91
1937	1.21	2.5	1.15	1.9	0.76	NA	0.7	1.61	1.71	1.18
1938	1.08	2.36	0.87	1.26	0.7	NA	0.79	1.29	1.51	0.71
1939	1.11	2.27	0.78	1.51	1.17	NA	0.83	1.23	1.88	0.81
1940	0.95	1.34	0.89	1.01	0.66	NA	0.73	0.71	1.21	1.05
1941	1.15	1.87	1.19	1.18	0.77	NA	1.21	1.4	1.46	1.02
1942	1.18	2.41	1	0.98	1.05	NA	1.58	1.67	2.21	1.44
1943	4.69	2.9	3.7	2.67	1.04	NA	1.67	1.67	2.3	1.92
1944	5.58	2.95	4.78	3.23	1.81	NA	1.49	1.2	1.73	1.35
1945	2.33	2.1	3.58	2.84	2.12	NA	0.95	1.34	1.76	3.37
1946	3.18	1.87	2.44	3.09	1.55	2.28	0.96	1.12	1.49	3.98
1947	3.88	1.94	3.44	2.29	2.02	1.95	0.81	1.14	1.03	5.06
1948	3.82	1.43	2.72	1.36	1.33	0.83	0.74	0.72	1.04	2.32
1949	2.24	1.59	1.74	1.35	1.68	0.54	0.99	1.21	1.13	2.62
1950	2	2.04	1.64	1.14	1.58	0.61	1.13	0.79	1.51	2.17
1951	1.77	1.98	1.73	1.23	1.52	0.58	1.32	1.01	0.98	1.65
1952	2.06	2.39	2.48	1.68	1.75	0.66	1.56	1.87	1.52	1.73
1953	2.23	2.48	1.74	0.94	1.11	0.18	1.45	2.31	2.63	1.24
1954	1.92	1.62	0.92	0.75	0.94	1.04	1.17	1.22	1.63	1.03
1955	2.24	1.82	1.19	1.12	1.38	1.41	1.22	2.57	2.64	1.43
1956	2.23	1.69	1.27	1.54	1.43	1.23	1.15	2.4	2.49	1.14
1957	0.34	1.07	0.3	0.68	0.14	0.3	0.71	2.2	1.64	0.82
1958	2.08	2.62	1.27	1.74	0.74	0.99	1.28	3.07	2.66	1.29
1959	1.01	2.56	1.03	1.02	1.18	1.32	0.94	2.11	2.2	1.14
1960	0.37	2.93	0.45	0.8	0.69	0.54	0.65	1.28	1.54	0.83
1961	1.09	3.72	1.3	1.23	1.19	1.18	0.95	1.67	2.6	1.91
1962	1.98	3.34	1.83	2.08	1.37	1.23	0.95	2.56	2.63	1.74
1963	0.96	2.15	0.91	1.72	1.18	0.52	0.83	2.24	2.23	1.45
1964	1.14	2.6	1.45	1.75	1.3	1.16	1.33	2.19	2.59	1.78
1965	1.33	2.45	1.69	1.24	1.03	1.17	1.53	2.22	2.59	0.78
1966	1.65	2.28	1.57	1.21	1.22	1.52	1.76	1.72	1.97	1.24
1967	2.75	2.97	1.65	1.63	1.59	1.24	2.04	2.7	2.25	1.37
1968	1.94	3.09	0.96	1.49	0.83	1.27	1.51	1.84	2.06	0.64
1969	1.99	2.93	2.2	1.77	1.5	1.52	2	2.27	2.58	1.2
1970	2	2.07	1.56	1.71	1.72	1.34	1.86	2.49	2.14	0.62
1971	1.45	3.1	1.57	1.38	1.73	1.63	1.58	3.6	2.55	0.76
1972	1.65	2.14	1.63	1.55	1.31	1.19	1.71	2.17	2.25	1.17
1973	1.69	2.37	2.06	1.91	1.47	1.18	1.69	3.25	2.72	1.11
1974	2.48	3.07	2.91	2.64	1.73	1.4	1.84	2.96	3.25	1.45
1975	2.04	2.83	3.01	2.76	2.12	1.71	2.22	3.77	3.43	1.84
1976	1.4	2.31	1.69	1.88	1.47	1.71	1.51	2.46	2.57	1.43
1977	1.21	3.02	1.49	2.02	1.29	1.3	2.03	2.9	2.87	1.07
1978	0.86	3.26	1.51	1.9	1.47	1.69	1.85	2.9	2.9	1.4
1979	0.43	4.26	2.29	2.63	2.36	2.32	2.12	2.69	3.92	2.03
