# Dannenberg - Reno Gulch Update - PIPO - ITRDB SD026
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/44573
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-44573.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/sd026l-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/sd026l.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
#--------------------
# Contribution_Date
#   Date: 2026-03-27
#--------------------
# File_Last_Modified_Date
#   Date: 2026-03-27
#--------------------
# Title
#   Study_Name: Dannenberg - Reno Gulch Update - PIPO - ITRDB SD026
#--------------------
# Investigators
#   Investigators: Dannenberg, M.P.; Wise, E.K.; Harris, V.; Beyerlein, A.; Quist, N.
#--------------------
# Description_Notes_and_Keywords
#   Description: this is an update of sd017
# -per ITRDB: "data set could be improved significantly"
# -REN14A deleted (per ITRDB suggestion)
# -REN06B deleted (flagged by ITRDB)
# -REN02A 1597-1749 deleted (flagged by ITRDB)
# -REN07B deleted (flagged by ITRDB)
# -REN11B deleted (flagged by ITRDB)
# -our updates (RNO): 06B, 07B, 08A, 08B, 10B, 12A, 15B deleted (no confidence)
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US National Science Foundation
#   Grant: 2002259
#--------------------
# Site_Information
#   Site_Name: Reno Gulch
#   Location: South Dakota
#   Northernmost_Latitude: 43.91059694117648
#   Southernmost_Latitude: 43.91059694117648
#   Easternmost_Longitude: -103.61633288235294
#   Westernmost_Longitude: -103.61633288235294
#   Elevation_m: 1677
#--------------------
# Data_Collection
#   Collection_Name: SD026
#   First_Year: 1679
#   Last_Year: 2020
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## RNO01A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: RNO01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNO01B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: RNO01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNO02A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: RNO02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNO02B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: RNO02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNO03A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: RNO03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNO03B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: RNO03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNO04A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: RNO04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNO04B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: RNO04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNO05A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: RNO05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNO05B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: RNO05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNO06A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: RNO06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNO07A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: RNO07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNO09A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: RNO09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNO09B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: RNO09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNO11A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: RNO11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNO11B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: RNO11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNO11C_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: RNO11C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNO12B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: RNO12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNO13A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: RNO13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNO13B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: RNO13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNO14A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: RNO14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNO14B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: RNO14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNO16A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: RNO16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNO16B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: RNO16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNO17A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: RNO17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RNO17B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: RNO17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	RNO01A_raw	RNO01B_raw	RNO02A_raw	RNO02B_raw	RNO03A_raw	RNO03B_raw	RNO04A_raw	RNO04B_raw	RNO05A_raw	RNO05B_raw	RNO06A_raw	RNO07A_raw	RNO09A_raw	RNO09B_raw	RNO11A_raw	RNO11B_raw	RNO11C_raw	RNO12B_raw	RNO13A_raw	RNO13B_raw	RNO14A_raw	RNO14B_raw	RNO16A_raw	RNO16B_raw	RNO17A_raw	RNO17B_raw
1679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.294	0.167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.262	0.155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.191	0.193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.15	0.129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.273	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.217	0.139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1690	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.205	0.205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18	0.154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.124	0.109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.127	0.102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.153	0.236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	0.203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.224	0.202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.276	0.187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.094	0.129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.106	0.129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.149	0.187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1701	NA	NA	NA	NA	0.056	NA	NA	NA	NA	NA	NA	NA	0.153	0.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1702	NA	NA	NA	NA	0.084	NA	NA	NA	NA	NA	0.7	NA	0.179	0.134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1703	NA	NA	NA	NA	0.078	NA	NA	NA	NA	NA	1.07	NA	0.198	0.243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1704	NA	NA	NA	NA	0.032	NA	NA	NA	NA	NA	0.068	NA	0.153	0.161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1705	NA	NA	NA	NA	0.055	NA	NA	NA	NA	NA	0.075	NA	0.183	0.085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1706	NA	NA	NA	NA	0.032	NA	NA	NA	NA	NA	0.073	NA	0.111	0.206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1707	NA	NA	NA	NA	0.148	NA	NA	NA	NA	NA	0.554	NA	0.207	0.241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1708	NA	NA	NA	NA	0.095	NA	NA	NA	NA	NA	0.522	NA	0.276	0.196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1709	NA	NA	NA	NA	0.098	NA	NA	NA	NA	NA	0.07	NA	0.221	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1710	NA	NA	NA	NA	0.08	NA	NA	NA	NA	NA	0.039	NA	0.132	0.207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1711	NA	NA	NA	NA	0.065	NA	NA	NA	NA	NA	0.166	NA	0.193	0.156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1712	NA	NA	NA	NA	0.093	NA	NA	NA	NA	NA	0.256	NA	0.204	0.171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1713	NA	NA	NA	NA	0.128	NA	NA	NA	NA	NA	0.285	NA	0.196	0.241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1714	NA	NA	NA	NA	0.189	NA	NA	NA	NA	NA	0.318	NA	0.198	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1715	NA	NA	NA	NA	0.347	NA	NA	NA	NA	NA	1.248	NA	0.2	0.257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1716	NA	NA	NA	NA	0.232	0.095	NA	NA	NA	NA	0.407	NA	0.056	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1717	NA	NA	NA	NA	0.253	0.079	NA	NA	NA	NA	0.332	NA	0.06	0.135	NA	NA	NA	NA	0.173	NA	NA	NA	NA	NA	NA	NA
1718	NA	NA	NA	NA	0.235	0.12	NA	NA	NA	NA	0.216	NA	0.042	0.076	NA	NA	NA	NA	0.074	NA	NA	NA	NA	NA	NA	NA
1719	NA	NA	NA	NA	0.258	0.112	NA	NA	NA	NA	0.518	NA	0.181	0.217	NA	NA	NA	NA	0.306	NA	NA	NA	NA	NA	NA	NA
1720	NA	NA	NA	NA	0.128	0.092	NA	NA	NA	NA	0.496	NA	0.108	0.081	NA	NA	NA	NA	0.215	NA	NA	NA	NA	NA	NA	NA
1721	NA	NA	NA	NA	0.107	0.162	NA	NA	NA	NA	0.463	NA	0.096	0.154	NA	NA	NA	NA	0.317	NA	NA	NA	NA	NA	NA	NA
1722	NA	NA	NA	NA	0.161	0.163	NA	NA	NA	NA	0.788	NA	0.129	0.136	NA	NA	NA	NA	0.437	NA	NA	NA	NA	NA	NA	NA
1723	NA	NA	NA	NA	0.14	0.128	NA	NA	NA	NA	0.521	NA	0.08	0.137	NA	NA	NA	NA	0.236	NA	NA	NA	NA	NA	NA	NA
1724	NA	NA	NA	NA	0.235	0.133	NA	NA	NA	NA	0.272	NA	0.093	0.11	NA	NA	NA	NA	0.15	NA	NA	NA	NA	NA	NA	NA
1725	NA	NA	NA	NA	0.187	0.141	NA	NA	NA	NA	0.372	NA	0.066	0.166	NA	NA	NA	NA	0.162	NA	NA	0.279	NA	NA	NA	NA
1726	NA	NA	NA	NA	0.446	0.17	NA	NA	NA	NA	0.597	NA	0.114	0.171	NA	NA	NA	NA	0.324	NA	NA	0.27	NA	NA	NA	NA
1727	NA	NA	NA	NA	0.416	0.16	NA	NA	NA	NA	0.236	NA	0.167	0.193	NA	NA	NA	NA	0.341	NA	NA	0.394	NA	NA	NA	NA
1728	NA	NA	NA	NA	0.36	0.127	NA	NA	NA	NA	0.163	NA	0.147	0.192	NA	NA	NA	NA	0.32	NA	NA	0.204	NA	NA	NA	NA
