# Dannenberg - Lake Ahquabi State Park Update - QUAL - ITRDB IA039
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/44561
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-44561.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ia039e-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ia039e.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
#--------------------
# Contribution_Date
#   Date: 2026-03-27
#--------------------
# File_Last_Modified_Date
#   Date: 2026-03-27
#--------------------
# Title
#   Study_Name: Dannenberg - Lake Ahquabi State Park Update - QUAL - ITRDB IA039
#--------------------
# Investigators
#   Investigators: Dannenberg, M.P.; Martin, E.; Eckley, G.; Pearson, J.
#--------------------
# Description_Notes_and_Keywords
#   Description: this is an update of ia025
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US National Science Foundation
#   Grant: 2001753
#--------------------
# Site_Information
#   Site_Name: Lake Ahquabi State Park
#   Location: Iowa
#   Northernmost_Latitude: 41.2918828
#   Southernmost_Latitude: 41.2918828
#   Easternmost_Longitude: -93.5851633
#   Westernmost_Longitude: -93.5851633
#   Elevation_m: 339
#--------------------
# Data_Collection
#   Collection_Name: IA039
#   First_Year: 1740
#   Last_Year: 2019
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## AHQ01A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AHQ08A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AHQ07B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AHQ01B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AHQ06B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AHQ09B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AHQ04A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AHQ03A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AHQ02B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AHQ03B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AHQ09A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AHQ02A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AHQ04B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AHQ10B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AHQ06A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AHQ07A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	AHQ01A_raw	AHQ08A_raw	AHQ07B_raw	AHQ01B_raw	AHQ06B_raw	AHQ09B_raw	AHQ04A_raw	AHQ03A_raw	AHQ02B_raw	AHQ03B_raw	AHQ09A_raw	AHQ02A_raw	AHQ04B_raw	AHQ10B_raw	AHQ06A_raw	AHQ07A_raw
1740	NA	NA	NA	NA	NA	NA	NA	NA	0.27	NA	NA	NA	NA	NA	NA	NA
1741	NA	NA	NA	NA	NA	NA	NA	NA	0.526	NA	NA	NA	NA	NA	NA	NA
1742	NA	NA	NA	NA	NA	NA	NA	NA	0.519	NA	NA	NA	NA	NA	NA	NA
1743	NA	NA	NA	NA	NA	NA	NA	NA	0.406	NA	NA	NA	NA	NA	NA	NA
1744	NA	NA	NA	NA	NA	NA	NA	NA	0.333	NA	NA	NA	NA	NA	NA	NA
1745	NA	NA	NA	NA	NA	NA	NA	NA	0.391	NA	NA	NA	NA	NA	NA	NA
1746	NA	NA	NA	NA	NA	NA	NA	NA	0.485	NA	NA	NA	NA	NA	NA	NA
1747	NA	NA	NA	NA	NA	NA	NA	NA	0.422	NA	NA	NA	NA	NA	NA	NA
1748	NA	NA	NA	NA	NA	NA	NA	NA	0.457	NA	NA	NA	NA	NA	NA	NA
1749	NA	NA	NA	NA	NA	NA	NA	NA	0.516	NA	NA	NA	NA	NA	NA	NA
1750	NA	NA	NA	NA	NA	NA	NA	NA	0.418	NA	NA	NA	NA	NA	NA	NA
1751	NA	NA	NA	NA	NA	NA	NA	NA	0.591	NA	NA	NA	NA	NA	NA	NA
1752	NA	NA	NA	NA	NA	NA	NA	NA	0.394	NA	NA	NA	NA	NA	NA	NA
1753	NA	NA	NA	NA	NA	NA	NA	NA	0.474	NA	NA	NA	NA	NA	NA	NA
1754	NA	NA	NA	NA	NA	NA	NA	NA	0.376	NA	NA	NA	NA	NA	NA	NA
1755	NA	NA	NA	NA	NA	NA	NA	NA	0.357	NA	NA	NA	NA	NA	NA	NA
1756	NA	NA	NA	NA	NA	NA	NA	NA	0.384	NA	NA	NA	NA	NA	NA	NA
1757	NA	NA	NA	NA	NA	NA	NA	NA	0.313	NA	NA	NA	NA	NA	NA	NA
1758	NA	NA	NA	NA	NA	NA	NA	NA	0.295	NA	NA	NA	NA	NA	NA	NA
1759	NA	NA	NA	NA	NA	NA	NA	NA	0.38	NA	NA	NA	NA	NA	NA	NA
1760	NA	NA	NA	NA	NA	NA	NA	NA	0.277	NA	NA	NA	NA	NA	NA	NA
1761	NA	NA	NA	NA	NA	NA	NA	NA	0.364	NA	NA	NA	NA	NA	NA	NA
1762	NA	NA	NA	NA	NA	NA	NA	NA	0.313	NA	NA	0.368	NA	NA	NA	NA
1763	NA	NA	NA	NA	NA	NA	NA	NA	0.389	NA	NA	0.423	NA	NA	NA	NA
1764	NA	NA	NA	NA	NA	NA	NA	NA	0.498	NA	NA	0.313	NA	NA	NA	NA
1765	NA	NA	NA	NA	NA	NA	NA	NA	0.392	NA	NA	0.349	NA	NA	NA	NA
1766	NA	NA	NA	NA	NA	NA	NA	NA	0.317	NA	NA	0.292	NA	NA	NA	NA
1767	NA	NA	NA	NA	NA	NA	NA	NA	0.369	NA	NA	0.318	NA	NA	NA	NA
1768	NA	NA	NA	NA	NA	NA	NA	NA	0.424	NA	NA	0.383	NA	NA	NA	NA
1769	NA	NA	NA	NA	NA	NA	NA	NA	0.612	NA	NA	0.496	NA	NA	NA	NA
1770	NA	NA	NA	NA	NA	NA	NA	NA	0.357	NA	NA	0.272	NA	NA	NA	NA
1771	NA	NA	NA	NA	NA	NA	NA	NA	0.404	NA	NA	0.366	NA	NA	NA	NA
1772	NA	NA	NA	NA	NA	NA	NA	NA	0.319	NA	NA	0.444	NA	NA	NA	NA
1773	NA	NA	NA	NA	NA	NA	NA	NA	0.342	NA	NA	0.311	NA	NA	NA	NA
1774	NA	NA	NA	NA	NA	NA	NA	NA	0.439	NA	NA	0.363	NA	NA	NA	NA
1775	NA	NA	NA	NA	NA	NA	NA	NA	0.457	NA	NA	0.292	NA	NA	NA	NA
1776	NA	NA	NA	NA	NA	NA	NA	NA	0.413	NA	NA	0.316	NA	NA	NA	NA
1777	NA	NA	NA	NA	NA	NA	NA	NA	0.347	NA	NA	0.322	NA	NA	NA	NA
1778	NA	NA	NA	NA	NA	NA	NA	NA	0.557	NA	NA	0.427	NA	NA	NA	NA
1779	NA	NA	NA	NA	NA	NA	NA	NA	0.503	NA	NA	0.464	NA	NA	NA	NA
1780	NA	NA	NA	NA	NA	NA	NA	NA	0.55	NA	NA	0.547	NA	NA	NA	NA
1781	NA	NA	NA	NA	NA	NA	NA	NA	0.346	NA	NA	0.6	NA	NA	NA	NA
1782	NA	NA	NA	NA	NA	NA	NA	NA	0.444	NA	NA	0.62	NA	NA	NA	NA
1783	NA	NA	NA	NA	NA	NA	NA	NA	0.509	NA	NA	0.467	NA	NA	NA	NA
1784	NA	NA	NA	NA	NA	NA	NA	NA	0.519	NA	NA	0.466	NA	NA	NA	NA
1785	NA	NA	NA	NA	NA	NA	NA	NA	0.446	NA	NA	0.49	NA	NA	NA	NA
1786	NA	NA	NA	NA	NA	NA	NA	NA	0.431	NA	NA	0.373	NA	NA	NA	NA
1787	NA	NA	NA	NA	NA	NA	NA	NA	0.375	NA	NA	0.424	NA	NA	NA	NA
1788	NA	NA	NA	NA	NA	NA	NA	NA	0.51	NA	NA	0.423	NA	NA	NA	NA
1789	NA	NA	NA	NA	NA	NA	NA	NA	0.366	NA	NA	0.396	NA	NA	NA	NA
1790	NA	NA	NA	NA	NA	NA	NA	NA	0.273	NA	NA	0.279	NA	NA	NA	NA
1791	NA	NA	NA	NA	NA	NA	NA	NA	0.303	NA	NA	0.336	NA	NA	NA	NA
1792	NA	NA	NA	NA	NA	NA	NA	NA	0.354	NA	NA	0.311	NA	NA	NA	NA
1793	NA	NA	NA	NA	NA	NA	NA	NA	0.428	NA	NA	0.627	NA	NA	NA	NA
1794	NA	NA	NA	NA	NA	NA	NA	NA	0.361	NA	NA	0.526	NA	NA	NA	NA
1795	NA	NA	NA	NA	NA	NA	NA	NA	0.353	NA	NA	0.689	NA	NA	NA	NA
1796	NA	NA	NA	NA	NA	NA	NA	NA	0.409	NA	NA	0.65	NA	NA	NA	NA
1797	NA	NA	NA	NA	NA	NA	NA	NA	0.472	NA	NA	0.493	NA	NA	NA	NA
1798	NA	NA	NA	NA	NA	NA	NA	NA	0.355	NA	NA	0.489	NA	NA	NA	NA
1799	NA	NA	NA	NA	NA	NA	NA	NA	0.403	NA	NA	0.568	NA	NA	NA	NA
