# Dannenberg - Lake Ahquabi State Park Update - QUAL - ITRDB IA039
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/44561
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-44561.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ia039l-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ia039l.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
#--------------------
# Contribution_Date
#   Date: 2026-03-27
#--------------------
# File_Last_Modified_Date
#   Date: 2026-03-27
#--------------------
# Title
#   Study_Name: Dannenberg - Lake Ahquabi State Park Update - QUAL - ITRDB IA039
#--------------------
# Investigators
#   Investigators: Dannenberg, M.P.; Martin, E.; Eckley, G.; Pearson, J.
#--------------------
# Description_Notes_and_Keywords
#   Description: this is an update of ia025
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US National Science Foundation
#   Grant: 2001753
#--------------------
# Site_Information
#   Site_Name: Lake Ahquabi State Park
#   Location: Iowa
#   Northernmost_Latitude: 41.2918828
#   Southernmost_Latitude: 41.2918828
#   Easternmost_Longitude: -93.5851633
#   Westernmost_Longitude: -93.5851633
#   Elevation_m: 339
#--------------------
# Data_Collection
#   Collection_Name: IA039
#   First_Year: 1740
#   Last_Year: 2019
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## AHQ01A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AHQ08A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AHQ07B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AHQ01B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AHQ06B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AHQ09B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AHQ04A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AHQ03A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AHQ02B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AHQ03B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AHQ09A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AHQ02A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AHQ04B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AHQ10B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AHQ06A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AHQ07A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: AHQ07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	AHQ01A_raw	AHQ08A_raw	AHQ07B_raw	AHQ01B_raw	AHQ06B_raw	AHQ09B_raw	AHQ04A_raw	AHQ03A_raw	AHQ02B_raw	AHQ03B_raw	AHQ09A_raw	AHQ02A_raw	AHQ04B_raw	AHQ10B_raw	AHQ06A_raw	AHQ07A_raw
1740	NA	NA	NA	NA	NA	NA	NA	NA	1.056	NA	NA	NA	NA	NA	NA	NA
1741	NA	NA	NA	NA	NA	NA	NA	NA	1.046	NA	NA	NA	NA	NA	NA	NA
1742	NA	NA	NA	NA	NA	NA	NA	NA	0.566	NA	NA	NA	NA	NA	NA	NA
1743	NA	NA	NA	NA	NA	NA	NA	NA	0.533	NA	NA	NA	NA	NA	NA	NA
1744	NA	NA	NA	NA	NA	NA	NA	NA	0.567	NA	NA	NA	NA	NA	NA	NA
1745	NA	NA	NA	NA	NA	NA	NA	NA	1.021	NA	NA	NA	NA	NA	NA	NA
1746	NA	NA	NA	NA	NA	NA	NA	NA	0.746	NA	NA	NA	NA	NA	NA	NA
1747	NA	NA	NA	NA	NA	NA	NA	NA	0.63	NA	NA	NA	NA	NA	NA	NA
1748	NA	NA	NA	NA	NA	NA	NA	NA	0.498	NA	NA	NA	NA	NA	NA	NA
1749	NA	NA	NA	NA	NA	NA	NA	NA	0.723	NA	NA	NA	NA	NA	NA	NA
1750	NA	NA	NA	NA	NA	NA	NA	NA	0.479	NA	NA	NA	NA	NA	NA	NA
1751	NA	NA	NA	NA	NA	NA	NA	NA	0.466	NA	NA	NA	NA	NA	NA	NA
1752	NA	NA	NA	NA	NA	NA	NA	NA	0.279	NA	NA	NA	NA	NA	NA	NA
1753	NA	NA	NA	NA	NA	NA	NA	NA	0.228	NA	NA	NA	NA	NA	NA	NA
1754	NA	NA	NA	NA	NA	NA	NA	NA	0.409	NA	NA	NA	NA	NA	NA	NA
1755	NA	NA	NA	NA	NA	NA	NA	NA	0.247	NA	NA	NA	NA	NA	NA	NA
1756	NA	NA	NA	NA	NA	NA	NA	NA	0.412	NA	NA	NA	NA	NA	NA	NA
1757	NA	NA	NA	NA	NA	NA	NA	NA	0.359	NA	NA	NA	NA	NA	NA	NA
1758	NA	NA	NA	NA	NA	NA	NA	NA	0.341	NA	NA	NA	NA	NA	NA	NA
1759	NA	NA	NA	NA	NA	NA	NA	NA	0.447	NA	NA	NA	NA	NA	NA	NA
1760	NA	NA	NA	NA	NA	NA	NA	NA	0.367	NA	NA	NA	NA	NA	NA	NA
1761	NA	NA	NA	NA	NA	NA	NA	NA	0.709	NA	NA	NA	NA	NA	NA	NA
1762	NA	NA	NA	NA	NA	NA	NA	NA	0.657	NA	NA	1.278	NA	NA	NA	NA
1763	NA	NA	NA	NA	NA	NA	NA	NA	1.171	NA	NA	1.092	NA	NA	NA	NA
1764	NA	NA	NA	NA	NA	NA	NA	NA	0.903	NA	NA	0.998	NA	NA	NA	NA
1765	NA	NA	NA	NA	NA	NA	NA	NA	0.568	NA	NA	0.707	NA	NA	NA	NA
1766	NA	NA	NA	NA	NA	NA	NA	NA	0.808	NA	NA	0.683	NA	NA	NA	NA
1767	NA	NA	NA	NA	NA	NA	NA	NA	0.757	NA	NA	0.883	NA	NA	NA	NA
1768	NA	NA	NA	NA	NA	NA	NA	NA	0.578	NA	NA	0.798	NA	NA	NA	NA
1769	NA	NA	NA	NA	NA	NA	NA	NA	0.514	NA	NA	0.45	NA	NA	NA	NA
1770	NA	NA	NA	NA	NA	NA	NA	NA	0.644	NA	NA	0.729	NA	NA	NA	NA
1771	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	1.036	NA	NA	NA	NA
1772	NA	NA	NA	NA	NA	NA	NA	NA	0.174	NA	NA	0.379	NA	NA	NA	NA
1773	NA	NA	NA	NA	NA	NA	NA	NA	0.358	NA	NA	0.469	NA	NA	NA	NA
1774	NA	NA	NA	NA	NA	NA	NA	NA	0.582	NA	NA	0.629	NA	NA	NA	NA
1775	NA	NA	NA	NA	NA	NA	NA	NA	1.039	NA	NA	0.813	NA	NA	NA	NA
1776	NA	NA	NA	NA	NA	NA	NA	NA	0.679	NA	NA	0.526	NA	NA	NA	NA
1777	NA	NA	NA	NA	NA	NA	NA	NA	0.897	NA	NA	0.794	NA	NA	NA	NA
1778	NA	NA	NA	NA	NA	NA	NA	NA	0.623	NA	NA	0.628	NA	NA	NA	NA
1779	NA	NA	NA	NA	NA	NA	NA	NA	0.72	NA	NA	1.158	NA	NA	NA	NA
1780	NA	NA	NA	NA	NA	NA	NA	NA	0.287	NA	NA	0.533	NA	NA	NA	NA
1781	NA	NA	NA	NA	NA	NA	NA	NA	0.772	NA	NA	0.805	NA	NA	NA	NA
1782	NA	NA	NA	NA	NA	NA	NA	NA	0.455	NA	NA	0.442	NA	NA	NA	NA
1783	NA	NA	NA	NA	NA	NA	NA	NA	0.311	NA	NA	0.249	NA	NA	NA	NA
1784	NA	NA	NA	NA	NA	NA	NA	NA	0.698	NA	NA	0.452	NA	NA	NA	NA
1785	NA	NA	NA	NA	NA	NA	NA	NA	0.444	NA	NA	0.222	NA	NA	NA	NA
1786	NA	NA	NA	NA	NA	NA	NA	NA	0.343	NA	NA	0.573	NA	NA	NA	NA
1787	NA	NA	NA	NA	NA	NA	NA	NA	0.452	NA	NA	0.439	NA	NA	NA	NA
1788	NA	NA	NA	NA	NA	NA	NA	NA	0.306	NA	NA	0.365	NA	NA	NA	NA
1789	NA	NA	NA	NA	NA	NA	NA	NA	0.295	NA	NA	0.307	NA	NA	NA	NA
1790	NA	NA	NA	NA	NA	NA	NA	NA	0.134	NA	NA	0.139	NA	NA	NA	NA
1791	NA	NA	NA	NA	NA	NA	NA	NA	0.293	NA	NA	0.179	NA	NA	NA	NA
1792	NA	NA	NA	NA	NA	NA	NA	NA	0.341	NA	NA	0.296	NA	NA	NA	NA
1793	NA	NA	NA	NA	NA	NA	NA	NA	0.353	NA	NA	0.449	NA	NA	NA	NA
1794	NA	NA	NA	NA	NA	NA	NA	NA	0.452	NA	NA	0.702	NA	NA	NA	NA
1795	NA	NA	NA	NA	NA	NA	NA	NA	0.43	NA	NA	0.731	NA	NA	NA	NA
1796	NA	NA	NA	NA	NA	NA	NA	NA	0.269	NA	NA	0.328	NA	NA	NA	NA
1797	NA	NA	NA	NA	NA	NA	NA	NA	0.32	NA	NA	0.464	NA	NA	NA	NA
1798	NA	NA	NA	NA	NA	NA	NA	NA	0.237	NA	NA	0.174	NA	NA	NA	NA
1799	NA	NA	NA	NA	NA	NA	NA	NA	0.201	NA	NA	0.656	NA	NA	NA	NA
