# Lhotka - Humiston Woods Nature Center - QUAL - ITRDB IL033
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/44040
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-44040.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/il033-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/il033.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/il033.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2026-01-08
#--------------------
# File_Last_Modified_Date
#   Date: 2026-01-08
#--------------------
# Title
#   Study_Name: Lhotka - Humiston Woods Nature Center - QUAL - ITRDB IL033
#--------------------
# Investigators
#   Investigators: Lhotka, John; Parrott, David; Ruffner, Charles
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lhotka, John M.; David L. Parrott; Charles M. Ruffner
#   Published_Date_or_Year: 2016
#   Published_Title: A Dendroecological Investigation of an Upland Oak-Dominated Forest within the Grand Prairie Region of Illinois
#   Journal_Name: Natural Areas Journal
#   Volume: 36
#   Edition:
#   Issue: 3
#   Pages: 310-322
#   DOI: 10.3375/043.036.0311
#   Full_Citation:
#   Abstract: We studied an upland forest located within the Grand Prairie region of Illinois and utilized tree-ring analysis to document tree cohort development and radial growth in relation to stand disturbance and climate. The overstory within the Humiston Woods Nature Center (Livingston County, Illinois) study area was dominated by oak (Quercus spp.), hickory (Carya spp.), and ash (Fraxinus spp.), while the subordinate crown classes were principally composed of elm (Ulmus spp.) and sugar maple (Acer saccharum). The study area contained tree cohorts originating during two recruitment periods. Overstory oaks and hickories primarily established between 1865 and 1900. A second tree cohort was associated with a timber harvest occurring in the late 1960s. In contrast to the 1865–1900 recruitment period, trees within the 1965–1980 cohort were primarily ash, elm, sugar maple, and black cherry (Prunus serotina). RWI values were most strongly correlated with Palmer Drought Severity Index, precipitation, and temperature in June of the current growth year. RWI and radial increment data for overstory oaks highlighted a sustained growth increase following a late 1960s timber harvest that remained high relative to predisturbance growth rates even in pronounced drought years. Data provide needed insight into oak woodland recruitment patterns relating to disturbance regimes that are difficult to recreate at the landscape level but often serve as ecological restoration objectives. Our findings help extend the foundational knowledge regarding forest composition, stand level dynamics, and radial growth relationships present among upland forests and changing disturbance patterns in the Grand Prairie region of Illinois.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Humiston Woods Nature Center
#   Location: Illinois
#   Northernmost_Latitude: 40.935
#   Southernmost_Latitude: 40.935
#   Easternmost_Longitude: -88.716
#   Westernmost_Longitude: -88.716
#   Elevation_m: 192
#--------------------
# Data_Collection
#   Collection_Name: IL033
#   First_Year: 1851
#   Last_Year: 2011
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 6BWO189_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 6BWO189; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PLWO315_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PLWO315; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 4BWO127_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 4BWO127; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2AWO182_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2AWO182; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 6BWO173_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 6BWO173; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 4AWO189_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 4AWO189; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 7AWO249_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 7AWO249; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1BWO192_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1BWO192; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1CWO222_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1CWO222; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1AWO181_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1AWO181; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 5AWO178_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 5AWO178; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 4AWO200_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 4AWO200; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2AWO188_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2AWO188; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 6CWO158_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 6CWO158; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 3AWO164_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 3AWO164; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 10CWO209_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 10CWO209; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 7WO242_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 7WO242; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2CWO145_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2CWO145; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 6AWO196_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 6AWO196; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 3CWO209_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 3CWO209; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2CWO207_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2CWO207; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 4CWO272_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 4CWO272; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 7CWO221_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 7CWO221; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	6BWO189_raw	PLWO315_raw	4BWO127_raw	2AWO182_raw	6BWO173_raw	4AWO189_raw	7AWO249_raw	1BWO192_raw	1CWO222_raw	1AWO181_raw	5AWO178_raw	4AWO200_raw	2AWO188_raw	6CWO158_raw	3AWO164_raw	10CWO209_raw	7WO242_raw	2CWO145_raw	6AWO196_raw	3CWO209_raw	2CWO207_raw	4CWO272_raw	7CWO221_raw
1851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.422	NA	NA	NA	NA	NA	NA
1852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.787	NA	NA	NA	NA	NA	NA
1853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	NA	NA	NA	NA	NA	NA
1854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.762	NA	NA	NA	NA	NA	NA
1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.965	NA	NA	NA	NA	NA	NA
1856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.686	NA	NA	NA	NA	NA	NA
1857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.737	NA	NA	NA	NA	NA	NA
1858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.092	NA	NA	NA	NA	NA	NA
1859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.041	NA	NA	NA	NA	NA	NA
1860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.711	NA	NA	NA	NA	NA	NA
1861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.118	NA	NA	NA	NA	NA	NA
1862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27	NA	NA	NA	NA	NA	NA
1863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.813	NA	NA	NA	NA	NA	NA
1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.483	1.194	NA	NA	NA	NA	NA
1865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.635	2.565	NA	NA	NA	NA	NA
1866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.194	0.787	NA	NA	NA	NA	NA
1867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.686	1.956	NA	NA	NA	NA	NA
1868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.737	2.108	NA	NA	NA	NA	2.261
1869	NA	NA	NA	NA	NA	NA	NA	NA	2.616	NA	NA	2.108	NA	3.835	NA	NA	1.27	2.54	NA	NA	NA	NA	3.073
1870	NA	NA	NA	NA	NA	NA	NA	NA	0.94	NA	NA	1.651	NA	2.235	NA	NA	0.914	1.321	NA	NA	NA	NA	3.429
1871	NA	NA	NA	NA	NA	NA	NA	NA	2.54	NA	NA	1.372	NA	2.184	NA	NA	1.067	2.134	NA	NA	NA	NA	3.429
1872	NA	NA	NA	NA	NA	NA	NA	NA	1.067	NA	1.092	0.406	NA	2.057	NA	NA	1.803	2.692	NA	NA	NA	NA	3.175
1873	NA	NA	NA	NA	NA	NA	NA	NA	0.813	NA	1.067	1.016	NA	1.93	NA	NA	1.372	2.134	NA	NA	2.972	NA	2.515
1874	NA	NA	NA	NA	NA	NA	NA	NA	1.194	1.88	1.346	2.032	NA	1.829	1.473	NA	1.397	1.88	NA	NA	2.997	NA	1.549
1875	NA	2.362	NA	NA	NA	NA	NA	NA	1.981	2.057	1.118	0.762	NA	1.88	1.676	NA	2.057	2.362	1.93	NA	1.727	NA	2.438
1876	NA	2.108	NA	NA	NA	NA	NA	NA	2.718	2.159	1.6	1.651	NA	2.413	2.286	NA	1.676	3.2	2.515	NA	3.607	NA	2.438
1877	NA	3.658	NA	NA	NA	NA	NA	NA	2.388	2.261	1.397	1.93	NA	1.143	3.023	NA	1.6	2.769	1.88	NA	3.734	NA	2.235
1878	3.835	2.388	NA	NA	NA	NA	NA	NA	2.108	2.438	1.549	1.651	NA	1.473	3.15	NA	2.235	3.226	1.473	NA	2.946	2.413	2.972
1879	2.413	3.099	NA	NA	NA	NA	4.343	NA	1.854	2.007	1.524	1.956	NA	1.575	3.048	NA	2.21	2.489	1.346	NA	3.048	3.327	2.337
1880	2.718	3.835	NA	NA	NA	NA	3.404	3.937	2.337	2.489	1.829	2.083	0.229	2.032	3.378	NA	2.946	2.565	1.524	NA	3.073	2.845	3.023
1881	2.184	3.861	NA	NA	2.235	NA	4.115	2.159	2.032	2.438	2.261	2.083	0.33	2.083	3.302	NA	2.769	1.956	1.6	1.194	3.175	3.531	2.489
1882	2.972	3.429	NA	NA	3.835	NA	3.683	2.337	1.448	2.388	2.464	4.623	0.711	1.676	3.531	2.769	2.007	2.642	1.778	1.219	3.556	4.521	3.658
1883	2.845	4.42	NA	NA	3.175	NA	3.429	2.515	0.787	2.921	2.057	2.972	0.889	1.753	3.175	1.575	2.007	1.93	1.676	1.524	2.845	3.912	2.337
1884	2.362	4.064	NA	NA	2.337	NA	2.616	2.692	1.041	2.134	2.718	2.819	1.067	1.956	3.404	1.829	1.854	2.337	1.575	1.346	2.743	8.992	3.251
1885	2.286	4.547	NA	1.219	1.803	NA	2.743	2.489	0.737	2.007	2.159	2.388	1.194	1.473	3.048	1.499	2.845	1.422	1.6	2.413	2.362	3.785	2.769
1886	1.676	3.988	NA	1.829	1.575	NA	4.216	2.591	1.041	1.803	1.93	2.032	1.448	1.219	2.921	1.422	2.388	1.676	1.422	1.905	2.108	2.896	2.413
1887	1.143	2.921	NA	2.032	1.168	NA	2.845	1.727	0.787	1.27	1.524	1.549	1.397	1.067	1.956	0.991	1.372	1.245	1.321	1.626	1.905	3.251	1.676
1888	1.6	3.759	NA	1.854	1.6	NA	2.515	1.88	1.092	1.118	1.905	1.88	1.219	0.991	2.413	0.889	3.048	1.499	1.397	1.626	2.184	4.343	1.499
1889	2.311	3.124	NA	1.803	2.159	NA	2.616	2.54	1.397	1.778	2.489	2.007	1.448	1.651	3.48	1.905	3.124	2.007	1.803	1.93	2.794	4.166	2.743
1890	1.524	2.565	NA	1.854	1.397	NA	2.261	2.286	0.838	1.219	1.626	1.93	1.27	0.914	1.829	1.321	2.87	1.295	1.321	1.397	1.778	2.718	1.829
1891	1.702	3.124	NA	2.032	1.448	NA	1.676	2.819	0.864	1.473	2.337	1.753	0.584	1.092	2.692	1.092	3.505	1.854	1.549	1.575	1.676	3.937	1.778
1892	2.134	4.343	NA	2.286	1.727	NA	1.473	3.505	0.864	2.565	2.438	2.337	0.61	1.372	2.184	1.575	2.997	1.778	1.473	2.311	2.311	4.75	1.88
1893	1.27	2.591	NA	1.346	1.168	NA	2.159	1.829	0.686	1.372	1.397	1.702	0.965	0.914	1.676	0.864	3.15	1.168	1.118	1.575	1.422	3.073	1.168
1894	0.94	2.515	NA	1.016	1.067	NA	2.362	1.372	0.66	0.813	1.372	1.168	0.838	0.711	1.092	0.584	2.413	1.245	0.762	1.626	0.94	2.438	0.889
1895	0.66	2.159	NA	2.261	0.813	NA	2.184	1.041	0.813	0.711	1.499	1.118	0.813	0.762	1.346	0.584	1.219	1.143	0.432	1.905	0.787	3.48	0.559
1896	2.235	4.851	NA	1.168	1.499	NA	1.93	2.489	1.168	2.108	2.057	1.93	0.711	1.321	2.946	1.854	3.251	1.88	1.041	3.226	1.676	4.242	1.778
1897	1.956	4.216	3.302	1.067	1.753	NA	1.803	2.083	1.321	1.727	2.464	2.438	1.067	1.524	2.515	1.981	2.515	1.575	1.499	2.87	2.388	4.42	1.702
1898	1.397	3.632	2.692	0.838	1.219	NA	1.88	2.108	0.914	0.787	2.946	1.778	0.889	1.168	1.651	1.067	2.032	1.499	1.041	2.007	1.473	2.921	1.905
1899	1.549	2.489	1.956	1.829	1.067	1.168	2.108	1.575	1.194	1.092	1.905	2.083	0.965	1.219	2.108	0.686	1.245	1.245	0.762	2.388	1.575	1.626	1.27
1900	1.397	3.073	1.702	1.499	1.092	1.956	1.93	2.134	0.838	1.372	1.854	1.93	0.864	1.067	1.905	0.864	0.737	1.245	1.194	2.184	1.118	1.676	0.813
1901	1.092	2.692	2.032	1.575	1.016	1.88	1.626	1.956	0.864	1.549	0.914	1.778	0.813	0.762	1.067	0.762	0.965	1.219	1.092	1.905	1.143	1.88	0.813
1902	1.499	2.667	2.565	1.803	1.27	1.829	1.245	2.286	0.914	2.692	1.626	2.362	0.965	1.067	1.524	0.889	1.676	1.981	2.261	2.413	1.676	3.251	1.549
1903	1.626	2.921	2.769	1.194	1.295	1.803	0.94	2.083	0.991	1.93	1.676	2.362	1.803	1.194	1.6	1.549	1.651	1.676	2.591	2.515	1.956	3.124	1.6
