# Maxwell - Geode State Park Update - QUAL - ITRDB IA043
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/44565
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-44565.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ia043e-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ia043e.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
#--------------------
# Contribution_Date
#   Date: 2026-03-27
#--------------------
# File_Last_Modified_Date
#   Date: 2026-03-27
#--------------------
# Title
#   Study_Name: Maxwell - Geode State Park Update - QUAL - ITRDB IA043
#--------------------
# Investigators
#   Investigators: Maxwell, J.T.; Dannenberg, M.P.
#--------------------
# Description_Notes_and_Keywords
#   Description: this is an update of ia004
#--------------------
# Publication
#   Authors: Maxwell, Justin T.; Tsun Fung Au; Steven A. Kannenberg; Grant L. Harley; Matthew P. Dannenberg; Darren L. Ficklin; Scott M. Robeson; Macarena Férriz; Michael C. Benson; Benjamin R. Lockwood; Kimberly A. Novick; Richard P. Phillips; Maegen L. Rochner; Neil Pederson
#   Published_Date_or_Year: 2024
#   Published_Title: Asymmetric effects of hydroclimate extremes on eastern <scp>US</scp> tree growth: Implications on current demographic shifts and climate variability
#   Journal_Name: Global Change Biology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/gcb.17474
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: USDA National Institute of Food and Agriculture
#   Grant: 2017-67013-26191
#--------------------
# Site_Information
#   Site_Name: Geode State Park
#   Location: Iowa
#   Northernmost_Latitude: 40.8333333333333
#   Southernmost_Latitude: 40.8333333333333
#   Easternmost_Longitude: -91.3666666666667
#   Westernmost_Longitude: -91.3666666666667
#   Elevation_m: 205
#--------------------
# Data_Collection
#   Collection_Name: IA043
#   First_Year: 1846
#   Last_Year: 2018
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## GLA02A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: GLA02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA02B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: GLA02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA03A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: GLA03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA03B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: GLA03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA04A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: GLA04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA04B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: GLA04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA05A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: GLA05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA05B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: GLA05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA06A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: GLA06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA06B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: GLA06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA07A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: GLA07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA07B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: GLA07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA08A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: GLA08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA08B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: GLA08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA09A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: GLA09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA09B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: GLA09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA10A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: GLA10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLA10B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: GLA10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	GLA02A_raw	GLA02B_raw	GLA03A_raw	GLA03B_raw	GLA04A_raw	GLA04B_raw	GLA05A_raw	GLA05B_raw	GLA06A_raw	GLA06B_raw	GLA07A_raw	GLA07B_raw	GLA08A_raw	GLA08B_raw	GLA09A_raw	GLA09B_raw	GLA10A_raw	GLA10B_raw
1846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	NA	NA	NA
1847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38	NA	NA	NA
1848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.382	NA	NA	NA
1849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.554	NA	NA	NA
1850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29	NA	NA	NA
1851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.393	NA	NA	0.594
1852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.221	0.359	NA	NA	0.385
1853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.253	0.376	NA	NA	0.229
1854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.328	0.28	NA	NA	0.278
1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.308	0.351	NA	NA	0.204
1856	NA	NA	NA	NA	NA	0.259	NA	NA	NA	NA	NA	NA	NA	0.323	0.372	NA	NA	0.257
1857	NA	NA	NA	NA	NA	0.257	NA	NA	NA	NA	NA	NA	NA	0.226	0.283	NA	NA	0.247
1858	NA	NA	NA	NA	NA	0.329	NA	NA	NA	NA	NA	NA	NA	0.173	0.347	NA	NA	0.22
1859	NA	NA	NA	NA	NA	0.196	NA	NA	NA	NA	NA	NA	NA	0.204	0.443	NA	NA	0.228
1860	NA	NA	NA	NA	NA	0.271	NA	NA	NA	NA	NA	NA	NA	0.341	0.362	NA	NA	0.249
1861	NA	NA	NA	NA	NA	0.194	NA	NA	NA	NA	NA	NA	NA	0.28	0.412	NA	NA	0.249
1862	NA	NA	NA	NA	NA	0.205	0.223	NA	NA	NA	NA	NA	NA	0.324	0.311	NA	NA	0.253
1863	NA	NA	NA	NA	NA	0.197	0.173	NA	NA	NA	NA	NA	0.307	0.343	0.345	0.406	NA	0.217
1864	NA	NA	NA	NA	NA	0.296	0.184	NA	NA	NA	NA	NA	0.252	0.41	0.406	0.329	NA	0.248
1865	NA	NA	NA	NA	NA	0.305	0.351	NA	NA	NA	NA	NA	0.274	0.296	0.49	0.538	NA	0.186
1866	NA	NA	NA	NA	NA	0.372	0.242	NA	NA	NA	NA	NA	0.283	0.26	0.419	0.358	NA	0.24
1867	NA	NA	NA	NA	NA	0.23	0.229	NA	NA	NA	NA	NA	0.186	0.245	0.405	0.3	NA	0.182
1868	NA	NA	NA	NA	NA	0.337	0.267	NA	NA	NA	NA	NA	0.208	0.198	0.425	0.28	NA	0.096
1869	NA	NA	NA	NA	NA	0.273	0.319	NA	NA	NA	NA	NA	0.285	0.114	0.395	0.141	NA	0.202
1870	NA	NA	NA	NA	NA	0.209	0.323	NA	NA	NA	NA	NA	0.23	0.129	0.389	0.305	NA	0.187
1871	NA	NA	NA	NA	NA	0.325	0.35	NA	NA	NA	NA	NA	0.346	0.196	0.383	0.55	NA	0.311
1872	NA	NA	NA	NA	NA	0.264	0.432	NA	NA	NA	NA	NA	0.179	0.298	0.516	0.425	NA	0.211
1873	NA	NA	NA	NA	NA	0.4	0.322	NA	NA	NA	NA	NA	0.32	0.222	0.325	0.306	NA	0.196
1874	NA	NA	NA	NA	NA	0.277	0.322	NA	NA	NA	NA	NA	0.253	0.208	0.326	0.367	NA	0.333
1875	NA	NA	NA	NA	NA	0.287	0.249	NA	NA	NA	NA	NA	0.514	0.362	0.351	0.424	NA	0.311
1876	NA	NA	NA	NA	NA	0.39	0.432	NA	NA	NA	NA	NA	0.449	0.396	0.439	0.409	0.584	0.382
1877	NA	NA	NA	NA	NA	0.512	0.426	0.349	NA	NA	NA	NA	0.508	0.386	0.555	0.522	0.574	0.382
1878	NA	NA	NA	NA	NA	0.591	0.567	0.341	NA	NA	NA	NA	0.583	0.519	0.432	0.61	0.461	0.425
1879	NA	NA	NA	NA	NA	0.496	0.496	0.323	NA	NA	NA	NA	0.615	0.525	0.309	0.464	0.645	0.25
1880	NA	NA	NA	NA	NA	0.395	0.452	0.354	NA	NA	NA	NA	0.439	0.518	0.367	0.696	0.544	0.41
1881	NA	NA	NA	NA	NA	0.463	0.435	0.285	NA	NA	NA	NA	0.478	0.487	0.505	0.635	0.658	0.301
1882	NA	NA	NA	NA	NA	0.428	0.523	0.519	NA	NA	NA	NA	0.5	0.637	0.42	0.576	0.45	0.292
1883	NA	NA	NA	NA	NA	0.673	0.464	0.41	NA	NA	NA	NA	3.922	0.411	0.514	0.53	0.53	0.388
1884	NA	NA	NA	0.836	0.316	0.486	0.612	0.539	NA	NA	NA	NA	0.551	0.619	0.592	3.578	0.706	0.368
1885	NA	NA	NA	0.716	0.487	0.555	0.432	0.435	0.448	NA	NA	NA	0.464	0.477	0.542	0.454	0.904	0.661
1886	NA	NA	NA	0.446	0.278	0.535	0.406	0.427	0.412	NA	NA	NA	0.48	0.394	0.477	0.451	0.532	0.622
1887	NA	NA	NA	0.5	0.357	0.622	0.416	0.404	0.378	NA	NA	NA	0.397	0.372	0.31	0.379	0.568	0.539
1888	NA	NA	NA	0.686	0.258	0.4	0.467	0.265	0.319	NA	NA	NA	0.341	0.508	0.477	0.495	0.448	0.32
1889	NA	NA	NA	0.647	0.467	0.607	0.495	0.367	0.349	NA	NA	NA	0.464	0.405	0.359	0.396	0.741	0.438
1890	NA	NA	NA	0.679	0.583	0.278	0.462	0.479	0.256	NA	NA	NA	0.44	0.346	0.388	0.656	0.734	0.305
1891	NA	NA	NA	0.598	0.521	0.412	0.512	0.336	0.328	NA	NA	NA	0.5	0.408	0.441	0.442	0.284	0.202
1892	NA	NA	NA	0.749	0.464	0.629	0.505	0.348	0.255	NA	NA	NA	0.514	0.522	0.618	0.461	0.115	0.116
1893	NA	NA	NA	0.647	0.435	0.485	0.45	0.471	0.51	NA	NA	0.115	0.643	0.652	0.42	0.325	0.154	0.099
1894	NA	NA	NA	0.437	0.243	0.41	0.335	0.273	0.309	NA	NA	0.138	0.583	0.494	0.361	0.399	0.186	0.104
1895	NA	NA	NA	0.529	0.404	0.353	0.364	0.324	0.289	NA	NA	0.185	0.283	0.396	0.333	0.263	0.296	0.118
1896	NA	NA	NA	0.394	0.409	0.453	0.35	0.292	0.373	0.172	NA	0.265	0.414	0.371	0.269	0.196	0.259	0.215
1897	NA	NA	NA	0.361	0.499	0.557	0.597	0.32	0.533	0.238	NA	0.333	0.672	0.488	0.497	0.426	0.4	0.435
1898	NA	NA	NA	0.495	4.443	0.429	0.38	0.416	0.311	0.304	NA	0.364	0.711	0.452	0.462	0.363	0.417	0.343
1899	NA	NA	NA	0.452	0.452	0.476	0.456	0.52	0.421	0.256	NA	0.285	0.63	0.583	0.559	0.383	0.397	0.346
