# Wiles - College of Wooster - QUAL - ITRDB OH026
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/39640
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-39640.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/oh026-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/oh026.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/oh026.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2024-07-01
#--------------------
# File_Last_Modified_Date
#   Date: 2024-07-01
#--------------------
# Title
#   Study_Name: Wiles - College of Wooster - QUAL - ITRDB OH026
#--------------------
# Investigators
#   Investigators: Wiles, Greg; Wiesenberg, Nick
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: College of Wooster
#   Location: Ohio
#   Northernmost_Latitude: 40.810863
#   Southernmost_Latitude: 40.810863
#   Easternmost_Longitude: -81.935627
#   Westernmost_Longitude: -81.935627
#   Elevation_m: 330
#--------------------
# Data_Collection
#   Collection_Name: OH026
#   First_Year: 1654
#   Last_Year: 2003
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## GALPIN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GALPIN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COW1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COW1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COW1A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COW1A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COW1B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COW1B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COW03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COW03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COW3A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COW3A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cow.2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cow.2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COW10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COW10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COW10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COW10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COW23S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COW23S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COW3NE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COW3NE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## COW19NW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: COW19NW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cs1a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cs1a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CS1B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CS1B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CS1C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CS1C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CS03N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CS03N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CS04WB_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CS04WB; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CS6B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CS6B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CS11B1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CS11B1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CS11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CS11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CS13.1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CS13.1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cs13c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cs13c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CS13D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CS13D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WOO7B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WOO7B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	GALPIN_raw	COW1_raw	COW1A_raw	COW1B_raw	COW03A_raw	COW3A_raw	cow.2_raw	COW10_raw	COW10A_raw	COW23S_raw	COW3NE_raw	COW19NW_raw	cs1a_raw	CS1B_raw	CS1C_raw	CS03N_raw	CS04WB_raw	CS6B_raw	CS11B1_raw	CS11B_raw	CS13.1_raw	cs13c_raw	CS13D_raw	WOO7B_raw
1654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.133	NA	NA	NA	NA	NA	NA	NA	NA	2.982	2.588	NA
1657	1.062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.961	NA	NA	NA	NA	NA	NA	NA	NA	3.099	2.993	NA
1658	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.302	NA	NA	NA	NA	NA	NA	NA	NA	1.284	1.028	NA
1659	1.821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.291	NA	NA	NA	NA	NA	NA	NA	NA	2.59	1.587	NA
1660	2.522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.69	NA	NA	NA	NA	NA	NA	NA	NA	2.71	1.951	NA
1661	1.812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.447	NA	NA	NA	NA	NA	NA	NA	NA	1.583	1.588	NA
1662	2.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.347	NA	NA	NA	NA	NA	NA	NA	NA	1.996	2.333	NA
1663	2.158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.61	NA	NA	NA	NA	NA	NA	NA	NA	2.892	2.982	NA
1664	2.583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.507	NA	NA	NA	NA	NA	NA	NA	NA	2.177	2.277	NA
1665	1.579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.205	NA	NA	NA	NA	NA	NA	NA	NA	1.361	1.407	NA
1666	0.608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.654	NA	NA	NA	NA	NA	NA	NA	NA	1.22	1.388	NA
1667	0.876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.568	NA	NA	NA	NA	NA	NA	NA	NA	2.065	1.743	NA
1668	1.743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.868	NA	NA	NA	NA	NA	NA	NA	NA	2.593	2.781	NA
1669	1.665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.809	NA	NA	NA	NA	NA	NA	NA	NA	1.847	1.697	NA
1670	1.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.804	NA	NA	NA	NA	NA	NA	NA	NA	1.688	1.508	NA
1671	1.452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.543	NA	NA	NA	NA	NA	NA	NA	NA	0.923	0.821	NA
1672	1.397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.49	NA	NA	NA	NA	NA	NA	NA	NA	0.889	0.806	NA
1673	1.839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.81	NA	NA	NA	NA	NA	NA	NA	NA	1.172	1.067	NA
1674	1.735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.483	NA	NA	NA	NA	NA	NA	NA	NA	1.343	1.124	NA
1675	1.555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.923	NA	NA	NA	NA	NA	NA	NA	1.605	1.777	1.36	NA
1676	1.744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.152	NA	NA	NA	NA	NA	NA	NA	1.61	1.638	1.082	NA
1677	2.463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.266	NA	NA	NA	NA	NA	NA	NA	1.869	1.658	1.293	NA
1678	0.705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.697	NA	NA	NA	NA	NA	0.266	NA	0.802	0.649	0.569	NA
1679	1.287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.046	NA	NA	NA	NA	NA	0.318	NA	0.725	0.568	0.597	NA
1680	1.066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.101	NA	NA	NA	NA	NA	0.346	NA	0.65	0.81	0.672	NA
1681	1.765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.248	NA	NA	NA	NA	NA	0.4	NA	0.881	1.021	0.757	NA
1682	1.027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.066	NA	NA	NA	NA	NA	0.52	NA	0.671	0.813	0.534	NA
1683	1.379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.939	NA	NA	NA	NA	NA	0.504	NA	1.206	1.355	1.282	NA
1684	1.465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.102	NA	NA	NA	NA	NA	0.538	NA	1.605	1.546	1.527	NA
1685	1.276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.784	NA	NA	NA	NA	NA	0.558	NA	1.107	1.409	1.405	NA
1686	1.029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.807	NA	NA	NA	NA	NA	0.312	NA	0.824	0.916	0.846	NA
1687	1.273	NA	NA	NA	NA	NA	1.764	NA	NA	NA	NA	NA	1.583	NA	NA	NA	NA	NA	0.294	NA	0.708	0.843	0.852	NA
1688	0.957	NA	NA	NA	NA	NA	1.727	NA	NA	NA	NA	NA	1.494	NA	NA	NA	NA	NA	0.644	NA	0.817	1.024	1.027	NA
1689	0.731	NA	NA	NA	NA	NA	1.679	NA	NA	NA	NA	NA	1.049	NA	NA	NA	NA	NA	0.504	NA	0.736	0.88	0.945	NA
1690	0.413	NA	NA	NA	NA	NA	1.017	NA	NA	NA	NA	NA	0.552	NA	NA	NA	NA	NA	0.458	NA	0.503	0.604	0.61	1.57
1691	0.839	NA	NA	NA	NA	NA	1.271	NA	NA	NA	NA	NA	1.157	NA	NA	NA	NA	1.659	0.384	NA	0.604	0.638	0.513	1.83
1692	0.974	NA	NA	NA	NA	NA	2.058	NA	NA	NA	NA	NA	1.378	NA	NA	NA	NA	2.548	0.396	NA	0.98	0.989	1.017	3.459
1693	0.414	NA	NA	NA	NA	NA	1.416	NA	NA	NA	NA	NA	1.269	NA	NA	NA	NA	2.133	0.572	NA	0.935	0.858	0.819	2.687
1694	0.704	NA	NA	NA	NA	NA	2.199	NA	NA	NA	NA	NA	1.561	NA	NA	NA	NA	2.326	0.548	NA	0.97	1.069	1.058	2.625
1695	0.418	NA	NA	NA	NA	NA	1.727	NA	NA	NA	NA	NA	1.338	NA	NA	NA	NA	2.241	0.412	NA	0.763	1.096	1.009	1.909
1696	0.752	NA	NA	NA	NA	NA	2.015	NA	NA	NA	NA	NA	1.332	NA	NA	NA	NA	2.763	0.506	NA	0.747	1.155	1.189	2.144
1697	0.668	NA	NA	NA	NA	NA	1.844	NA	NA	NA	NA	NA	1.003	NA	NA	NA	NA	3.426	0.396	NA	0.767	0.931	1.162	2.701
1698	0.547	NA	NA	NA	NA	NA	1.449	NA	NA	NA	NA	NA	0.323	1.092	NA	NA	NA	2.535	0.262	NA	0.478	0.548	0.526	1.923
1699	0.359	NA	NA	NA	NA	NA	0.811	NA	NA	NA	NA	NA	0.486	0.498	NA	NA	NA	1.982	0.262	NA	0.437	0.538	0.597	1.64
1700	0.562	NA	NA	NA	NA	NA	1.029	NA	NA	NA	NA	NA	0.55	0.577	NA	NA	NA	2.149	0.386	NA	0.472	0.511	0.477	1.254
